Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
F1,15/08/2025,19:45,Rennes,Marseille,1,0,0,0,250,260,105,-114,-102,0.5
F1,16/08/2025,16:00,Lens,Lyon,0,1,0,1,130,260,190,-149,120,0
F1,16/08/2025,18:00,Monaco,Le Havre,3,1,1,0,-303,425,700,-189,150,-2
F1,16/08/2025,20:05,Nice,Toulouse,0,1,0,0,110,230,260,100,-118,-0.5
F1,17/08/2025,14:00,Brest,Lille,3,3,1,2,230,240,120,-111,-105,-0.25
F1,17/08/2025,16:15,Angers,Paris FC,1,0,1,0,163,220,180,120,-149,0.25
F1,17/08/2025,16:15,Auxerre,Lorient,1,0,0,0,138,230,200,-111,-105,0
F1,17/08/2025,16:15,Metz,Strasbourg,0,1,0,0,220,240,125,-114,-102,0.5
F1,17/08/2025,19:45,Nantes,Paris SG,0,1,0,0,650,450,-278,-227,175,2
F1,22/08/2025,19:45,Paris SG,Angers,1,0,0,0,-1250,1100,2000,-400,300,-2.75
F1,23/08/2025,16:00,Marseille,Paris FC,5,2,2,1,-263,400,650,-154,120,-1.25
F1,23/08/2025,18:00,Nice,Auxerre,3,1,2,1,-161,320,400,-137,108,-0.5
F1,23/08/2025,20:05,Lyon,Metz,3,0,2,0,-250,400,600,-189,150,-1.25
F1,24/08/2025,14:00,Lorient,Rennes,4,0,1,0,180,230,155,-102,-114,0
F1,24/08/2025,16:15,Le Havre,Lens,1,2,1,2,275,260,-105,-118,100,0.5
F1,24/08/2025,16:15,Strasbourg,Nantes,1,0,0,0,-133,250,400,-108,-108,-0.75
F1,24/08/2025,16:15,Toulouse,Brest,2,0,0,0,110,260,230,-108,-108,-0.25
F1,24/08/2025,19:45,Lille,Monaco,1,0,0,0,210,260,120,-149,115,0.25
F1,29/08/2025,19:45,Lens,Brest,3,1,0,1,-118,275,300,-125,100,-0.5
F1,30/08/2025,16:00,Lorient,Lille,1,7,0,0,240,250,110,-114,-102,0.25
F1,30/08/2025,18:00,Nantes,Auxerre,1,0,1,0,120,240,225,120,-149,0
F1,30/08/2025,20:05,Toulouse,Paris SG,3,6,1,4,750,425,-303,-175,138,1.5
F1,31/08/2025,14:00,Angers,Rennes,1,1,0,1,240,250,110,105,-125,0.75
F1,31/08/2025,16:15,Le Havre,Nice,3,1,1,0,260,250,105,-114,-102,0.25
F1,31/08/2025,16:15,Monaco,Strasbourg,3,2,1,0,-182,333,450,-161,130,-1.25
F1,31/08/2025,16:15,Paris FC,Metz,3,2,1,1,-125,270,333,-102,-114,-0.75
F1,31/08/2025,19:45,Lyon,Marseille,1,0,0,0,163,260,150,-189,140,0.25
F1,12/09/2025,19:45,Marseille,Lorient,4,0,3,0,-263,400,650,-200,163,-1.5
F1,13/09/2025,16:00,Nice,Nantes,1,0,0,0,-149,270,425,-111,-105,-1
F1,13/09/2025,20:05,Auxerre,Monaco,1,2,0,1,400,333,-167,-189,150,1
F1,14/09/2025,14:00,Lille,Toulouse,2,1,0,0,-133,280,350,-125,100,-0.5
F1,14/09/2025,16:15,Brest,Paris FC,1,2,0,2,125,250,210,-137,110,0
F1,14/09/2025,16:15,Metz,Angers,1,1,1,0,125,240,220,110,-137,-0.25
F1,14/09/2025,16:15,Paris SG,Lens,2,0,1,0,-303,475,650,-278,220,-1.5
F1,14/09/2025,16:15,Strasbourg,Le Havre,1,0,0,0,-161,300,450,-125,100,-0.5
F1,14/09/2025,19:45,Rennes,Lyon,3,1,0,1,163,260,155,-137,110,0
F1,19/09/2025,19:45,Lyon,Angers,1,0,0,0,-227,333,600,-125,100,-1.25
F1,20/09/2025,16:00,Nantes,Rennes,2,2,0,2,250,240,110,105,-125,0.5
F1,20/09/2025,18:00,Brest,Nice,4,1,2,1,163,250,160,-137,110,0.25
F1,20/09/2025,20:05,Lens,Lille,3,0,2,0,138,250,190,-125,100,-0.25
F1,21/09/2025,14:00,Paris FC,Strasbourg,2,3,0,1,135,250,190,-137,110,-0.25
F1,21/09/2025,16:15,Auxerre,Toulouse,1,0,1,0,175,220,170,105,-125,0.25
F1,21/09/2025,16:15,Le Havre,Lorient,1,1,0,1,125,250,210,-105,-111,-0.25
F1,21/09/2025,16:15,Monaco,Metz,5,2,1,1,-370,500,900,-278,220,-1.5
F1,22/09/2025,22:00,Marseille,Paris SG,1,0,1,0,270,310,-111,-189,150,0.5
F1,26/09/2025,19:45,Strasbourg,Marseille,1,2,0,0,260,260,100,-137,110,0.25
F1,27/09/2025,16:00,Lorient,Monaco,3,1,1,0,450,310,-167,-175,138,0.5
F1,27/09/2025,18:00,Toulouse,Nantes,2,2,0,1,-143,250,450,110,-137,-0.75
F1,27/09/2025,20:05,Paris SG,Auxerre,2,0,1,0,-714,700,1400,-333,250,-1.75
F1,28/09/2025,14:00,Nice,Paris FC,1,1,1,0,-118,275,300,-161,130,-0.25
F1,28/09/2025,16:15,Angers,Brest,0,2,0,2,210,225,138,100,-118,0.25
F1,28/09/2025,16:15,Lille,Lyon,0,1,0,1,125,240,220,-137,110,-0.25
F1,28/09/2025,16:15,Metz,Le Havre,0,0,0,0,170,220,170,100,-118,0
F1,28/09/2025,19:45,Rennes,Lens,0,0,0,0,150,240,175,-137,110,0
F1,03/10/2025,19:45,Paris FC,Lorient,2,0,2,0,-137,290,350,-149,120,-0.75
F1,04/10/2025,16:00,Metz,Marseille,0,3,0,0,525,400,-222,-161,130,1.25
F1,04/10/2025,18:00,Brest,Nantes,0,0,0,0,-118,275,300,-108,-108,-0.5
F1,04/10/2025,20:05,Auxerre,Lens,1,2,0,1,260,280,-105,-118,100,0.5
F1,05/10/2025,14:00,Lyon,Toulouse,1,2,1,0,-111,270,300,-125,100,-0.5
F1,05/10/2025,16:15,Le Havre,Rennes,2,2,1,2,210,230,135,100,-118,0.25
F1,05/10/2025,16:15,Monaco,Nice,2,2,1,2,-111,270,290,-175,138,-0.5
F1,05/10/2025,16:15,Strasbourg,Angers,5,0,1,0,-149,290,425,103,-120,-0.75
F1,05/10/2025,19:45,Lille,Paris SG,1,1,0,0,350,290,-133,-149,120,0.25
F1,17/10/2025,19:45,Paris SG,Strasbourg,3,3,1,2,-333,500,750,-227,175,-1.25
F1,18/10/2025,16:00,Nice,Lyon,3,2,2,1,145,240,180,-125,100,-0.25
F1,18/10/2025,18:00,Angers,Monaco,1,1,0,0,450,300,-161,-149,120,0.75
F1,18/10/2025,20:05,Marseille,Le Havre,6,2,1,1,-303,400,800,-161,130,-1.5
F1,19/10/2025,14:00,Lens,Paris FC,2,1,1,1,-118,275,300,-149,120,-0.5
F1,19/10/2025,16:15,Lorient,Brest,3,3,1,2,138,225,200,-102,-114,0
F1,19/10/2025,16:15,Rennes,Auxerre,2,2,1,1,-133,270,375,-120,103,-0.5
F1,19/10/2025,16:15,Toulouse,Metz,4,0,2,0,-167,280,500,-114,-102,-1
F1,19/10/2025,19:45,Nantes,Lille,0,2,0,1,350,260,-125,-111,-105,0.75
F1,24/10/2025,19:45,Paris FC,Nantes,1,2,1,2,-154,310,400,-137,110,-1
F1,25/10/2025,16:00,Brest,Paris SG,0,3,0,2,650,450,-303,-227,175,1.5
F1,25/10/2025,18:00,Monaco,Toulouse,1,0,1,0,-120,290,300,-161,130,-0.25
F1,25/10/2025,20:05,Lens,Marseille,2,1,1,1,170,260,145,-137,110,0
F1,26/10/2025,14:00,Lille,Metz,6,1,2,0,-333,450,850,-175,138,-1.75
F1,26/10/2025,16:15,Angers,Lorient,2,0,1,0,155,220,188,130,-161,0
F1,26/10/2025,16:15,Auxerre,Le Havre,0,1,0,0,110,240,250,100,-125,-0.25
F1,26/10/2025,16:15,Rennes,Nice,1,2,0,2,120,250,220,-137,110,-0.5
F1,26/10/2025,19:45,Lyon,Strasbourg,2,1,1,1,110,275,230,-149,120,-0.5
F1,29/10/2025,18:00,Le Havre,Brest,1,0,0,0,155,220,190,-102,-114,0
F1,29/10/2025,18:00,Lorient,Paris SG,1,1,0,0,850,550,-400,-227,175,1.75
F1,29/10/2025,18:00,Metz,Lens,2,0,0,0,525,350,-200,-149,120,1.25
F1,29/10/2025,18:00,Nice,Lille,2,0,1,0,200,250,130,-137,110,0.5
F1,29/10/2025,20:05,Marseille,Angers,2,2,0,1,-455,550,1100,-175,138,-1.75
F1,29/10/2025,20:05,Nantes,Monaco,3,5,2,2,375,300,-143,-149,120,0.75
F1,29/10/2025,20:05,Paris FC,Lyon,3,3,0,1,170,250,150,-149,120,0
F1,29/10/2025,20:05,Strasbourg,Auxerre,3,0,0,0,-133,280,350,-125,100,-0.75
F1,29/10/2025,20:05,Toulouse,Rennes,2,2,0,0,115,250,230,-108,-108,-0.5
F1,01/11/2025,16:00,Paris SG,Nice,1,0,0,0,-400,500,900,-278,220,-2.25
F1,01/11/2025,18:00,Monaco,Paris FC,0,1,0,0,-149,333,333,-227,175,-0.75
F1,01/11/2025,20:05,Auxerre,Marseille,0,1,0,1,375,300,-149,-149,120,0.75
F1,02/11/2025,14:00,Rennes,Strasbourg,4,1,2,0,125,260,200,-149,120,0
F1,02/11/2025,16:15,Lens,Lorient,3,0,1,0,-208,333,550,-149,120,-1
F1,02/11/2025,16:15,Lille,Angers,1,0,1,0,-370,500,900,-149,120,-1.5
F1,02/11/2025,16:15,Nantes,Metz,0,2,0,0,-110,260,300,-105,-111,-0.25
