Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbMx>2.5,BbMx<2.5,BbAHh
F1,07/08/15,Lille,Paris SG,0,1,0,0,550,260,-175,135,-149,0.75
F1,08/08/15,Bastia,Rennes,2,1,0,1,160,210,180,166,-182,0
F1,08/08/15,Marseille,Caen,0,1,0,1,-175,300,500,-133,133,-1
F1,08/08/15,Montpellier,Angers,0,2,0,1,-120,240,375,156,-167,-0.5
F1,08/08/15,Nantes,Guingamp,1,0,0,0,120,210,260,182,-200,-0.25
F1,08/08/15,Nice,Monaco,1,2,1,0,300,210,105,150,-161,0.5
F1,08/08/15,Troyes,Ajaccio GFCO,0,0,0,0,105,220,275,156,-167,-0.5
F1,09/08/15,Bordeaux,Reims,1,2,1,0,-149,275,450,108,-112,-0.75
F1,09/08/15,Lyon,Lorient,0,0,0,0,-175,300,500,-111,107,-1
F1,09/08/15,Toulouse,St Etienne,2,1,1,1,210,210,140,156,-161,0
F1,14/08/15,Monaco,Lille,0,0,0,0,-161,260,550,150,-159,-1
F1,15/08/15,Angers,Nantes,0,0,0,0,150,210,210,190,-200,-0.25
F1,15/08/15,Caen,Toulouse,1,0,0,0,120,240,225,116,-127,-0.25
F1,15/08/15,Guingamp,Lyon,0,1,0,0,260,225,115,128,-141,0.25
F1,15/08/15,Rennes,Montpellier,1,0,0,0,125,210,250,163,-179,-0.25
F1,15/08/15,St Etienne,Bordeaux,1,1,0,0,-105,240,320,150,-169,-0.5
F1,15/08/15,Troyes,Nice,3,3,1,3,115,225,260,150,-154,-0.25
F1,16/08/15,Lorient,Bastia,1,1,0,1,-118,240,375,147,-143,-0.5
F1,16/08/15,Paris SG,Ajaccio GFCO,2,0,2,0,-909,900,2000,-182,202,-2.25
F1,16/08/15,Reims,Marseille,1,0,1,0,250,225,120,112,-118,0.25
F1,21/08/15,Montpellier,Paris SG,0,1,0,0,700,320,-222,125,-125,1
F1,22/08/15,Ajaccio GFCO,Angers,0,2,0,2,130,200,260,207,-222,-0.25
F1,22/08/15,Bastia,Guingamp,3,0,2,0,130,200,240,200,-217,-0.25
F1,22/08/15,Lyon,Rennes,1,2,1,1,-175,275,600,127,-139,-1
F1,22/08/15,Nantes,Reims,1,0,0,0,120,210,260,188,-213,-0.25
F1,22/08/15,Nice,Caen,2,1,0,0,120,230,240,115,-119,-0.25
F1,22/08/15,Toulouse,Monaco,1,1,1,0,210,210,150,138,-154,0.25
F1,23/08/15,Lille,Bordeaux,0,0,0,0,110,220,280,162,-169,-0.5
F1,23/08/15,Lorient,St Etienne,0,1,0,0,163,200,200,170,-200,0
F1,23/08/15,Marseille,Troyes,6,0,1,0,-161,280,500,101,-105,-0.75
F1,28/08/15,Guingamp,Marseille,2,0,0,0,300,230,100,142,-154,0.5
F1,29/08/15,Angers,Nice,1,1,1,0,130,210,240,163,-182,-0.25
F1,29/08/15,Caen,Lyon,0,4,0,2,230,230,125,105,-110,0.25
F1,29/08/15,Lille,Ajaccio GFCO,1,0,1,0,-250,300,900,151,-167,-1
F1,29/08/15,Reims,Lorient,4,1,1,0,125,210,250,150,-154,-0.25
F1,29/08/15,Rennes,Toulouse,3,1,1,1,115,225,260,156,-175,-0.25
F1,29/08/15,Troyes,Montpellier,0,0,0,0,150,210,200,150,-161,0
F1,30/08/15,Bordeaux,Nantes,2,0,1,0,100,225,320,180,-200,-0.5
F1,30/08/15,Monaco,Paris SG,0,3,0,0,320,225,100,150,-167,0.5
F1,30/08/15,St Etienne,Bastia,2,1,1,1,-137,240,475,160,-182,-0.75
F1,11/09/15,Paris SG,Bordeaux,2,2,2,1,-400,475,1200,-120,111,-1.5
F1,12/09/15,Lorient,Angers,3,1,0,1,-110,230,350,154,-167,-0.5
F1,12/09/15,Lyon,Lille,0,0,0,0,-120,240,375,150,-172,-0.5
F1,12/09/15,Montpellier,St Etienne,1,2,0,1,150,210,210,177,-182,0
F1,12/09/15,Nice,Guingamp,0,1,0,0,125,210,250,150,-161,-0.25
F1,12/09/15,Toulouse,Reims,2,2,2,0,100,250,275,120,-125,-0.5
F1,12/09/15,Troyes,Caen,1,3,0,2,125,220,240,114,-118,-0.25
F1,13/09/15,Ajaccio GFCO,Monaco,0,1,0,1,350,230,-110,175,-182,0.5
F1,13/09/15,Marseille,Bastia,4,1,1,0,-227,320,750,100,-102,-1
F1,13/09/15,Nantes,Rennes,0,2,0,0,160,188,210,232,-244,0
F1,18/09/15,Rennes,Lille,1,1,0,0,138,200,240,200,-200,-0.25
F1,19/09/15,Angers,Troyes,1,0,0,0,110,210,300,150,-159,-0.5
F1,19/09/15,Bastia,Nice,1,3,1,2,125,210,250,145,-154,-0.25
F1,19/09/15,Caen,Montpellier,2,1,1,1,115,210,275,125,-132,-0.5
F1,19/09/15,Guingamp,Ajaccio GFCO,2,1,1,1,-118,230,375,180,-182,-0.5
F1,19/09/15,Reims,Paris SG,1,1,0,0,700,375,-250,-109,105,1.25
F1,20/09/15,Bordeaux,Toulouse,1,1,0,1,110,210,300,125,-133,-0.5
F1,20/09/15,Marseille,Lyon,1,1,0,1,105,230,280,105,-114,-0.5
F1,20/09/15,Monaco,Lorient,2,3,1,2,-143,260,450,117,-125,-0.75
F1,20/09/15,St Etienne,Nantes,2,0,1,0,-149,250,500,180,-200,-0.75
F1,22/09/15,Angers,Reims,0,0,0,0,150,200,220,169,-182,0
F1,22/09/15,Paris SG,Guingamp,3,0,1,0,-500,550,1600,-132,123,-1.5
F1,23/09/15,Ajaccio GFCO,Rennes,1,1,1,0,250,200,130,189,-208,0.25
F1,23/09/15,Lorient,Caen,2,0,2,0,120,220,250,123,-127,-0.25
F1,23/09/15,Lyon,Bastia,2,0,1,0,-200,300,650,110,-118,-1
F1,23/09/15,Nice,Bordeaux,6,1,2,1,170,200,188,140,-154,0
F1,23/09/15,Toulouse,Marseille,1,1,0,0,190,210,160,111,-116,0
F1,23/09/15,Troyes,St Etienne,0,1,0,1,240,210,130,145,-167,0.25
F1,24/09/15,Montpellier,Monaco,2,3,2,0,220,210,140,163,-185,0
F1,25/09/15,Reims,Lille,1,0,0,0,170,210,180,161,-169,0
F1,26/09/15,Bastia,Toulouse,3,0,3,0,188,210,163,145,-152,0
F1,26/09/15,Bordeaux,Lyon,3,1,3,0,175,200,180,130,-143,0
F1,26/09/15,Caen,Ajaccio GFCO,2,0,1,0,-133,260,400,125,-135,-0.75
F1,26/09/15,Nantes,Paris SG,1,4,1,0,900,333,-250,119,-130,1.25
F1,26/09/15,Rennes,Troyes,1,1,0,1,-137,250,450,145,-154,-0.75
F1,27/09/15,Guingamp,Monaco,3,3,1,2,225,210,138,168,-182,0.25
F1,27/09/15,Marseille,Angers,1,2,0,1,-250,350,750,107,-118,-1
F1,27/09/15,Montpellier,Lorient,2,1,1,0,120,225,250,128,-139,-0.5
F1,27/09/15,St Etienne,Nice,1,4,1,3,-137,260,425,120,-125,-0.75
F1,29/09/15,Lille,Nantes,0,1,0,1,-118,220,400,188,-200,-0.5
F1,02/10/15,Lille,Montpellier,2,0,1,0,100,210,333,163,-169,-0.5
F1,03/10/15,Ajaccio GFCO,Toulouse,2,2,2,1,210,220,140,150,-161,0.25
F1,03/10/15,Angers,Bastia,1,0,1,0,110,210,300,155,-164,-0.25
F1,03/10/15,Lyon,Reims,1,0,1,0,-161,275,500,-104,100,-1
F1,03/10/15,Troyes,Guingamp,0,1,0,0,163,210,188,130,-147,0
F1,04/10/15,Caen,St Etienne,1,0,0,0,145,220,188,119,-123,0
F1,04/10/15,Lorient,Bordeaux,3,2,0,1,160,220,180,123,-130,0
F1,04/10/15,Monaco,Rennes,1,1,0,1,-118,240,375,130,-141,-0.5
F1,04/10/15,Paris SG,Marseille,2,1,2,1,-303,400,900,-125,120,-1.25
F1,16/10/15,Monaco,Lyon,1,1,1,0,155,220,190,132,-133,0
F1,17/10/15,Bastia,Paris SG,0,2,0,0,900,400,-303,-116,111,1.5
F1,17/10/15,Guingamp,Lille,1,1,1,1,160,210,190,173,-182,0
F1,17/10/15,Nantes,Troyes,3,0,1,0,-105,230,320,164,-175,-0.5
F1,17/10/15,Reims,Caen,0,1,0,0,150,220,190,118,-120,0
F1,17/10/15,St Etienne,Ajaccio GFCO,2,0,1,0,-200,280,700,125,-133,-1
F1,17/10/15,Toulouse,Angers,1,2,1,2,105,230,280,138,-149,-0.5
F1,18/10/15,Bordeaux,Montpellier,0,0,0,0,-133,260,400,125,-130,-0.5
F1,18/10/15,Marseille,Lorient,1,1,1,1,-175,300,500,-116,112,-1
F1,18/10/15,Rennes,Nice,1,4,0,1,110,225,275,123,-133,-0.25
F1,23/10/15,Caen,Nantes,0,2,0,1,-110,230,350,162,-175,-0.5
F1,23/10/15,Lyon,Toulouse,3,0,1,0,-137,260,425,102,-105,-0.5
F1,24/10/15,Ajaccio GFCO,Nice,3,1,3,1,240,230,120,125,-133,0.25
F1,24/10/15,Angers,Guingamp,0,0,0,0,140,200,230,174,-182,0
F1,24/10/15,Lorient,Rennes,1,1,1,0,140,210,220,153,-154,-0.25
F1,24/10/15,Montpellier,Bastia,2,0,0,0,-105,230,320,159,-169,-0.5
F1,25/10/15,Bordeaux,Troyes,1,0,0,0,-200,280,650,110,-109,-1
F1,25/10/15,Lille,Marseille,1,2,0,1,160,210,190,138,-156,0
F1,25/10/15,Paris SG,St Etienne,4,1,1,0,-400,500,1100,-133,122,-1.5
F1,25/10/15,Reims,Monaco,0,1,0,1,200,210,150,138,-149,0
F1,30/10/15,Rennes,Paris SG,0,1,0,0,650,300,-200,101,-106,1
F1,31/10/15,Ajaccio GFCO,Bordeaux,2,0,1,0,320,240,-105,135,-139,0.5
F1,31/10/15,Bastia,Caen,1,0,1,0,190,210,160,132,-149,0
F1,31/10/15,Guingamp,Lorient,2,2,1,0,100,230,300,135,-135,-0.5
F1,31/10/15,St Etienne,Reims,3,0,0,0,-161,280,500,115,-120,-1
F1,31/10/15,Toulouse,Montpellier,1,1,1,1,110,225,275,133,-143,-0.25
F1,31/10/15,Troyes,Lyon,0,1,0,0,450,260,-143,104,-111,0.75
F1,01/11/15,Monaco,Angers,1,0,1,0,-167,275,550,146,-154,-1
F1,01/11/15,Nantes,Marseille,0,1,0,0,300,210,110,150,-161,0.5
F1,01/11/15,Nice,Lille,0,0,0,0,138,220,220,135,-137,-0.25
F1,04/11/15,Nice,Nantes,1,2,1,1,100,225,320,132,-145,-0.5
F1,06/11/15,Angers,Rennes,0,2,0,1,188,200,170,200,-200,0
F1,07/11/15,Caen,Guingamp,2,1,0,0,120,220,250,135,-143,-0.5
F1,07/11/15,Lille,Bastia,1,1,0,0,-149,250,500,167,-169,-0.75
F1,07/11/15,Lorient,Troyes,4,1,1,0,-149,275,450,113,-118,-0.75
F1,07/11/15,Montpellier,Nantes,2,1,1,0,120,210,260,183,-189,-0.25
F1,07/11/15,Paris SG,Toulouse,5,0,2,0,-556,600,1600,-200,177,-2
F1,07/11/15,Reims,Ajaccio GFCO,1,2,0,1,-110,220,375,150,-159,-0.5
F1,08/11/15,Bordeaux,Monaco,3,1,2,1,130,210,240,140,-154,-0.25
F1,08/11/15,Lyon,St Etienne,3,0,1,0,-105,250,300,109,-114,-0.5
F1,08/11/15,Marseille,Nice,0,1,0,1,-149,300,400,-118,111,-0.75
F1,20/11/15,Nice,Lyon,3,0,1,0,240,240,115,110,-112,0.25
F1,21/11/15,Guingamp,Toulouse,2,0,0,0,110,240,260,118,-120,-0.5
F1,21/11/15,Lorient,Paris SG,1,2,0,2,650,350,-227,-130,123,1
F1,21/11/15,Monaco,Nantes,1,0,1,0,-143,260,450,140,-145,-0.75
F1,21/11/15,Montpellier,Reims,3,1,1,1,110,225,275,142,-149,-0.5
F1,21/11/15,Troyes,Lille,1,1,0,1,260,220,115,161,-169,0.25
F1,22/11/15,Bastia,Ajaccio GFCO,1,2,1,1,110,220,280,167,-182,-0.5
F1,22/11/15,Caen,Angers,0,0,0,0,-125,240,400,154,-167,-0.5
F1,22/11/15,Rennes,Bordeaux,2,2,1,1,130,220,230,158,-172,-0.25
F1,22/11/15,St Etienne,Marseille,0,2,0,1,145,225,200,110,-104,0
F1,27/11/15,Lyon,Montpellier,2,4,1,2,-175,280,550,111,-109,-1
F1,28/11/15,Ajaccio GFCO,Lorient,1,1,1,1,180,220,160,130,-133,0
F1,28/11/15,Angers,Lille,2,0,2,0,190,190,180,225,-204,0
F1,28/11/15,Nantes,Bastia,0,0,0,0,-110,220,375,178,-182,-0.5
F1,28/11/15,Paris SG,Troyes,4,1,1,0,-1250,900,3300,-233,240,-2.5
F1,28/11/15,Reims,Rennes,2,2,0,1,200,200,160,151,-167,0
F1,28/11/15,Toulouse,Nice,2,0,1,0,138,240,200,104,-111,-0.25
F1,29/11/15,Bordeaux,Caen,1,4,0,1,-105,250,300,121,-127,-0.5
F1,29/11/15,Marseille,Monaco,3,3,1,2,-105,250,300,121,-125,-0.5
F1,29/11/15,St Etienne,Guingamp,3,0,0,0,-120,230,400,125,-133,-0.5
F1,01/12/15,Angers,Paris SG,0,0,0,0,900,400,-303,105,-115,1.5
