Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbMx>2.5,BbMx<2.5,BbAHh
F1,10/08/12,Montpellier,Toulouse,1,1,1,0,-120,240,350,175,-161,-0.5
F1,11/08/12,Evian Thonon Gaillard,Bordeaux,2,3,1,2,175,220,160,130,-133,0
F1,11/08/12,Nancy,Brest,1,0,0,0,110,220,260,175,-182,-0.25
F1,11/08/12,Nice,Ajaccio,0,1,0,1,-110,225,333,145,-147,-0.5
F1,11/08/12,Paris SG,Lorient,2,2,0,2,-303,375,900,-111,107,-1.5
F1,11/08/12,Rennes,Lyon,0,1,0,1,150,200,200,138,-139,0
F1,11/08/12,Sochaux,Bastia,2,3,1,0,120,220,240,138,-147,-0.25
F1,11/08/12,St Etienne,Lille,1,2,0,0,200,200,150,132,-139,0.25
F1,11/08/12,Troyes,Valenciennes,0,1,0,1,140,210,210,150,-156,-0.25
F1,12/08/12,Reims,Marseille,0,1,0,0,250,210,120,130,-139,0.25
F1,17/08/12,Lille,Nancy,1,1,1,1,-227,300,700,-102,100,-1
F1,18/08/12,Bastia,Reims,2,1,0,1,-143,250,425,126,-135,-0.75
F1,18/08/12,Brest,Evian Thonon Gaillard,1,0,0,0,138,200,220,154,-164,-0.25
F1,18/08/12,Lorient,Montpellier,2,1,0,1,170,200,175,150,-154,0
F1,18/08/12,Lyon,Troyes,4,1,0,0,-227,320,650,-116,112,-1.25
F1,18/08/12,Toulouse,St Etienne,2,1,1,0,115,200,275,164,-172,-0.25
F1,18/08/12,Valenciennes,Nice,0,0,0,0,-110,225,333,156,-161,-0.5
F1,19/08/12,Ajaccio,Paris SG,0,0,0,0,500,260,-161,-108,107,0.75
F1,19/08/12,Bordeaux,Rennes,1,0,0,0,110,210,275,143,-152,-0.5
F1,19/08/12,Marseille,Sochaux,2,0,0,0,-227,300,700,-105,102,-1
F1,24/08/12,Evian Thonon Gaillard,Lyon,1,1,0,0,260,220,110,100,-101,0.25
F1,25/08/12,Nancy,Toulouse,0,1,0,1,138,210,210,174,-185,-0.25
F1,25/08/12,Nice,Lille,2,2,1,1,300,220,100,151,-154,0.25
F1,25/08/12,Reims,Sochaux,1,0,0,0,115,220,250,134,-143,-0.25
F1,25/08/12,Rennes,Bastia,3,2,2,1,-120,240,350,120,-123,-0.5
F1,25/08/12,Troyes,Lorient,2,2,1,1,160,200,190,144,-154,0
F1,25/08/12,Valenciennes,Ajaccio,3,0,1,0,-120,225,375,135,-137,-0.5
F1,26/08/12,Montpellier,Marseille,0,1,0,0,130,210,220,141,-143,-0.25
F1,26/08/12,Paris SG,Bordeaux,0,0,0,0,-175,260,550,100,100,-0.75
F1,26/08/12,St Etienne,Brest,4,0,2,0,-143,250,425,158,-164,-0.75
F1,01/09/12,Ajaccio,Evian Thonon Gaillard,2,0,2,0,140,220,200,140,-149,-0.25
F1,01/09/12,Bastia,St Etienne,0,3,0,2,140,210,210,120,-122,-0.25
F1,01/09/12,Brest,Troyes,2,1,1,0,115,200,275,164,-172,-0.25
F1,01/09/12,Lorient,Nancy,3,0,2,0,100,220,300,149,-159,-0.25
F1,01/09/12,Lyon,Valenciennes,3,2,2,1,-161,275,450,100,108,-1
F1,01/09/12,Sochaux,Montpellier,1,3,0,1,260,210,115,128,-135,0.25
F1,01/09/12,Toulouse,Reims,1,1,0,0,-149,250,450,148,-159,-0.75
F1,02/09/12,Bordeaux,Nice,1,1,0,0,-161,260,500,142,-149,-0.75
F1,02/09/12,Lille,Paris SG,1,2,1,2,170,225,160,-103,100,0
F1,02/09/12,Marseille,Rennes,3,1,1,0,-110,225,320,138,-145,-0.5
F1,14/09/12,Paris SG,Toulouse,2,0,1,0,-250,320,800,117,-118,-1
F1,14/09/12,Reims,Montpellier,3,1,1,0,240,200,130,148,-159,0.25
F1,15/09/12,Evian Thonon Gaillard,Bastia,3,0,1,0,130,220,220,110,-109,-0.25
F1,15/09/12,Nice,Brest,4,2,0,0,100,220,300,180,-189,-0.25
F1,15/09/12,St Etienne,Sochaux,0,1,0,0,-200,280,650,108,-109,-0.75
