Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbMx>2.5,BbMx<2.5,BbAHh
F1,06/08/11,Ajaccio,Toulouse,0,2,0,1,163,200,188,160,-182,0
F1,06/08/11,Brest,Evian Thonon Gaillard,2,2,2,2,130,200,240,140,-161,-0.25
F1,06/08/11,Caen,Valenciennes,1,0,1,0,130,200,240,129,-149,-0.25
F1,06/08/11,Marseille,Sochaux,2,2,1,0,-189,280,575,109,-115,-1
F1,06/08/11,Montpellier,Auxerre,3,1,1,1,110,210,280,170,-200,-0.25
F1,06/08/11,Nancy,Lille,1,1,0,0,250,210,120,125,-143,0.25
F1,06/08/11,Nice,Lyon,1,3,1,2,300,220,100,125,-143,0.5
F1,06/08/11,Paris SG,Lorient,0,1,0,1,-189,280,575,118,-132,-1
F1,07/08/11,Bordeaux,St Etienne,1,2,0,2,-110,225,333,138,-154,-0.5
F1,07/08/11,Dijon,Rennes,1,5,1,2,188,200,163,150,-161,0
F1,13/08/11,Lorient,Bordeaux,1,1,0,0,140,220,200,130,-152,-0.25
F1,13/08/11,Lyon,Ajaccio,1,1,0,0,-333,400,1000,-115,110,-1.5
F1,13/08/11,Rennes,Paris SG,1,1,0,0,170,210,170,130,-149,0
F1,13/08/11,Sochaux,Caen,1,2,0,1,100,220,300,122,-125,-0.5
F1,13/08/11,St Etienne,Nancy,1,0,0,0,100,220,300,135,-149,-0.5
F1,13/08/11,Toulouse,Dijon,2,0,0,0,-167,250,550,138,-152,-0.75
F1,13/08/11,Valenciennes,Brest,0,0,0,0,-110,230,320,130,-152,-0.5
F1,14/08/11,Auxerre,Marseille,2,2,0,2,260,220,110,130,-143,0.25
F1,14/08/11,Evian Thonon Gaillard,Nice,1,0,0,0,120,220,240,135,-154,-0.25
F1,14/08/11,Lille,Montpellier,0,1,0,0,-161,260,500,105,-111,-1
F1,20/08/11,Ajaccio,Evian Thonon Gaillard,1,1,1,0,138,210,210,130,-143,-0.25
F1,20/08/11,Bordeaux,Auxerre,1,1,1,0,-120,225,375,125,-149,-0.5
F1,20/08/11,Brest,Lyon,1,1,1,0,275,225,105,125,-139,0.5
F1,20/08/11,Caen,Lille,1,2,0,0,260,225,110,123,-139,0.25
F1,20/08/11,Dijon,Lorient,2,0,1,0,180,210,163,135,-154,0
