Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
D1,20/08/10,Bayern Munich,Wolfsburg,2,1,1,0,-175,300,450,-182,133,0
D1,21/08/10,FC Koln,Kaiserslautern,1,3,1,0,110,240,240,104,-137,0
D1,21/08/10,Freiburg,St Pauli,1,3,0,0,120,230,225,-115,-114,0
D1,21/08/10,Hamburg,Schalke 04,2,1,0,0,138,240,188,-106,-122,0
D1,21/08/10,Hannover,Ein Frankfurt,2,1,1,1,160,225,170,-115,-114,0
D1,21/08/10,Hoffenheim,Werder Bremen,4,1,4,1,188,240,138,-169,127,0
D1,21/08/10,M'gladbach,Nurnberg,1,1,1,1,-110,240,300,-111,-118,0
D1,22/08/10,Dortmund,Leverkusen,0,2,0,2,138,240,188,-132,101,0
D1,22/08/10,Mainz,Stuttgart,2,0,1,0,210,240,125,-115,-114,0
D1,27/08/10,Kaiserslautern,Bayern Munich,2,0,2,0,600,333,-227,-156,119,1
D1,28/08/10,Ein Frankfurt,Hamburg,1,3,1,0,210,250,120,-141,108,0
D1,28/08/10,Nurnberg,Freiburg,1,2,1,1,-110,240,300,103,-135,-0.5
D1,28/08/10,Schalke 04,Hannover,1,2,0,1,-303,375,900,-147,112,-1.25
D1,28/08/10,St Pauli,Hoffenheim,0,1,0,0,220,240,120,-149,114,0
D1,28/08/10,Werder Bremen,FC Koln,4,2,2,1,-250,375,600,-200,148,0
D1,28/08/10,Wolfsburg,Mainz,3,4,3,1,-175,300,450,-185,137,0
D1,29/08/10,Leverkusen,M'gladbach,3,6,1,3,-278,375,700,-182,134,0
D1,29/08/10,Stuttgart,Dortmund,1,3,0,3,120,230,225,-128,100,0
D1,10/09/10,Hoffenheim,Schalke 04,2,0,1,0,140,230,188,-132,103,0
D1,11/09/10,Bayern Munich,Werder Bremen,0,0,0,0,-175,300,450,-233,169,-1
D1,11/09/10,Dortmund,Wolfsburg,2,0,0,0,110,250,225,-167,124,0
D1,11/09/10,Freiburg,Stuttgart,2,1,0,1,240,240,110,-120,-105,0
D1,11/09/10,Hamburg,Nurnberg,1,1,0,0,-278,375,750,-189,140,0
D1,11/09/10,Hannover,Leverkusen,2,2,1,0,275,240,100,-167,125,0.5
D1,11/09/10,M'gladbach,Ein Frankfurt,0,4,0,2,110,240,240,-141,109,-0.25
D1,12/09/10,FC Koln,St Pauli,1,0,1,0,120,225,225,-114,-112,0
D1,12/09/10,Mainz,Kaiserslautern,2,1,0,1,120,230,225,-110,-116,0
D1,17/09/10,Ein Frankfurt,Freiburg,0,1,0,0,-125,250,350,-139,107,-0.75
D1,18/09/10,Bayern Munich,FC Koln,0,0,0,0,-455,500,1100,-233,168,-1.75
D1,18/09/10,Kaiserslautern,Hoffenheim,2,2,0,1,180,240,140,-120,-108,0
D1,18/09/10,Stuttgart,M'gladbach,7,0,2,0,-125,250,350,-156,118,-0.5
D1,18/09/10,Werder Bremen,Mainz,0,2,0,0,-227,333,600,-238,170,-1
D1,18/09/10,Wolfsburg,Hannover,2,0,0,0,-189,300,500,-244,176,-1
D1,19/09/10,Leverkusen,Nurnberg,0,0,0,0,-227,333,600,-227,166,-1.25
D1,19/09/10,Schalke 04,Dortmund,1,3,0,1,125,230,220,-115,-112,0
D1,19/09/10,St Pauli,Hamburg,1,1,0,0,260,250,100,-130,101,0.5
D1,21/09/10,Hannover,Werder Bremen,4,1,1,1,260,250,100,-189,136,0.5
D1,21/09/10,Hoffenheim,Bayern Munich,1,2,1,0,260,250,100,-133,102,0.5
D1,21/09/10,Mainz,FC Koln,2,0,0,0,-110,240,300,-110,-118,-0.5
D1,22/09/10,Dortmund,Kaiserslautern,5,0,2,0,-200,300,600,-164,122,-1
D1,22/09/10,Freiburg,Schalke 04,1,2,0,1,210,230,125,-112,-115,0.25
D1,22/09/10,Hamburg,Wolfsburg,1,3,1,1,-110,250,290,-164,122,-0.5
D1,22/09/10,Leverkusen,Ein Frankfurt,2,1,1,1,-149,260,425,-172,126,-0.75
D1,22/09/10,M'gladbach,St Pauli,1,2,1,0,100,230,280,-161,120,-0.5
D1,22/09/10,Nurnberg,Stuttgart,2,1,1,0,210,230,130,-120,-108,0
D1,24/09/10,FC Koln,Hoffenheim,1,1,1,0,225,230,120,-105,-123,0
D1,25/09/10,Bayern Munich,Mainz,1,2,1,1,-227,333,600,-172,127,0
D1,25/09/10,Ein Frankfurt,Nurnberg,2,0,1,0,100,240,275,-128,-102,0
D1,25/09/10,Schalke 04,M'gladbach,2,2,0,2,-189,280,550,-143,109,-1
D1,25/09/10,St Pauli,Dortmund,1,3,1,1,275,240,100,-137,104,0
D1,25/09/10,Stuttgart,Leverkusen,1,4,0,2,140,230,190,-152,114,0
D1,25/09/10,Werder Bremen,Hamburg,3,2,2,0,140,230,190,-161,122,0
D1,26/09/10,Kaiserslautern,Hannover,0,1,0,1,125,225,220,-141,108,0
D1,26/09/10,Wolfsburg,Freiburg,2,1,1,1,-227,333,600,-238,173,0
D1,01/10/10,Hannover,St Pauli,0,1,0,1,100,240,260,-141,108,0
D1,02/10/10,Freiburg,FC Koln,3,2,2,1,125,230,220,107,-139,0
D1,02/10/10,Hamburg,Kaiserslautern,2,1,0,1,-200,300,575,-149,114,-1
D1,02/10/10,Mainz,Hoffenheim,4,2,1,1,120,230,230,-115,-112,0
D1,02/10/10,M'gladbach,Wolfsburg,1,1,0,1,250,240,105,-204,148,0
D1,02/10/10,Nurnberg,Schalke 04,2,1,0,0,200,240,130,-109,-118,0
D1,03/10/10,Dortmund,Bayern Munich,2,0,0,0,155,230,170,-164,125,0
D1,03/10/10,Leverkusen,Werder Bremen,2,2,1,0,110,240,240,-189,138,0
D1,03/10/10,Stuttgart,Ein Frankfurt,1,2,0,1,-110,250,290,-152,115,-0.5
D1,15/10/10,FC Koln,Dortmund,1,2,0,1,333,260,-125,-120,-108,0.5
D1,16/10/10,Bayern Munich,Hannover,3,0,1,0,-250,350,650,-164,124,-1.25
D1,16/10/10,Mainz,Hamburg,0,1,0,0,125,240,210,-116,-110,0
D1,16/10/10,Schalke 04,Stuttgart,2,2,1,1,100,240,275,-147,112,-0.5
D1,16/10/10,St Pauli,Nurnberg,3,2,1,0,125,220,240,103,-135,0
D1,16/10/10,Werder Bremen,Freiburg,2,1,1,0,-189,333,450,-227,164,-1
D1,16/10/10,Wolfsburg,Leverkusen,2,3,1,0,130,240,200,-222,159,0
D1,17/10/10,Hoffenheim,M'gladbach,3,2,0,1,-154,275,425,-179,133,-1
D1,17/10/10,Kaiserslautern,Ein Frankfurt,0,3,0,1,138,225,200,-118,-110,0
D1,22/10/10,Hamburg,Bayern Munich,0,0,0,0,163,230,163,-111,-115,0
D1,23/10/10,Ein Frankfurt,Schalke 04,0,0,0,0,180,225,150,-133,104,0
D1,23/10/10,Freiburg,Kaiserslautern,2,1,1,1,125,225,220,-114,-112,0
D1,23/10/10,Hannover,FC Koln,2,1,2,0,110,225,250,-114,-114,-0.25
D1,23/10/10,M'gladbach,Werder Bremen,1,4,0,2,230,250,110,-227,165,0
D1,23/10/10,Nurnberg,Wolfsburg,2,1,1,1,190,230,138,-154,119,0
D1,24/10/10,Dortmund,Hoffenheim,1,1,0,1,-133,260,360,-175,131,-0.75
D1,24/10/10,Leverkusen,Mainz,0,1,0,0,-125,275,320,-175,129,-0.5
D1,24/10/10,Stuttgart,St Pauli,2,0,1,0,-149,275,400,-179,132,-0.75
D1,29/10/10,Bayern Munich,Freiburg,4,2,1,0,-345,400,1000,-172,130,-1.5
D1,30/10/10,FC Koln,Hamburg,3,2,2,2,270,240,100,-110,-118,0.5
D1,30/10/10,Kaiserslautern,M'gladbach,3,0,0,0,110,240,240,-154,119,0
D1,30/10/10,Schalke 04,Leverkusen,0,1,0,0,150,230,175,-143,111,0
D1,30/10/10,St Pauli,Ein Frankfurt,1,3,1,1,150,225,180,-127,-101,0
D1,30/10/10,Werder Bremen,Nurnberg,2,3,1,1,-200,333,500,-213,156,-1
D1,30/10/10,Wolfsburg,Stuttgart,2,0,1,0,110,240,240,-208,154,0
D1,31/10/10,Hoffenheim,Hannover,4,0,1,0,-161,270,450,-149,115,-0.75
D1,31/10/10,Mainz,Dortmund,0,2,0,1,175,230,150,-127,-101,0
D1,05/11/10,Schalke 04,St Pauli,3,0,1,0,-143,260,400,-130,102,-0.75
D1,06/11/10,Ein Frankfurt,Wolfsburg,3,1,2,0,138,240,188,-189,141,0
D1,06/11/10,Freiburg,Mainz,1,0,0,0,190,230,140,-125,-103,0
D1,06/11/10,Hamburg,Hoffenheim,2,1,1,1,125,225,220,-127,-101,0
D1,06/11/10,M'gladbach,Bayern Munich,3,3,1,2,450,300,-175,-189,142,1
D1,06/11/10,Nurnberg,FC Koln,3,1,2,1,100,240,275,-111,-115,-0.5
D1,07/11/10,Hannover,Dortmund,0,4,0,1,333,260,-125,-152,117,0.5
D1,07/11/10,Leverkusen,Kaiserslautern,3,1,1,1,-227,350,550,-179,131,-1
D1,07/11/10,Stuttgart,Werder Bremen,6,0,3,0,150,230,175,-204,151,0
D1,12/11/10,Dortmund,Hamburg,2,0,0,0,-137,275,350,-137,107,-0.75
D1,13/11/10,FC Koln,M'gladbach,0,4,0,0,110,250,230,-161,122,-0.25
D1,13/11/10,Kaiserslautern,Stuttgart,3,3,0,2,200,240,130,-145,111,0
D1,13/11/10,Mainz,Hannover,0,1,0,1,-137,250,400,-119,-108,-0.75
D1,13/11/10,St Pauli,Leverkusen,0,1,0,0,240,240,110,-141,109,0.25
D1,13/11/10,Werder Bremen,Ein Frankfurt,0,0,0,0,-110,260,275,-227,165,-0.5
D1,13/11/10,Wolfsburg,Schalke 04,2,2,2,1,125,250,200,-161,123,0
D1,14/11/10,Bayern Munich,Nurnberg,3,0,1,0,-303,400,750,-192,142,-1.5
D1,14/11/10,Hoffenheim,Freiburg,0,1,0,0,-161,275,450,-175,132,-1
D1,20/11/10,Ein Frankfurt,Hoffenheim,0,4,0,1,125,240,210,-128,101,0
D1,20/11/10,Freiburg,Dortmund,1,2,1,0,450,275,-161,-141,110,0.75
D1,20/11/10,Hannover,Hamburg,3,2,1,1,188,240,138,-130,102,0
D1,20/11/10,Leverkusen,Bayern Munich,1,1,1,1,200,240,130,-145,113,0
D1,20/11/10,M'gladbach,Mainz,2,3,0,0,140,240,180,-145,113,0
D1,20/11/10,Nurnberg,Kaiserslautern,1,3,0,3,-105,250,275,-128,100,-0.5
D1,20/11/10,Schalke 04,Werder Bremen,4,0,2,0,120,240,220,-147,114,0
D1,21/11/10,St Pauli,Wolfsburg,1,1,1,0,220,240,120,-175,130,0
D1,21/11/10,Stuttgart,FC Koln,0,1,0,0,-189,300,500,-172,127,-1
D1,26/11/10,Mainz,Nurnberg,3,0,1,0,-118,240,333,-109,-119,-0.5
D1,27/11/10,Bayern Munich,Ein Frankfurt,4,1,1,1,-278,375,700,-182,136,-1.5
D1,27/11/10,Dortmund,M'gladbach,4,1,1,1,-345,450,850,-244,174,-1.5
D1,27/11/10,Hamburg,Stuttgart,4,2,3,1,110,230,250,-154,118,-0.5
D1,27/11/10,Hannover,Freiburg,3,0,1,0,125,220,225,-119,-109,0
D1,27/11/10,Hoffenheim,Leverkusen,2,2,1,2,155,230,170,-109,-119,0
D1,27/11/10,Kaiserslautern,Schalke 04,5,0,2,0,225,230,120,-119,-110,0
D1,28/11/10,FC Koln,Wolfsburg,1,1,0,0,180,230,145,-135,103,0
D1,28/11/10,Werder Bremen,St Pauli,3,0,2,0,-133,275,350,-175,130,-0.5
D1,03/12/10,St Pauli,Kaiserslautern,1,0,0,0,140,240,180,-109,-116,0
D1,04/12/10,Ein Frankfurt,Mainz,2,1,1,1,120,220,240,-106,-119,0
D1,04/12/10,Freiburg,Hamburg,1,0,1,0,200,240,130,-127,-101,0
D1,04/12/10,M'gladbach,Hannover,1,2,1,0,125,240,210,-167,124,0
D1,04/12/10,Schalke 04,Bayern Munich,2,0,0,0,240,240,110,-125,-102,0
D1,04/12/10,Stuttgart,Hoffenheim,1,1,1,1,120,250,210,-154,119,0
D1,04/12/10,Wolfsburg,Werder Bremen,0,0,0,0,100,260,250,-200,151,-0.5
D1,05/12/10,Leverkusen,FC Koln,3,2,1,1,-250,350,700,-156,117,-1.25
D1,05/12/10,Nurnberg,Dortmund,0,2,0,1,350,275,-137,-147,115,0.75
D1,10/12/10,Hannover,Stuttgart,2,1,1,0,140,240,180,-152,119,0
D1,11/12/10,Bayern Munich,St Pauli,3,0,1,0,-500,550,1200,-227,164,-1.75
D1,11/12/10,Dortmund,Werder Bremen,2,0,1,0,-175,320,425,-200,148,-1
D1,11/12/10,FC Koln,Ein Frankfurt,1,0,0,0,138,240,188,-115,-111,0
D1,11/12/10,Hamburg,Leverkusen,2,4,0,1,150,230,175,-120,-105,0
D1,11/12/10,Hoffenheim,Nurnberg,1,1,0,0,-161,280,450,-135,106,-0.75
D1,11/12/10,Kaiserslautern,Wolfsburg,0,0,0,0,150,230,175,-139,108,0
D1,12/12/10,Freiburg,M'gladbach,3,0,2,0,-110,260,280,-159,122,-0.5
D1,12/12/10,Mainz,Schalke 04,0,1,0,1,150,230,175,-101,-127,0
D1,17/12/10,M'gladbach,Hamburg,1,2,0,0,225,250,110,-156,121,0
