Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
D1,14/08/15,Bayern Munich,Hamburg,5,0,1,0,-1250,1000,2800,-286,210,-2.5
D1,15/08/15,Augsburg,Hertha,0,1,0,0,100,240,290,123,-159,-0.5
D1,15/08/15,Darmstadt,Hannover,2,2,1,0,150,230,190,113,-143,0
D1,15/08/15,Dortmund,M'gladbach,4,0,3,0,-137,275,400,-122,-104,-0.5
D1,15/08/15,Leverkusen,Hoffenheim,2,1,1,1,-200,333,550,-182,138,-1
D1,15/08/15,Mainz,Ingolstadt,0,1,0,0,105,240,275,-102,-123,-0.5
D1,15/08/15,Werder Bremen,Schalke 04,0,3,0,1,200,240,138,-139,109,0.25
D1,16/08/15,Stuttgart,FC Koln,1,3,0,0,105,230,280,104,-132,-0.5
D1,16/08/15,Wolfsburg,Ein Frankfurt,2,1,2,1,-227,375,600,-217,163,-1.25
D1,21/08/15,Hertha,Werder Bremen,1,1,1,1,105,250,260,103,-130,-0.5
D1,22/08/15,Ein Frankfurt,Augsburg,1,1,0,1,125,240,225,-128,100,-0.25
D1,22/08/15,FC Koln,Wolfsburg,1,1,1,0,320,280,-120,-139,109,0.5
D1,22/08/15,Hamburg,Stuttgart,3,2,1,2,188,250,140,-135,107,0
D1,22/08/15,Hannover,Leverkusen,0,1,0,1,320,275,-120,-132,103,0.5
D1,22/08/15,Hoffenheim,Bayern Munich,1,2,1,1,850,500,-400,-244,182,1.5
D1,22/08/15,Schalke 04,Darmstadt,1,1,0,1,-227,350,650,-156,122,-1
D1,23/08/15,Ingolstadt,Dortmund,0,4,0,0,600,350,-222,-143,112,1.25
D1,23/08/15,M'gladbach,Mainz,1,2,0,1,-149,300,400,-130,101,-0.5
D1,28/08/15,Wolfsburg,Schalke 04,3,0,1,0,100,280,250,-167,128,-0.5
D1,29/08/15,Augsburg,Ingolstadt,0,1,0,0,100,240,280,111,-141,-0.5
D1,29/08/15,Bayern Munich,Leverkusen,3,0,1,0,-303,425,800,-179,136,-1.5
D1,29/08/15,Darmstadt,Hoffenheim,0,0,0,0,200,230,140,-118,-109,0.25
D1,29/08/15,FC Koln,Hamburg,2,1,0,0,-120,250,350,-116,-108,-0.75
D1,29/08/15,Mainz,Hannover,3,0,2,0,100,250,280,-114,-111,-0.5
D1,29/08/15,Stuttgart,Ein Frankfurt,1,4,1,2,-105,260,280,-185,139,-0.5
D1,30/08/15,Dortmund,Hertha,3,1,1,0,-500,550,1600,-233,173,-2
D1,30/08/15,Werder Bremen,M'gladbach,2,1,1,1,220,240,125,-143,111,0.5
D1,11/09/15,M'gladbach,Hamburg,0,3,0,2,-149,300,400,-132,105,-1
D1,12/09/15,Bayern Munich,Augsburg,2,1,0,1,-769,850,1800,-227,170,-2.5
D1,12/09/15,Ein Frankfurt,FC Koln,6,2,4,1,130,230,220,-123,-103,-0.25
D1,12/09/15,Hannover,Dortmund,2,4,1,2,650,350,-227,-182,140,1.25
D1,12/09/15,Hertha,Stuttgart,2,1,2,1,150,240,180,-123,-103,0
D1,12/09/15,Ingolstadt,Wolfsburg,0,0,0,0,300,260,-110,-133,106,0.5
D1,12/09/15,Leverkusen,Darmstadt,0,1,0,1,-400,500,1200,-161,127,-1.5
D1,13/09/15,Hoffenheim,Werder Bremen,1,3,0,1,-105,275,275,-182,139,-0.5
D1,13/09/15,Schalke 04,Mainz,2,1,1,1,-118,275,320,-130,103,-0.5
D1,18/09/15,Mainz,Hoffenheim,3,1,1,1,115,250,230,-164,130,-0.25
D1,19/09/15,Darmstadt,Bayern Munich,0,3,0,1,1800,600,-588,-164,128,2
D1,19/09/15,FC Koln,M'gladbach,1,0,0,0,140,230,200,-104,-120,0
D1,19/09/15,Hamburg,Ein Frankfurt,0,0,0,0,150,250,175,-164,128,0
D1,19/09/15,Werder Bremen,Ingolstadt,0,1,0,0,105,250,260,-127,102,-0.5
D1,19/09/15,Wolfsburg,Hertha,2,0,0,0,-200,333,550,-133,107,-1
D1,20/09/15,Augsburg,Hannover,2,0,2,0,100,250,275,-103,-120,-0.5
D1,20/09/15,Dortmund,Leverkusen,3,0,1,0,-137,300,350,-152,120,-0.75
D1,20/09/15,Stuttgart,Schalke 04,0,1,0,0,163,250,160,-167,130,0
D1,22/09/15,Bayern Munich,Wolfsburg,5,1,0,1,-400,500,1100,-189,144,-1.5
D1,22/09/15,Darmstadt,Werder Bremen,2,1,1,1,163,225,180,106,-133,0
D1,22/09/15,Hertha,FC Koln,2,0,1,0,138,225,210,113,-143,-0.25
D1,22/09/15,Ingolstadt,Hamburg,0,1,0,0,130,230,225,118,-149,0
D1,23/09/15,Hannover,Stuttgart,1,3,1,2,188,250,140,-149,118,0.25
D1,23/09/15,Hoffenheim,Dortmund,1,1,1,0,600,375,-227,-227,172,1
D1,23/09/15,Leverkusen,Mainz,1,0,0,0,-189,333,500,-152,119,-1
D1,23/09/15,M'gladbach,Augsburg,4,2,4,0,115,240,240,-102,-125,-0.25
D1,23/09/15,Schalke 04,Ein Frankfurt,2,0,0,0,-120,280,320,-189,144,-0.5
D1,25/09/15,FC Koln,Ingolstadt,1,1,1,1,105,230,280,126,-159,-0.5
D1,26/09/15,Augsburg,Hoffenheim,1,3,1,1,125,250,210,-132,105,-0.25
D1,26/09/15,Hamburg,Schalke 04,0,1,0,0,188,250,140,-119,-106,0
D1,26/09/15,Mainz,Bayern Munich,0,3,0,0,1100,500,-400,-185,142,1.75
D1,26/09/15,Stuttgart,M'gladbach,1,3,1,2,110,250,240,-156,125,-0.5
D1,26/09/15,Werder Bremen,Leverkusen,0,3,0,1,280,260,-105,-135,107,0.5
D1,26/09/15,Wolfsburg,Hannover,1,1,1,0,-250,375,700,-169,130,-1.25
D1,27/09/15,Dortmund,Darmstadt,2,2,0,1,-714,750,1600,-250,187,-2.5
D1,27/09/15,Ein Frankfurt,Hertha,1,1,1,0,-105,250,300,-128,102,-0.5
D1,02/10/15,Darmstadt,Mainz,2,3,1,2,210,225,140,113,-143,0.25
D1,03/10/15,Hannover,Werder Bremen,1,0,0,0,160,240,170,-133,106,0
D1,03/10/15,Hertha,Hamburg,3,0,1,0,120,220,250,111,-141,-0.25
D1,03/10/15,Hoffenheim,Stuttgart,2,2,1,0,145,275,165,-204,155,0
D1,03/10/15,Ingolstadt,Ein Frankfurt,2,0,0,0,150,225,190,-102,-123,0
D1,03/10/15,M'gladbach,Wolfsburg,2,0,0,0,160,240,170,-139,109,0
D1,04/10/15,Bayern Munich,Dortmund,5,1,2,1,-200,333,550,-182,139,-1
D1,04/10/15,Leverkusen,Augsburg,1,1,1,1,-250,375,700,-161,126,-1.5
D1,04/10/15,Schalke 04,FC Koln,0,3,0,1,-137,280,380,-139,109,-0.75
D1,16/10/15,Mainz,Dortmund,0,2,0,1,475,375,-200,-208,160,1
D1,17/10/15,Augsburg,Darmstadt,0,2,0,2,-125,250,375,106,-133,-0.5
D1,17/10/15,Ein Frankfurt,M'gladbach,1,5,1,1,145,240,188,-132,105,-0.25
