Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
D1,05/08/11,Dortmund,Hamburg,3,1,2,0,-175,280,500,-130,102,-1
D1,06/08/11,Augsburg,Freiburg,2,2,0,0,125,240,210,-106,-119,-0.25
D1,06/08/11,FC Koln,Wolfsburg,0,3,0,1,150,240,170,-130,101,0
D1,06/08/11,Hannover,Hoffenheim,2,1,2,1,110,240,240,-115,-110,-0.25
D1,06/08/11,Hertha,Nurnberg,0,1,0,0,110,240,240,-106,-119,-0.25
D1,06/08/11,Stuttgart,Schalke 04,3,0,1,0,120,240,220,-115,-111,-0.25
D1,06/08/11,Werder Bremen,Kaiserslautern,2,0,0,0,-125,260,333,-156,117,-0.75
D1,07/08/11,Bayern Munich,M'gladbach,0,1,0,0,-500,550,1200,109,-143,-1.75
D1,07/08/11,Mainz,Leverkusen,2,0,1,0,280,250,-105,-108,-118,0.5
D1,13/08/11,Freiburg,Mainz,1,2,0,0,130,240,200,100,-127,-0.25
D1,13/08/11,Hamburg,Hertha,2,2,1,1,-105,260,260,-130,101,-0.5
D1,13/08/11,Hoffenheim,Dortmund,1,0,1,0,350,275,-137,-137,106,0.75
D1,13/08/11,M'gladbach,Stuttgart,1,1,0,0,150,240,170,-152,116,0
D1,13/08/11,Nurnberg,Hannover,1,2,0,2,130,240,200,-109,-116,-0.25
D1,13/08/11,Schalke 04,FC Koln,5,1,1,1,-161,280,450,-145,111,-0.75
D1,13/08/11,Wolfsburg,Bayern Munich,0,1,0,0,300,275,-120,-196,143,0.5
D1,14/08/11,Kaiserslautern,Augsburg,1,1,0,1,-120,250,320,-115,-110,-0.5
D1,14/08/11,Leverkusen,Werder Bremen,1,0,0,0,-120,260,320,-164,125,-0.5
D1,19/08/11,M'gladbach,Wolfsburg,4,1,3,1,170,230,160,-105,-120,0
D1,20/08/11,Augsburg,Hoffenheim,0,2,0,1,180,230,150,101,-128,0
D1,20/08/11,Bayern Munich,Hamburg,5,0,3,0,-303,400,800,-175,128,-1.5
D1,20/08/11,Dortmund,Nurnberg,2,0,0,0,-345,400,1000,-164,126,-1.5
D1,20/08/11,FC Koln,Kaiserslautern,1,1,1,1,130,230,210,-105,-120,-0.25
D1,20/08/11,Stuttgart,Leverkusen,0,1,0,1,130,240,200,-143,110,0
D1,20/08/11,Werder Bremen,Freiburg,5,3,2,1,-182,300,500,-161,123,-1
D1,21/08/11,Hannover,Hertha,1,1,1,0,120,230,230,-125,-102,-0.25
D1,21/08/11,Mainz,Schalke 04,2,4,2,0,150,230,175,-101,-127,0
D1,26/08/11,Hertha,Stuttgart,1,0,0,0,150,240,170,-118,-108,-0.25
D1,27/08/11,Freiburg,Wolfsburg,3,0,2,0,180,225,150,-137,105,0
D1,27/08/11,Hamburg,FC Koln,3,4,1,1,-118,260,300,-145,110,-0.5
D1,27/08/11,Hoffenheim,Werder Bremen,1,2,1,1,130,240,200,-147,112,-0.25
D1,27/08/11,Kaiserslautern,Bayern Munich,0,3,0,1,550,320,-200,-172,127,1
D1,27/08/11,Leverkusen,Dortmund,0,0,0,0,160,240,160,-114,-112,0
D1,27/08/11,Nurnberg,Augsburg,1,0,0,0,-137,260,375,-109,-118,-0.5
D1,28/08/11,Hannover,Mainz,1,1,1,1,130,240,200,-105,-122,-0.25
D1,28/08/11,Schalke 04,M'gladbach,1,0,0,0,-125,260,333,-141,108,-0.75
D1,09/09/11,Augsburg,Leverkusen,1,4,1,2,400,275,-149,-110,-116,0.75
D1,10/09/11,Bayern Munich,Freiburg,7,0,3,0,-588,600,1400,-263,182,-2
D1,10/09/11,Dortmund,Hertha,1,2,0,0,-250,350,700,-141,107,-1.25
D1,10/09/11,Mainz,Hoffenheim,0,4,0,2,120,230,225,-108,-119,-0.25
D1,10/09/11,M'gladbach,Kaiserslautern,1,0,0,0,-110,260,275,-118,-108,-0.5
D1,10/09/11,Stuttgart,Hannover,3,0,1,0,-118,260,300,-133,102,-0.5
D1,10/09/11,Werder Bremen,Hamburg,2,0,0,0,-167,320,400,-200,144,-1
D1,11/09/11,FC Koln,Nurnberg,1,2,1,2,160,225,170,-115,-111,0
D1,11/09/11,Wolfsburg,Schalke 04,2,1,1,1,150,230,175,-130,101,0
D1,16/09/11,Freiburg,Stuttgart,1,2,0,1,230,250,110,-149,115,0.5
D1,17/09/11,Hamburg,M'gladbach,0,1,0,0,140,250,180,-147,113,-0.25
D1,17/09/11,Hertha,Augsburg,2,2,0,1,-175,280,500,-120,-105,-1
D1,17/09/11,Hoffenheim,Wolfsburg,3,1,2,0,-105,260,260,-149,114,-0.5
D1,17/09/11,Kaiserslautern,Mainz,3,1,1,1,150,240,170,-108,-118,0
D1,17/09/11,Leverkusen,FC Koln,1,4,0,1,-250,360,650,-192,138,-1.25
D1,17/09/11,Nurnberg,Werder Bremen,1,1,0,1,163,250,150,-149,113,0
D1,18/09/11,Hannover,Dortmund,2,1,0,0,320,250,-118,-110,-116,0.5
D1,18/09/11,Schalke 04,Bayern Munich,0,2,0,1,400,280,-149,-182,132,0.75
D1,23/09/11,Stuttgart,Hamburg,1,2,1,0,-175,300,450,-179,134,-1
D1,24/09/11,Augsburg,Hannover,0,0,0,0,188,240,138,-119,-106,0.25
D1,24/09/11,Bayern Munich,Leverkusen,3,0,2,0,-303,400,800,-222,160,-1.5
D1,24/09/11,Mainz,Dortmund,1,2,1,0,275,260,-110,-115,-111,0.5
D1,24/09/11,M'gladbach,Nurnberg,1,0,0,0,110,240,240,-106,-119,-0.25
D1,24/09/11,Schalke 04,Freiburg,4,2,1,1,-278,375,750,-196,144,-1.5
D1,24/09/11,Wolfsburg,Kaiserslautern,1,0,0,0,-120,275,300,-149,116,-0.5
D1,25/09/11,FC Koln,Hoffenheim,2,0,1,0,200,240,130,-141,109,0.25
D1,25/09/11,Werder Bremen,Hertha,2,1,1,1,-120,250,333,-169,125,-0.5
D1,30/09/11,Kaiserslautern,Stuttgart,0,2,0,0,188,240,138,-119,-105,0.25
D1,01/10/11,Dortmund,Augsburg,4,0,2,0,-400,450,1100,-200,146,-1.75
