Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
D1,26/08/16,Bayern Munich,Werder Bremen,6,0,2,0,-1000,900,2200,-400,294,-2.5
D1,27/08/16,Augsburg,Wolfsburg,0,2,0,1,180,225,160,-104,-122,0
D1,27/08/16,Dortmund,Mainz,2,1,1,0,-278,400,750,-172,132,-1.5
D1,27/08/16,Ein Frankfurt,Schalke 04,1,0,1,0,240,230,120,-125,-102,0.25
D1,27/08/16,FC Koln,Darmstadt,2,0,1,0,-125,250,375,120,-156,-1
D1,27/08/16,Hamburg,Ingolstadt,1,1,1,0,120,220,250,133,-172,-0.25
D1,27/08/16,M'gladbach,Leverkusen,2,1,1,0,130,240,210,-135,107,-0.25
D1,28/08/16,Hertha,Freiburg,2,1,0,0,115,230,250,124,-161,-0.25
D1,28/08/16,Hoffenheim,RB Leipzig,2,2,0,0,150,225,190,-118,-109,-0.25
D1,09/09/16,Schalke 04,Bayern Munich,0,2,0,0,900,450,-333,-182,138,1.5
D1,10/09/16,Darmstadt,Ein Frankfurt,1,0,0,0,200,230,140,109,-137,0.25
D1,10/09/16,Freiburg,M'gladbach,3,1,0,1,260,260,100,-147,117,0.5
D1,10/09/16,Ingolstadt,Hertha,0,2,0,1,140,210,220,147,-189,-0.25
D1,10/09/16,Leverkusen,Hamburg,3,1,0,0,-222,350,600,-139,109,-1
D1,10/09/16,RB Leipzig,Dortmund,1,0,0,0,425,320,-161,-175,136,1
D1,10/09/16,Wolfsburg,FC Koln,0,0,0,0,-118,275,320,-132,104,-0.5
D1,11/09/16,Mainz,Hoffenheim,4,4,4,1,100,250,275,-152,118,-0.5
D1,11/09/16,Werder Bremen,Augsburg,1,2,1,0,130,240,210,-141,111,-0.25
D1,16/09/16,FC Koln,Freiburg,3,0,3,0,-125,260,350,-120,-104,-0.75
D1,17/09/16,Bayern Munich,Ingolstadt,3,1,1,1,-1429,1100,3300,-208,164,-2.5
D1,17/09/16,Dortmund,Darmstadt,6,0,1,0,-769,800,2000,-278,203,-2.5
D1,17/09/16,Ein Frankfurt,Leverkusen,2,1,0,0,300,250,-105,-123,-102,0.5
D1,17/09/16,Hamburg,RB Leipzig,0,4,0,0,175,225,163,102,-128,0
D1,17/09/16,Hoffenheim,Wolfsburg,0,0,0,0,210,260,125,-161,124,0.25
D1,17/09/16,M'gladbach,Werder Bremen,4,1,4,0,-227,350,650,-244,179,-1
D1,18/09/16,Augsburg,Mainz,1,3,0,1,138,240,200,-116,-109,-0.25
D1,18/09/16,Hertha,Schalke 04,2,0,0,0,150,240,180,109,-137,0
D1,20/09/16,Darmstadt,Hoffenheim,1,1,0,0,250,250,110,-133,105,0.25
D1,20/09/16,Freiburg,Hamburg,1,0,0,0,130,240,210,-119,-106,-0.25
D1,20/09/16,Ingolstadt,Ein Frankfurt,0,2,0,1,125,225,240,121,-154,-0.25
