Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
D1,22/08/14,Bayern Munich,Wolfsburg,2,1,1,0,-400,500,900,-263,200,-2
D1,23/08/14,Dortmund,Leverkusen,0,2,0,1,-175,333,400,-182,139,-1
D1,23/08/14,Ein Frankfurt,Freiburg,1,0,1,0,105,240,260,-127,101,-0.5
D1,23/08/14,FC Koln,Hamburg,0,0,0,0,100,250,260,-125,100,0
D1,23/08/14,Hannover,Schalke 04,2,1,0,0,190,250,130,-145,115,0.25
D1,23/08/14,Hertha,Werder Bremen,2,2,1,0,-105,250,275,-112,-112,-0.5
D1,23/08/14,Hoffenheim,Augsburg,2,0,2,0,-110,260,280,-164,128,-0.5
D1,24/08/14,M'gladbach,Stuttgart,1,1,0,0,-105,250,275,-132,104,-0.5
D1,24/08/14,Paderborn,Mainz,2,2,1,1,210,240,125,-105,-118,0
D1,29/08/14,Augsburg,Dortmund,2,3,0,2,350,275,-137,-141,112,1
D1,30/08/14,Hamburg,Paderborn,0,3,0,1,-149,280,400,-135,107,-0.75
D1,30/08/14,Leverkusen,Hertha,4,2,0,1,-227,350,550,-154,121,-1.25
D1,30/08/14,Schalke 04,Bayern Munich,1,1,0,1,500,375,-227,-192,147,1
D1,30/08/14,Stuttgart,FC Koln,0,2,0,2,100,250,260,-109,-116,-0.5
D1,30/08/14,Werder Bremen,Hoffenheim,1,1,0,1,220,250,115,-179,138,0.25
D1,30/08/14,Wolfsburg,Ein Frankfurt,2,2,1,1,-175,333,400,-192,147,-1
D1,31/08/14,Freiburg,M'gladbach,0,0,0,0,188,240,138,-130,102,0
D1,31/08/14,Mainz,Hannover,0,0,0,0,120,230,230,-130,102,-0.25
D1,12/09/14,Leverkusen,Werder Bremen,3,3,1,1,-333,450,800,-227,172,-1.5
D1,13/09/14,Bayern Munich,Stuttgart,2,0,1,0,-588,650,1400,-313,226,-2.5
D1,13/09/14,Dortmund,Freiburg,3,1,2,0,-400,500,900,-256,190,-1.75
D1,13/09/14,Hertha,Mainz,1,3,0,1,125,230,220,-101,-123,-0.25
D1,13/09/14,Hoffenheim,Wolfsburg,1,1,0,0,140,250,175,-208,159,0
D1,13/09/14,M'gladbach,Schalke 04,4,1,1,0,140,240,180,-137,108,0
D1,13/09/14,Paderborn,FC Koln,0,0,0,0,190,220,145,104,-132,0
D1,14/09/14,Ein Frankfurt,Augsburg,0,1,0,0,125,230,220,-122,-104,-0.25
D1,14/09/14,Hannover,Hamburg,2,0,2,0,120,240,220,-141,111,-0.25
D1,19/09/14,Freiburg,Hertha,2,2,1,1,150,230,180,100,-125,0
D1,20/09/14,Augsburg,Werder Bremen,4,2,2,1,-110,260,280,-139,110,-0.5
D1,20/09/14,Hamburg,Bayern Munich,0,0,0,0,900,500,-400,-217,164,1.5
D1,20/09/14,Mainz,Dortmund,2,0,0,0,400,333,-175,-159,125,1
D1,20/09/14,Paderborn,Hannover,2,0,0,0,180,225,150,-118,-106,0
D1,20/09/14,Schalke 04,Ein Frankfurt,2,2,1,2,-137,280,350,-167,130,-1
D1,20/09/14,Stuttgart,Hoffenheim,0,2,0,1,150,240,170,-161,125,0
D1,21/09/14,FC Koln,M'gladbach,0,0,0,0,175,230,150,104,-133,0
D1,21/09/14,Wolfsburg,Leverkusen,4,1,2,1,180,250,140,-185,143,0
D1,23/09/14,Bayern Munich,Paderborn,4,0,2,0,-909,800,2000,-270,196,-2.5
D1,23/09/14,Ein Frankfurt,Mainz,2,2,1,2,138,230,190,-116,-108,-0.25
D1,23/09/14,Hoffenheim,Freiburg,3,3,1,2,-161,300,425,-161,127,-1
D1,23/09/14,Werder Bremen,Schalke 04,0,3,0,0,180,240,140,-164,129,0.25
D1,24/09/14,Dortmund,Stuttgart,2,2,0,0,-278,400,650,-217,164,-1.5
D1,24/09/14,Hannover,FC Koln,1,0,1,0,115,240,225,100,-125,-0.25
D1,24/09/14,Hertha,Wolfsburg,1,0,1,0,200,250,125,-127,101,0.25
D1,24/09/14,Leverkusen,Augsburg,1,0,1,0,-175,320,425,-204,156,-1
D1,24/09/14,M'gladbach,Hamburg,1,0,1,0,-154,300,375,-154,121,-0.75
D1,26/09/14,Mainz,Hoffenheim,0,0,0,0,140,240,180,-154,122,-0.25
D1,27/09/14,FC Koln,Bayern Munich,0,2,0,1,650,400,-278,-152,119,1.5
D1,27/09/14,Freiburg,Leverkusen,0,0,0,0,320,275,-125,-156,124,0.75
D1,27/09/14,Paderborn,M'gladbach,1,2,0,2,230,250,110,-118,-106,0.5
D1,27/09/14,Schalke 04,Dortmund,2,1,2,1,240,260,105,-172,132,0.5
D1,27/09/14,Stuttgart,Hannover,1,0,0,0,-105,250,260,-125,-101,-0.5
D1,27/09/14,Wolfsburg,Werder Bremen,2,1,1,1,-200,333,500,-238,178,-1
D1,28/09/14,Augsburg,Hertha,1,0,1,0,105,250,240,-105,-118,-0.5
D1,28/09/14,Hamburg,Ein Frankfurt,1,2,0,1,105,250,240,-139,110,-0.25
D1,03/10/14,Hertha,Stuttgart,3,2,1,1,125,240,210,105,-132,0
D1,04/10/14,Bayern Munich,Hannover,4,0,3,0,-769,750,1600,-303,222,-2.5
D1,04/10/14,Dortmund,Hamburg,0,1,0,1,-303,425,700,-222,167,-1.5
D1,04/10/14,Ein Frankfurt,FC Koln,3,2,1,1,130,220,220,107,-135,0
D1,04/10/14,Hoffenheim,Schalke 04,2,1,2,0,130,260,188,-182,140,0
D1,04/10/14,Leverkusen,Paderborn,2,2,1,1,-303,425,700,-213,161,-1.5
D1,04/10/14,Werder Bremen,Freiburg,1,1,1,1,138,240,188,-149,116,0
D1,05/10/14,M'gladbach,Mainz,1,1,1,1,-118,260,300,-128,101,-0.5
D1,05/10/14,Wolfsburg,Augsburg,1,0,0,0,-143,280,375,-147,116,-0.75
D1,18/10/14,Bayern Munich,Werder Bremen,6,0,4,0,-1000,1000,1600,-385,272,-2.5
D1,18/10/14,FC Koln,Dortmund,2,1,1,0,400,300,-161,-128,103,1
D1,18/10/14,Freiburg,Wolfsburg,1,2,0,1,250,250,100,-132,105,0.5
D1,18/10/14,Hannover,M'gladbach,0,3,0,1,210,240,125,-123,-102,0
D1,18/10/14,Mainz,Augsburg,2,1,2,0,130,240,200,101,-127,-0.25
D1,18/10/14,Schalke 04,Hertha,2,0,1,0,-149,280,400,-137,108,-0.75
D1,18/10/14,Stuttgart,Leverkusen,3,3,0,3,240,250,105,-143,112,0.5
D1,19/10/14,Hamburg,Hoffenheim,1,1,1,1,140,240,180,-156,123,0
D1,19/10/14,Paderborn,Ein Frankfurt,3,1,0,0,150,240,170,-130,103,0
D1,24/10/14,Werder Bremen,FC Koln,0,1,0,0,155,240,163,-122,-102,0
D1,25/10/14,Augsburg,Freiburg,2,0,1,0,-120,260,320,-110,-112,-0.5
D1,25/10/14,Dortmund,Hannover,0,1,0,0,-455,550,1000,-233,175,-2
D1,25/10/14,Ein Frankfurt,Stuttgart,4,5,1,2,125,240,200,-156,123,0
D1,25/10/14,Hertha,Hamburg,3,0,0,0,120,240,220,-102,-122,-0.25
D1,25/10/14,Hoffenheim,Paderborn,1,0,0,0,-161,333,375,-179,138,-1
