Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
D1,22/08/2025,19:30,Bayern Munich,RB Leipzig,6,0,3,0,-455,600,800,-400,300,-2
D1,23/08/2025,14:30,Ein Frankfurt,Werder Bremen,4,1,2,0,-143,310,350,-175,138,-1
D1,23/08/2025,14:30,Freiburg,Augsburg,1,3,0,3,-118,260,333,-108,-108,-0.5
D1,23/08/2025,14:30,Heidenheim,Wolfsburg,1,3,1,1,220,250,120,-149,120,0
D1,23/08/2025,14:30,Leverkusen,Hoffenheim,1,2,1,1,-189,375,425,-200,163,-0.75
D1,23/08/2025,14:30,Union Berlin,Stuttgart,2,1,2,0,240,270,105,-149,120,0.5
D1,23/08/2025,17:30,St Pauli,Dortmund,3,3,0,1,350,290,-133,-120,103,0.5
D1,24/08/2025,14:30,Mainz,FC Koln,0,1,0,0,-111,270,300,-120,103,-0.5
D1,24/08/2025,16:30,M'gladbach,Hamburg,0,0,0,0,-118,290,290,-189,150,-0.5
D1,29/08/2025,19:30,Hamburg,St Pauli,0,2,0,1,140,230,200,100,-125,-0.25
D1,30/08/2025,14:30,Hoffenheim,Ein Frankfurt,1,3,0,2,188,275,125,-200,163,0
D1,30/08/2025,14:30,RB Leipzig,Heidenheim,2,0,0,0,-227,400,525,-200,163,-1.25
D1,30/08/2025,14:30,Stuttgart,M'gladbach,1,0,0,0,-167,350,375,-250,200,-1
D1,30/08/2025,14:30,Werder Bremen,Leverkusen,3,3,1,2,270,280,-110,-175,138,0.5
D1,30/08/2025,17:30,Augsburg,Bayern Munich,2,3,0,2,800,550,-370,-303,240,1.75
D1,31/08/2025,14:30,Wolfsburg,Mainz,1,1,1,0,100,260,250,-137,110,-0.25
D1,31/08/2025,16:30,Dortmund,Union Berlin,3,0,1,0,-250,425,550,-200,163,-1.25
D1,31/08/2025,18:30,FC Koln,Freiburg,4,1,1,0,155,230,180,103,-120,0
D1,12/09/2025,19:30,Leverkusen,Ein Frankfurt,3,1,2,0,110,280,220,-227,175,-0.25
D1,13/09/2025,14:30,Freiburg,Stuttgart,3,1,0,1,190,260,135,-175,138,0
D1,13/09/2025,14:30,Heidenheim,Dortmund,0,2,0,2,450,350,-182,-200,163,1
D1,13/09/2025,14:30,Mainz,RB Leipzig,0,1,0,1,155,260,163,-149,120,-0.25
D1,13/09/2025,14:30,Union Berlin,Hoffenheim,2,4,0,2,160,240,170,-114,-102,0
D1,13/09/2025,14:30,Wolfsburg,FC Koln,3,3,1,1,-105,250,290,-125,100,-0.5
D1,13/09/2025,17:30,Bayern Munich,Hamburg,5,0,4,0,-1667,1100,2500,-455,333,-3
D1,14/09/2025,14:30,St Pauli,Augsburg,2,1,1,1,120,240,230,110,-137,-0.25
D1,14/09/2025,16:30,M'gladbach,Werder Bremen,0,4,0,2,-105,290,240,-200,163,-0.25
D1,19/09/2025,19:30,Stuttgart,St Pauli,2,0,1,0,-133,310,320,-137,110,-0.5
D1,20/09/2025,14:30,Augsburg,Mainz,1,4,0,2,170,240,160,-108,-108,0
D1,20/09/2025,14:30,Hamburg,Heidenheim,2,1,1,0,105,260,250,-125,100,-0.75
D1,20/09/2025,14:30,Hoffenheim,Bayern Munich,1,4,0,1,600,500,-303,-345,275,1.5
D1,20/09/2025,14:30,Werder Bremen,Freiburg,0,3,0,1,138,260,180,-161,130,-0.25
D1,20/09/2025,17:30,RB Leipzig,FC Koln,3,1,3,1,-154,333,350,-189,150,-0.5
