Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
D1,13/01/18,Stuttgart,Hertha,1,0,0,0,114,229,260,110,-137,-0.25
D1,13/01/18,Werder Bremen,Hoffenheim,1,1,0,1,160,239,175,-145,116,-0.25
D1,14/01/18,Dortmund,Wolfsburg,0,0,0,0,-256,400,650,-208,158,-1
D1,14/01/18,FC Koln,M'gladbach,2,1,1,0,229,250,114,-137,110,0.25
D1,19/01/18,Hertha,Dortmund,1,1,0,0,229,239,120,-104,-116,0.25
D1,20/01/18,Freiburg,RB Leipzig,2,1,0,0,250,250,110,-130,106,0.25
D1,20/01/18,Hamburg,FC Koln,0,2,0,1,120,229,239,111,-137,-0.25
D1,20/01/18,Hoffenheim,Leverkusen,1,4,0,1,187,260,137,-175,139,0.25
D1,20/01/18,Mainz,Stuttgart,3,2,1,1,160,220,187,106,-132,-0.25
D1,20/01/18,M'gladbach,Augsburg,2,0,1,0,110,260,239,-135,110,-0.25
D1,20/01/18,Wolfsburg,Ein Frankfurt,1,3,0,2,120,220,260,105,-128,-0.25
D1,21/01/18,Bayern Munich,Werder Bremen,4,2,1,1,-833,900,1600,-370,271,-2.5
D1,21/01/18,Schalke 04,Hannover,1,1,1,0,-175,279,550,-132,105,-1
D1,26/01/18,Ein Frankfurt,M'gladbach,2,0,1,0,145,239,189,-111,-110,-0.25
D1,27/01/18,Bayern Munich,Hoffenheim,5,2,2,2,-526,600,1200,-323,242,-2
D1,27/01/18,Dortmund,Freiburg,2,2,1,1,-256,400,650,-200,156,-1.25
D1,27/01/18,FC Koln,Augsburg,1,1,1,0,179,225,160,106,-132,0.25
D1,27/01/18,RB Leipzig,Hamburg,1,1,1,1,-200,320,600,-130,105,-1
D1,27/01/18,Stuttgart,Schalke 04,0,2,0,2,189,225,150,108,-133,0.25
D1,27/01/18,Werder Bremen,Hertha,0,0,0,0,120,239,229,102,-125,-0.25
D1,28/01/18,Hannover,Wolfsburg,0,1,0,0,129,239,210,-119,-103,-0.25
D1,28/01/18,Leverkusen,Mainz,2,0,0,0,-256,400,650,-208,162,-1
D1,02/02/18,FC Koln,Dortmund,2,3,0,1,400,279,-143,-112,-109,1
D1,03/02/18,Freiburg,Leverkusen,0,0,0,0,300,279,-118,-156,125,0.5
D1,03/02/18,Hertha,Hoffenheim,1,1,0,1,162,229,175,-106,-115,0.25
D1,03/02/18,Mainz,Bayern Munich,0,2,0,2,900,425,-333,-204,158,1.5
D1,03/02/18,M'gladbach,RB Leipzig,0,1,0,0,150,239,179,-156,125,-0.25
D1,03/02/18,Schalke 04,Werder Bremen,1,2,1,0,-133,279,375,-118,-105,-0.75
D1,03/02/18,Wolfsburg,Stuttgart,1,1,1,0,125,229,229,107,-133,-0.25
D1,04/02/18,Augsburg,Ein Frankfurt,3,0,1,0,135,229,210,115,-143,-0.25
D1,04/02/18,Hamburg,Hannover,1,1,0,1,125,229,229,117,-147,-0.25
D1,09/02/18,RB Leipzig,Augsburg,2,0,1,0,-143,279,400,-122,-101,-0.75
D1,10/02/18,Bayern Munich,Schalke 04,2,1,2,1,-357,500,850,-196,154,-1.75
D1,10/02/18,Dortmund,Hamburg,2,0,0,0,-303,425,800,-169,134,-1.25
D1,10/02/18,Ein Frankfurt,FC Koln,4,2,1,0,-111,250,320,104,-128,-0.75
D1,10/02/18,Hannover,Freiburg,2,1,1,0,110,250,250,-111,-111,-0.25
D1,10/02/18,Hoffenheim,Mainz,4,2,1,1,-164,300,425,-159,127,-1
D1,10/02/18,Leverkusen,Hertha,0,2,0,1,-189,333,500,-159,126,-1
D1,11/02/18,Stuttgart,M'gladbach,1,0,1,0,150,239,179,-122,-101,-0.25
D1,11/02/18,Werder Bremen,Wolfsburg,3,1,2,0,114,239,239,-106,-116,-0.25
D1,16/02/18,Hertha,Mainz,0,2,0,1,100,239,300,107,-132,-0.25
D1,17/02/18,FC Koln,Hannover,1,1,1,1,129,239,210,-125,102,-0.25
D1,17/02/18,Freiburg,Werder Bremen,1,0,1,0,150,229,189,-110,-112,-0.25
D1,17/02/18,Hamburg,Leverkusen,1,2,0,1,279,250,100,-104,-118,0.25
D1,17/02/18,Schalke 04,Hoffenheim,2,1,2,0,110,250,250,-135,110,-0.25
D1,17/02/18,Wolfsburg,Bayern Munich,1,2,1,0,750,400,-278,-175,138,1.5
D1,18/02/18,Augsburg,Stuttgart,0,1,0,1,104,239,275,-104,-119,-0.25
D1,18/02/18,M'gladbach,Dortmund,0,1,0,1,200,260,129,-169,134,0.25
D1,19/02/18,Ein Frankfurt,RB Leipzig,2,1,2,1,150,239,179,-115,-108,-0.25
D1,23/02/18,Mainz,Wolfsburg,1,1,1,1,114,239,250,110,-137,-0.25
D1,24/02/18,Bayern Munich,Hertha,0,0,0,0,-625,650,1600,-238,-133,-2
D1,24/02/18,Hannover,M'gladbach,0,1,0,0,162,239,170,-130,104,-0.25
D1,24/02/18,Hoffenheim,Freiburg,1,1,0,0,-152,320,375,-147,118,-1
D1,24/02/18,Stuttgart,Ein Frankfurt,1,0,1,0,137,220,225,120,-149,-0.25
D1,24/02/18,Werder Bremen,Hamburg,1,0,0,0,-120,260,350,105,-130,-0.75
D1,25/02/18,Leverkusen,Schalke 04,0,2,0,1,-111,260,300,-135,108,-0.75
D1,25/02/18,RB Leipzig,FC Koln,1,2,1,0,-182,300,550,-141,113,-1
D1,26/02/18,Dortmund,Augsburg,1,1,1,0,-227,350,600,-156,125,-1
D1,02/03/18,M'gladbach,Werder Bremen,2,2,2,0,-105,250,300,-127,102,-0.5
D1,03/03/18,Augsburg,Hoffenheim,0,2,0,1,189,239,145,-105,-116,0.25
D1,03/03/18,Ein Frankfurt,Hannover,1,0,1,0,-133,260,400,-110,-112,-0.75
D1,03/03/18,Hamburg,Mainz,0,0,0,0,125,229,239,133,-167,-0.25
D1,03/03/18,RB Leipzig,Dortmund,1,1,1,1,139,250,187,-154,123,-0.25
D1,03/03/18,Schalke 04,Hertha,1,0,1,0,-152,260,500,109,-135,-0.75
D1,03/03/18,Wolfsburg,Leverkusen,1,2,0,1,229,239,120,-120,-102,0.25
D1,04/03/18,FC Koln,Stuttgart,2,3,1,2,145,225,200,103,-127,-0.25
D1,04/03/18,Freiburg,Bayern Munich,0,4,0,2,900,450,-333,-169,133,1.5
D1,09/03/18,Mainz,Schalke 04,0,1,0,0,260,229,110,113,-141,0.25
D1,10/03/18,Bayern Munich,Hamburg,6,0,3,0,-833,800,2000,-263,201,-2.25
D1,10/03/18,Hannover,Augsburg,1,3,1,2,114,239,239,106,-132,-0.25
D1,10/03/18,Hertha,Freiburg,0,0,0,0,110,225,279,124,-156,-0.25
D1,10/03/18,Hoffenheim,Wolfsburg,3,0,1,0,-152,300,400,-125,101,-0.75
D1,10/03/18,Leverkusen,M'gladbach,2,0,1,0,-143,289,400,-156,125,-0.75
D1,11/03/18,Dortmund,Ein Frankfurt,3,2,1,0,-133,260,400,-133,108,-0.75
D1,11/03/18,Stuttgart,RB Leipzig,0,0,0,0,162,239,162,102,-125,0.25
D1,12/03/18,Werder Bremen,FC Koln,3,1,1,0,-120,275,320,-135,109,-0.75
D1,16/03/18,Freiburg,Stuttgart,1,2,0,1,162,220,179,140,-179,0
D1,17/03/18,Augsburg,Werder Bremen,1,3,0,2,150,210,210,-101,-122,-0.25
D1,17/03/18,Ein Frankfurt,Mainz,3,0,3,0,-164,279,500,102,-125,-0.75
D1,17/03/18,Hamburg,Hertha,1,2,1,0,154,200,200,151,-192,-0.25
D1,17/03/18,M'gladbach,Hoffenheim,3,3,1,1,175,239,154,-149,119,0
D1,17/03/18,Wolfsburg,Schalke 04,0,1,0,0,250,225,120,121,-152,0.25
D1,18/03/18,Dortmund,Hannover,1,0,1,0,-227,375,600,-204,159,-1.25
D1,18/03/18,FC Koln,Leverkusen,2,0,1,0,400,275,-139,-156,124,0.75
D1,18/03/18,RB Leipzig,Bayern Munich,2,1,1,1,400,333,-167,-179,140,1
D1,31/03/18,Bayern Munich,Dortmund,6,0,5,0,-278,400,700,-233,176,-1.25
D1,31/03/18,Hannover,RB Leipzig,2,3,0,1,289,260,-105,-139,111,0.5
D1,31/03/18,Hertha,Wolfsburg,0,0,0,0,104,229,260,131,-167,-0.25
D1,31/03/18,Hoffenheim,FC Koln,6,0,1,0,-189,350,475,-204,159,-1
D1,31/03/18,Leverkusen,Augsburg,0,0,0,0,-227,350,550,-156,123,-1
D1,31/03/18,Schalke 04,Freiburg,2,0,0,0,-182,279,550,113,-141,-1
D1,31/03/18,Stuttgart,Hamburg,1,1,1,1,-139,260,375,115,-143,-1
D1,01/04/18,Mainz,M'gladbach,0,0,0,0,145,239,175,-110,-112,0
D1,01/04/18,Werder Bremen,Ein Frankfurt,2,1,1,0,137,225,200,102,-127,-0.25
D1,06/04/18,Hannover,Werder Bremen,2,1,2,0,189,250,137,-137,111,0.25
D1,07/04/18,Augsburg,Bayern Munich,1,4,1,2,550,333,-200,-143,115,1
D1,07/04/18,FC Koln,Mainz,1,1,1,0,100,250,275,-115,-108,-0.25
D1,07/04/18,Freiburg,Wolfsburg,0,2,0,1,150,210,210,141,-179,-0.25
D1,07/04/18,Hamburg,Schalke 04,3,2,1,1,333,239,-111,137,-172,0.5
D1,07/04/18,M'gladbach,Hertha,2,1,0,1,-143,250,475,-101,-122,-0.5
D1,08/04/18,Dortmund,Stuttgart,3,0,1,0,-164,300,450,-147,118,-1
D1,08/04/18,Ein Frankfurt,Hoffenheim,1,1,0,0,139,239,200,-125,102,0
D1,09/04/18,RB Leipzig,Leverkusen,1,4,1,1,129,250,200,-147,118,-0.25
D1,13/04/18,Wolfsburg,Augsburg,0,0,0,0,114,229,260,118,-147,-0.25
D1,14/04/18,Bayern Munich,M'gladbach,5,1,2,1,-303,475,700,-250,192,-1.5
D1,14/04/18,Hertha,FC Koln,2,1,0,1,-105,260,279,-110,-114,-0.5
D1,14/04/18,Hoffenheim,Hamburg,2,0,2,0,-200,333,550,-167,131,-1
D1,14/04/18,Leverkusen,Ein Frankfurt,4,1,1,1,-125,279,333,-122,-102,-0.75
D1,14/04/18,Stuttgart,Hannover,1,1,0,0,-111,260,300,-109,-114,-0.5
D1,15/04/18,Schalke 04,Dortmund,2,0,0,0,154,239,170,-115,-108,0
D1,15/04/18,Werder Bremen,RB Leipzig,1,1,1,0,179,250,145,-141,112,0
D1,16/04/18,Mainz,Freiburg,2,0,1,0,129,229,220,129,-164,-0.25
D1,20/04/18,M'gladbach,Wolfsburg,3,0,3,0,-125,279,350,-116,-106,-0.75
D1,21/04/18,Dortmund,Leverkusen,4,0,1,0,129,250,200,-167,132,-0.25
D1,21/04/18,Ein Frankfurt,Hertha,0,3,0,0,-105,239,320,106,-133,-0.5
D1,21/04/18,Hamburg,Freiburg,1,0,0,0,104,239,275,123,-156,-0.25
D1,21/04/18,Hannover,Bayern Munich,0,3,0,0,525,359,-227,-222,169,1.25
D1,21/04/18,RB Leipzig,Hoffenheim,2,5,0,3,104,275,239,-244,186,-0.25
D1,21/04/18,Stuttgart,Werder Bremen,2,0,1,0,139,229,200,100,-125,-0.25
D1,22/04/18,Augsburg,Mainz,2,0,1,0,120,229,239,116,-145,-0.25
D1,22/04/18,FC Koln,Schalke 04,2,2,1,2,275,250,100,-118,-105,0.5
D1,27/04/18,Hoffenheim,Hannover,3,1,1,1,-357,500,850,-286,218,-1.75
D1,28/04/18,Bayern Munich,Ein Frankfurt,4,1,1,0,-167,333,425,-156,124,-0.75
D1,28/04/18,Freiburg,FC Koln,3,2,1,0,110,239,260,103,-130,-0.25
D1,28/04/18,Hertha,Augsburg,2,2,0,1,104,225,279,101,-125,-0.25
D1,28/04/18,Leverkusen,Stuttgart,0,1,0,0,-256,375,700,-185,144,-1.25
D1,28/04/18,Schalke 04,M'gladbach,1,1,1,1,-118,260,320,-119,-104,-0.5
D1,28/04/18,Wolfsburg,Hamburg,1,3,0,2,120,239,229,120,-152,-0.25
D1,29/04/18,Mainz,RB Leipzig,3,0,1,0,275,239,104,-123,100,0.25
D1,29/04/18,Werder Bremen,Dortmund,1,1,1,1,279,275,-111,-175,138,0.5
D1,05/05/18,Augsburg,Schalke 04,1,2,1,2,260,229,110,107,-133,0.25
D1,05/05/18,Dortmund,Mainz,1,2,1,2,-333,450,900,-233,176,-1.5
D1,05/05/18,Ein Frankfurt,Hamburg,3,0,1,0,-105,250,300,-135,108,-0.5
D1,05/05/18,FC Koln,Bayern Munich,1,3,1,0,1000,550,-400,-385,276,2
D1,05/05/18,Hannover,Hertha,3,1,3,0,170,239,162,-108,-115,0
D1,05/05/18,M'gladbach,Freiburg,3,1,1,0,-125,260,375,-137,109,-0.75
D1,05/05/18,RB Leipzig,Wolfsburg,4,1,2,0,-164,300,450,-159,126,-0.75
D1,05/05/18,Stuttgart,Hoffenheim,2,0,1,0,210,275,114,-179,141,0.25
