Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
SP1,13/08/2021,20:00,Valencia,Getafe,1,0,1,0,155,200,210,162,-200,-0.25
SP1,14/08/2021,18:30,Cadiz,Levante,1,1,0,1,180,225,160,110,-139,0.25
SP1,14/08/2021,18:30,Mallorca,Betis,1,1,1,0,230,240,120,100,-125,0
SP1,14/08/2021,21:00,Alaves,Real Madrid,1,4,0,0,600,375,-227,-125,100,1
SP1,14/08/2021,21:00,Osasuna,Espanol,0,0,0,0,125,220,240,130,-164,0
SP1,15/08/2021,16:30,Celta,Ath Madrid,1,2,0,1,320,240,-111,120,-152,0.25
SP1,15/08/2021,19:00,Barcelona,Sociedad,4,2,2,0,-139,300,350,-175,137,-0.75
SP1,15/08/2021,21:15,Sevilla,Vallecano,3,0,1,0,-227,320,700,-101,-106,-1.25
SP1,16/08/2021,19:00,Villarreal,Granada,0,0,0,0,-189,320,550,-112,104,-1
SP1,16/08/2021,21:00,Elche,Ath Bilbao,0,0,0,0,280,230,105,137,-175,0.25
SP1,20/08/2021,20:00,Betis,Cadiz,1,1,1,1,-200,320,600,-111,-111,-1
SP1,21/08/2021,16:00,Alaves,Mallorca,0,1,0,0,125,220,240,150,-189,-0.25
SP1,21/08/2021,18:30,Espanol,Villarreal,0,0,0,0,210,240,130,120,-152,0
SP1,21/08/2021,18:30,Granada,Valencia,1,1,1,0,145,240,187,130,-164,0
SP1,21/08/2021,21:00,Ath Bilbao,Barcelona,1,1,0,0,300,275,-118,-125,100,0.75
SP1,22/08/2021,16:00,Sociedad,Vallecano,1,0,0,0,-227,333,650,-125,100,-1.25
SP1,22/08/2021,18:30,Ath Madrid,Elche,1,0,1,0,-455,475,1600,-111,-111,-1.5
SP1,22/08/2021,21:00,Levante,Real Madrid,3,3,0,1,400,333,-167,-164,130,1
SP1,23/08/2021,19:00,Getafe,Sevilla,0,1,0,0,250,220,120,150,-189,0.25
SP1,23/08/2021,21:00,Osasuna,Celta,0,0,0,0,162,225,175,120,-152,0
SP1,27/08/2021,19:00,Mallorca,Espanol,1,0,1,0,160,190,210,175,-227,0
SP1,27/08/2021,21:15,Valencia,Alaves,3,0,2,0,-133,260,375,120,-152,-0.75
SP1,28/08/2021,16:00,Celta,Ath Bilbao,0,1,0,1,140,220,210,130,-164,-0.25
SP1,28/08/2021,18:30,Elche,Sevilla,1,1,1,1,400,260,-139,120,-152,0.75
SP1,28/08/2021,18:30,Sociedad,Levante,1,0,1,0,-189,320,500,-139,110,-1
SP1,28/08/2021,21:00,Betis,Real Madrid,0,1,0,0,320,280,-125,-152,120,0.5
SP1,29/08/2021,16:00,Barcelona,Getafe,2,1,2,1,-250,375,650,-139,110,-1.25
SP1,29/08/2021,18:30,Cadiz,Osasuna,2,3,1,0,220,200,145,150,-189,0.25
SP1,29/08/2021,18:30,Vallecano,Granada,4,0,3,0,155,220,187,130,-164,-0.25
SP1,29/08/2021,21:00,Ath Madrid,Villarreal,2,2,0,0,-133,240,425,120,-152,-0.75
SP1,11/09/2021,17:30,Levante,Vallecano,1,1,1,0,110,240,250,100,-125,-0.25
SP1,11/09/2021,20:00,Ath Bilbao,Mallorca,2,0,0,0,-139,260,425,130,-164,-0.75
SP1,12/09/2021,13:00,Espanol,Ath Madrid,1,2,1,0,333,230,-111,137,-175,0.5
SP1,12/09/2021,15:15,Osasuna,Valencia,1,4,1,1,140,220,210,130,-164,-0.25
SP1,12/09/2021,17:30,Cadiz,Sociedad,0,2,0,0,400,260,-133,110,-139,0.75
SP1,12/09/2021,20:00,Real Madrid,Celta,5,2,1,2,-278,425,700,-189,150,-1.25
SP1,13/09/2021,19:00,Getafe,Elche,0,1,0,0,-125,240,375,175,-227,-0.75
SP1,13/09/2021,21:00,Granada,Betis,1,2,0,1,210,225,137,110,-139,0.25
SP1,17/09/2021,20:00,Celta,Cadiz,1,2,0,2,-222,333,600,-111,-111,-1.25
SP1,18/09/2021,13:00,Vallecano,Getafe,3,0,1,0,137,190,240,162,-200,-0.25
SP1,18/09/2021,15:15,Ath Madrid,Ath Bilbao,0,0,0,0,-154,260,500,130,-164,-0.75
SP1,18/09/2021,17:30,Elche,Levante,1,1,1,0,140,210,220,130,-164,-0.25
SP1,18/09/2021,20:00,Alaves,Osasuna,0,2,0,2,210,200,155,150,-189,0.25
SP1,19/09/2021,13:00,Mallorca,Villarreal,0,0,0,0,250,200,130,137,-175,0.25
SP1,19/09/2021,15:15,Sociedad,Sevilla,0,0,0,0,155,220,187,120,-152,-0.25
SP1,19/09/2021,17:30,Betis,Espanol,2,2,2,1,100,220,320,130,-164,-0.5
SP1,19/09/2021,20:00,Valencia,Real Madrid,1,2,0,0,280,280,-111,-139,110,0.75
SP1,20/09/2021,20:00,Barcelona,Granada,1,1,0,1,-357,475,900,-200,162,-1.5
SP1,21/09/2021,18:30,Getafe,Ath Madrid,1,2,1,0,500,250,-152,162,-200,0.75
SP1,21/09/2021,21:00,Ath Bilbao,Vallecano,1,2,1,1,-118,250,333,150,-189,-0.75
SP1,21/09/2021,21:00,Levante,Celta,0,2,0,0,160,240,170,-111,-111,0.25
SP1,22/09/2021,18:30,Espanol,Alaves,1,0,0,0,-125,250,375,150,-189,-0.75
SP1,22/09/2021,18:30,Sevilla,Valencia,3,1,3,1,-164,280,500,100,-125,-1
SP1,22/09/2021,21:00,Real Madrid,Mallorca,6,1,3,1,-455,550,1100,-175,137,-2
SP1,22/09/2021,21:00,Villarreal,Elche,4,1,2,1,-200,320,550,110,-139,-1
SP1,23/09/2021,18:30,Granada,Sociedad,2,3,1,0,320,240,-111,100,-125,0.5
SP1,23/09/2021,18:30,Osasuna,Betis,1,3,1,1,137,225,200,110,-139,-0.25
SP1,23/09/2021,21:00,Cadiz,Barcelona,0,0,0,0,500,333,-200,-164,130,1
SP1,25/09/2021,13:00,Alaves,Ath Madrid,1,0,1,0,650,300,-200,120,-152,1
SP1,25/09/2021,15:15,Valencia,Ath Bilbao,1,1,0,0,160,220,180,130,-164,0
SP1,25/09/2021,17:30,Sevilla,Espanol,2,0,1,0,-175,280,550,120,-152,-1.25
SP1,25/09/2021,20:00,Real Madrid,Villarreal,0,0,0,0,-200,375,475,-175,137,-1.25
SP1,26/09/2021,13:00,Mallorca,Osasuna,2,3,2,1,170,220,175,150,-189,0
SP1,26/09/2021,15:15,Barcelona,Levante,3,0,2,0,-250,450,550,-200,162,-1.25
SP1,26/09/2021,17:30,Sociedad,Elche,1,0,0,0,-250,350,800,100,-125,-1
SP1,26/09/2021,17:30,Vallecano,Cadiz,3,1,2,1,-167,280,500,100,-125,-0.75
SP1,26/09/2021,20:00,Betis,Getafe,2,0,1,0,-133,260,375,130,-164,-0.75
SP1,27/09/2021,20:00,Celta,Granada,1,0,0,0,-164,300,450,-111,-111,-1
SP1,01/10/2021,20:00,Ath Bilbao,Alaves,1,0,1,0,-189,275,650,130,-164,-1
SP1,02/10/2021,13:00,Osasuna,Vallecano,1,0,0,0,115,240,240,110,-139,-0.25
SP1,02/10/2021,15:15,Mallorca,Levante,1,0,0,0,110,220,240,110,-139,-0.25
SP1,02/10/2021,17:30,Cadiz,Valencia,0,0,0,0,240,200,130,150,-189,0.25
SP1,02/10/2021,20:00,Ath Madrid,Barcelona,2,0,2,0,-111,250,300,100,-125,-0.5
SP1,03/10/2021,13:00,Elche,Celta,1,0,0,0,230,220,130,130,-164,0.25
SP1,03/10/2021,15:15,Espanol,Real Madrid,2,1,1,0,400,300,-152,-139,110,1
SP1,03/10/2021,17:30,Getafe,Sociedad,1,1,1,0,260,210,120,175,-227,0.25
SP1,03/10/2021,17:30,Villarreal,Betis,2,0,1,0,100,260,260,-111,-111,-0.5
SP1,03/10/2021,20:00,Granada,Sevilla,1,0,1,0,380,240,-139,120,-152,0.75
SP1,16/10/2021,17:30,Levante,Getafe,0,0,0,0,150,190,225,150,-189,-0.25
SP1,16/10/2021,20:00,Sociedad,Mallorca,1,0,0,0,-250,350,750,-111,-111,-1
SP1,17/10/2021,13:00,Vallecano,Elche,2,1,1,1,-125,250,375,130,-164,-0.5
SP1,17/10/2021,15:15,Celta,Sevilla,0,1,0,0,240,225,120,120,-152,0
SP1,17/10/2021,17:30,Villarreal,Osasuna,1,2,0,1,-152,275,425,-111,-111,-1
SP1,17/10/2021,20:00,Barcelona,Valencia,3,1,2,1,-200,333,550,-152,120,-1
SP1,18/10/2021,18:00,Alaves,Betis,0,1,0,0,250,230,115,110,-139,0.25
SP1,18/10/2021,20:00,Espanol,Cadiz,2,0,1,0,-152,260,475,130,-164,-0.75
SP1,22/10/2021,20:00,Osasuna,Granada,1,1,1,0,-139,250,425,120,-152,-0.75
SP1,23/10/2021,13:00,Valencia,Mallorca,2,2,0,2,-152,280,425,110,-139,-0.75
SP1,23/10/2021,15:15,Cadiz,Alaves,0,2,0,1,150,190,220,175,-227,-0.25
SP1,23/10/2021,17:30,Elche,Espanol,2,2,1,0,170,200,187,150,-189,0
SP1,23/10/2021,20:00,Ath Bilbao,Villarreal,2,1,1,1,145,200,220,120,-152,-0.25
SP1,24/10/2021,13:00,Sevilla,Levante,5,3,3,1,-227,320,700,100,-111,-1
SP1,24/10/2021,15:15,Barcelona,Real Madrid,1,2,0,1,175,260,145,-152,120,0
SP1,24/10/2021,17:30,Betis,Vallecano,3,2,2,1,-120,275,320,-125,100,-0.75
SP1,24/10/2021,20:00,Ath Madrid,Sociedad,2,2,0,1,-164,270,500,120,-152,-0.75
SP1,25/10/2021,20:00,Getafe,Celta,0,3,0,0,150,200,210,175,-227,0
SP1,26/10/2021,18:00,Alaves,Elche,1,0,0,0,130,200,250,175,-227,-0.25
SP1,26/10/2021,20:00,Espanol,Ath Bilbao,1,1,1,0,190,200,162,150,-189,0
SP1,26/10/2021,20:30,Villarreal,Cadiz,3,3,1,2,-333,450,850,-139,110,-1.5
