Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
SP1,19/08/16,La Coruna,Eibar,2,1,0,0,-105,240,320,134,-172,-0.5
SP1,19/08/16,Malaga,Osasuna,1,1,0,0,-161,275,500,131,-167,-1
SP1,20/08/16,Barcelona,Betis,6,2,3,1,-1250,1000,2800,-345,252,-2.5
SP1,20/08/16,Granada,Villarreal,1,1,0,0,150,220,200,133,-172,0
SP1,20/08/16,Sevilla,Espanol,6,4,3,3,-149,300,400,-135,107,-1
SP1,21/08/16,Ath Madrid,Alaves,1,1,0,0,-500,550,1600,-106,-118,-1.5
SP1,21/08/16,Sociedad,Real Madrid,0,3,0,2,375,280,-133,-137,109,1
SP1,21/08/16,Sp Gijon,Ath Bilbao,2,1,0,0,300,250,-105,115,-145,0.5
SP1,22/08/16,Celta,Leganes,0,1,0,0,-154,275,475,102,-130,-1
SP1,22/08/16,Valencia,Las Palmas,2,4,2,3,-137,275,400,-111,-114,-1
SP1,26/08/16,Betis,La Coruna,0,0,0,0,120,220,250,121,-156,-0.25
SP1,26/08/16,Espanol,Malaga,2,2,1,0,130,210,240,132,-169,-0.25
SP1,27/08/16,Eibar,Valencia,1,0,0,0,170,220,175,114,-145,0.25
SP1,27/08/16,Leganes,Ath Madrid,0,0,0,0,750,260,-189,149,-196,1
SP1,27/08/16,Osasuna,Sociedad,0,2,0,1,210,210,150,152,-200,0.25
SP1,27/08/16,Real Madrid,Celta,2,1,0,0,-556,600,1600,-313,227,-2
SP1,28/08/16,Alaves,Sp Gijon,0,0,0,0,115,220,275,144,-189,-0.25
SP1,28/08/16,Ath Bilbao,Barcelona,0,1,0,1,550,333,-200,-179,135,1
SP1,28/08/16,Las Palmas,Granada,5,1,1,1,-110,240,333,103,-132,-0.25
SP1,28/08/16,Villarreal,Sevilla,0,0,0,0,150,240,180,-120,-106,0
SP1,09/09/16,Sociedad,Espanol,1,1,0,0,105,240,275,104,-132,-0.75
SP1,10/09/16,Barcelona,Alaves,1,2,0,1,-1429,1100,3300,-385,274,-2.5
SP1,10/09/16,Celta,Ath Madrid,0,4,0,0,500,230,-137,150,-196,0.75
SP1,10/09/16,Malaga,Villarreal,0,2,0,2,130,210,230,146,-189,-0.25
SP1,10/09/16,Real Madrid,Osasuna,5,2,3,0,-2500,1400,3300,-500,330,-3
SP1,10/09/16,Sevilla,Las Palmas,2,1,0,1,-200,333,500,-200,154,-1
SP1,11/09/16,Granada,Eibar,1,2,0,1,115,225,250,-102,-123,-0.25
SP1,11/09/16,La Coruna,Ath Bilbao,0,1,0,1,260,225,115,132,-169,0.25
SP1,11/09/16,Sp Gijon,Leganes,2,1,2,0,125,220,240,141,-182,-0.25
SP1,11/09/16,Valencia,Betis,2,3,0,1,-154,320,400,-120,-104,-1
SP1,16/09/16,Betis,Granada,2,2,1,2,-137,275,400,-112,-111,-1
SP1,17/09/16,Ath Madrid,Sp Gijon,5,0,3,0,-556,550,2000,-110,-115,-1.75
SP1,17/09/16,Eibar,Sevilla,1,1,0,1,210,230,135,-122,-103,0.25
SP1,17/09/16,Las Palmas,Malaga,1,0,1,0,130,225,230,111,-139,-0.25
SP1,17/09/16,Leganes,Barcelona,1,5,0,3,1600,600,-556,-222,166,2
SP1,18/09/16,Ath Bilbao,Valencia,2,1,2,1,-118,260,333,-110,-115,-0.5
SP1,18/09/16,Espanol,Real Madrid,0,2,0,1,650,450,-278,-217,162,1.5
