Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
SP1,18/08/12,Celta,Malaga,0,1,0,0,125,225,220,102,-128,-0.25
SP1,18/08/12,Mallorca,Espanol,2,1,1,1,100,230,280,117,-147,-0.5
SP1,18/08/12,Sevilla,Getafe,2,1,2,0,-161,275,450,-104,-119,-0.75
SP1,19/08/12,Ath Bilbao,Betis,3,5,0,3,-120,250,320,-114,-109,-0.75
SP1,19/08/12,Barcelona,Sociedad,5,1,4,1,-1000,800,2500,-333,236,-2.75
SP1,19/08/12,Levante,Ath Madrid,1,1,1,1,220,240,120,-103,-119,0.25
SP1,19/08/12,Real Madrid,Valencia,1,1,1,1,-400,500,900,-250,179,-1.75
SP1,20/08/12,La Coruna,Osasuna,2,0,0,0,100,240,275,112,-141,-0.25
SP1,20/08/12,Vallecano,Granada,1,0,0,0,120,230,230,-108,-115,-0.25
SP1,20/08/12,Zaragoza,Valladolid,0,1,0,1,115,230,240,-101,-122,0
SP1,25/08/12,Betis,Vallecano,1,2,1,1,-143,260,400,-112,-110,-0.75
SP1,25/08/12,Espanol,Zaragoza,1,2,1,0,-149,260,425,109,-137,-0.75
SP1,25/08/12,Malaga,Mallorca,1,1,0,0,-110,250,300,104,-130,-0.5
SP1,25/08/12,Sociedad,Celta,2,1,0,0,100,240,275,110,-139,-0.25
SP1,26/08/12,Getafe,Real Madrid,2,1,0,1,850,450,-345,-200,152,1.5
SP1,26/08/12,Granada,Sevilla,1,1,1,1,200,225,138,105,-132,0.25
SP1,26/08/12,Osasuna,Barcelona,1,2,1,0,1100,500,-455,-204,152,1.75
SP1,26/08/12,Valencia,La Coruna,3,3,3,1,-227,320,650,-127,100,-1
SP1,27/08/12,Ath Madrid,Ath Bilbao,4,0,2,0,-167,300,450,-130,104,-0.75
SP1,27/08/12,Valladolid,Levante,2,0,1,0,105,240,250,118,-147,-0.25
SP1,01/09/12,Celta,Osasuna,2,0,0,0,100,230,275,111,-139,-0.25
SP1,01/09/12,La Coruna,Getafe,1,1,1,1,120,220,240,106,-132,-0.25
SP1,01/09/12,Mallorca,Sociedad,1,0,0,0,110,220,260,119,-152,-0.5
SP1,01/09/12,Zaragoza,Malaga,0,1,0,0,170,225,160,117,-147,0
SP1,02/09/12,Ath Bilbao,Valladolid,2,0,0,0,100,240,275,-106,-115,-0.5
SP1,02/09/12,Barcelona,Valencia,1,0,1,0,-455,500,1200,-278,198,-1.75
SP1,02/09/12,Levante,Espanol,3,2,0,2,120,220,240,124,-159,-0.25
SP1,02/09/12,Real Madrid,Granada,3,0,1,0,-1250,900,2200,-417,284,-2.75
SP1,02/09/12,Vallecano,Sevilla,0,0,0,0,180,225,150,102,-127,0
SP1,15/09/12,Getafe,Barcelona,1,4,0,1,1000,500,-400,-192,145,1.5
SP1,15/09/12,Malaga,Levante,3,1,1,0,-143,260,400,104,-130,-0.75
SP1,15/09/12,Sevilla,Real Madrid,1,0,1,0,400,300,-161,-185,140,0.75
SP1,15/09/12,Valencia,Celta,2,1,1,1,-227,333,600,-154,121,-1
SP1,16/09/12,Ath Madrid,Vallecano,4,3,1,0,-303,400,800,-172,131,-1.5
SP1,16/09/12,Espanol,Ath Bilbao,3,3,2,0,120,240,220,-111,-111,-0.25
SP1,16/09/12,Granada,La Coruna,1,1,0,1,130,220,220,121,-154,-0.25
SP1,16/09/12,Osasuna,Mallorca,1,1,0,0,120,225,225,120,-154,-0.25
SP1,16/09/12,Sociedad,Zaragoza,2,0,0,0,-125,250,350,104,-130,-0.5
SP1,17/09/12,Valladolid,Betis,0,1,0,0,110,230,250,103,-130,-0.25
SP1,22/09/12,Barcelona,Granada,2,0,0,0,-2000,1100,3300,-455,298,-2.75
SP1,22/09/12,Betis,Espanol,1,0,1,0,-105,250,275,-111,-111,-0.5
SP1,22/09/12,Celta,Getafe,2,1,0,0,100,240,275,106,-133,-0.5
SP1,22/09/12,Zaragoza,Osasuna,3,1,2,1,125,225,220,128,-161,-0.25
SP1,23/09/12,Ath Bilbao,Malaga,0,0,0,0,120,240,220,-115,-109,-0.25
SP1,23/09/12,Ath Madrid,Valladolid,2,1,2,0,-333,425,900,-172,131,-1.5
SP1,23/09/12,Levante,Sociedad,2,1,0,1,110,240,240,118,-147,-0.25
SP1,23/09/12,Mallorca,Valencia,2,0,1,0,180,225,150,107,-133,0
SP1,24/09/12,La Coruna,Sevilla,0,2,0,0,160,230,163,103,-128,0
SP1,24/09/12,Vallecano,Real Madrid,0,2,0,1,800,450,-333,-204,153,1.5
SP1,26/09/12,Betis,Ath Madrid,2,4,2,1,210,230,130,-118,-105,0.25
SP1,29/09/12,Malaga,Betis,4,0,2,0,-143,275,375,-110,-112,-0.75
SP1,29/09/12,Sevilla,Barcelona,2,3,1,0,500,333,-200,-167,130,1
SP1,29/09/12,Sociedad,Ath Bilbao,2,0,0,0,130,240,200,-108,-115,-0.25
SP1,29/09/12,Valencia,Zaragoza,2,0,1,0,-278,375,750,-147,117,-1.25
SP1,30/09/12,Espanol,Ath Madrid,0,1,0,1,260,250,100,-114,-108,0.25
SP1,30/09/12,Granada,Celta,2,1,2,1,130,225,210,110,-137,-0.25
SP1,30/09/12,Osasuna,Levante,4,0,0,0,-105,230,300,119,-149,-0.5
SP1,30/09/12,Real Madrid,La Coruna,5,1,3,1,-769,700,2000,-286,204,-2.25
SP1,30/09/12,Valladolid,Vallecano,6,1,4,1,-120,250,333,-114,-110,-0.5
SP1,01/10/12,Getafe,Mallorca,1,0,0,0,110,225,260,119,-149,-0.25
SP1,05/10/12,Celta,Sevilla,2,0,0,0,163,230,163,101,-123,0
SP1,06/10/12,Betis,Sociedad,2,0,1,0,-105,230,300,-106,-116,-0.5
SP1,06/10/12,Valladolid,Espanol,1,1,0,0,-110,250,300,106,-132,-0.75
SP1,06/10/12,Vallecano,La Coruna,2,1,2,1,130,230,210,-105,-118,-0.25
SP1,06/10/12,Zaragoza,Getafe,0,1,0,0,130,230,210,113,-141,-0.25
SP1,07/10/12,Ath Bilbao,Osasuna,1,0,1,0,-120,250,333,-106,-115,-0.5
SP1,07/10/12,Ath Madrid,Malaga,2,1,1,1,-137,275,350,-132,107,-0.75
SP1,07/10/12,Barcelona,Real Madrid,2,2,1,1,-120,300,275,-196,150,-0.75
SP1,07/10/12,Levante,Valencia,1,0,1,0,250,230,110,102,-127,0.25
SP1,07/10/12,Mallorca,Granada,1,2,0,0,-120,250,333,106,-133,-0.5
SP1,20/10/12,La Coruna,Barcelona,4,5,2,4,900,400,-333,-196,149,1.5
SP1,20/10/12,Malaga,Valladolid,2,1,1,1,-189,280,550,-119,-103,-1
SP1,20/10/12,Real Madrid,Celta,2,0,1,0,-1000,800,2200,-385,271,-2.25
