Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbAv>2.5,BbAv<2.5,BbAHh
SP1,18/08/17,Leganes,Alaves,1,0,1,0,105,220,310,168,-217,-0.5
SP1,18/08/17,Valencia,Las Palmas,1,0,1,0,-133,280,350,-156,127,-0.75
SP1,19/08/17,Celta,Sociedad,2,3,1,1,138,225,220,-102,-119,-0.25
SP1,19/08/17,Girona,Ath Madrid,2,2,2,0,700,333,-222,111,-135,1.25
SP1,19/08/17,Sevilla,Espanol,1,1,1,1,-161,300,450,-133,109,-1
SP1,20/08/17,Ath Bilbao,Getafe,0,0,0,0,-200,300,650,-106,-115,-1
SP1,20/08/17,Barcelona,Betis,2,0,2,0,-588,700,1400,-250,188,-2
SP1,20/08/17,La Coruna,Real Madrid,0,3,0,2,850,475,-333,-217,164,1.5
SP1,21/08/17,Levante,Villarreal,1,0,0,0,225,225,130,136,-172,0.25
SP1,21/08/17,Malaga,Eibar,0,1,0,0,110,230,270,114,-143,-0.25
SP1,25/08/17,Betis,Celta,2,1,1,1,120,240,240,-103,-118,-0.25
SP1,25/08/17,Sociedad,Villarreal,3,0,3,0,105,240,275,107,-132,-0.25
SP1,26/08/17,Alaves,Barcelona,0,2,0,0,900,475,-345,-175,138,1.5
SP1,26/08/17,Girona,Malaga,1,0,1,0,115,225,260,120,-149,-0.25
SP1,26/08/17,Las Palmas,Ath Madrid,1,5,0,2,375,275,-133,109,-135,0.75
SP1,26/08/17,Levante,La Coruna,2,2,1,2,120,210,260,131,-164,-0.25
SP1,27/08/17,Eibar,Ath Bilbao,0,1,0,1,150,210,210,120,-149,-0.25
SP1,27/08/17,Espanol,Leganes,0,1,0,1,-105,225,333,149,-189,-0.5
SP1,27/08/17,Getafe,Sevilla,0,1,0,0,260,230,115,-115,-108,0.25
SP1,27/08/17,Real Madrid,Valencia,2,2,1,1,-588,700,1400,-455,320,-2.25
SP1,08/09/17,Leganes,Getafe,1,2,0,1,105,225,300,141,-179,-0.5
SP1,09/09/17,Barcelona,Espanol,5,0,2,0,-588,700,1600,-294,219,-2
SP1,09/09/17,Real Madrid,Levante,1,1,1,1,-2000,1400,3300,-588,386,-3
SP1,09/09/17,Sevilla,Eibar,3,0,0,0,-175,300,500,-145,116,-1
SP1,09/09/17,Valencia,Ath Madrid,0,0,0,0,260,220,120,111,-137,0.25
SP1,10/09/17,Ath Bilbao,Girona,2,0,1,0,-149,275,450,-105,-116,-0.75
SP1,10/09/17,Celta,Alaves,1,0,1,0,-149,275,425,100,-123,-0.75
SP1,10/09/17,La Coruna,Sociedad,2,4,1,2,175,230,160,-104,-116,0
SP1,10/09/17,Villarreal,Betis,3,1,1,1,-118,260,333,102,-125,-0.5
SP1,11/09/17,Malaga,Las Palmas,1,3,0,1,100,250,280,-114,-108,-0.5
SP1,15/09/17,Eibar,Leganes,1,0,0,0,105,225,300,142,-182,-0.25
SP1,16/09/17,Ath Madrid,Malaga,1,0,0,0,-455,500,1400,-137,110,-1.75
SP1,16/09/17,Betis,La Coruna,2,1,1,1,-120,260,350,-115,-108,-0.75
SP1,16/09/17,Getafe,Barcelona,1,2,1,0,1000,550,-400,-256,193,1.75
SP1,16/09/17,Levante,Valencia,1,1,1,1,225,225,130,104,-128,0.25
SP1,17/09/17,Alaves,Villarreal,0,3,0,1,210,210,140,135,-169,0.25
SP1,17/09/17,Girona,Sevilla,0,1,0,0,230,225,130,-118,-104,0.25
SP1,17/09/17,Las Palmas,Ath Bilbao,1,0,0,0,175,240,155,-109,-114,0
SP1,17/09/17,Sociedad,Real Madrid,1,3,1,2,400,300,-149,-222,170,0.75
SP1,18/09/17,Espanol,Celta,2,1,2,0,130,230,220,106,-133,-0.25
SP1,19/09/17,Barcelona,Eibar,6,1,2,0,-909,900,1400,-417,295,-2.5
SP1,19/09/17,Valencia,Malaga,5,0,1,0,-200,300,600,-123,101,-1
SP1,20/09/17,Ath Bilbao,Ath Madrid,1,2,0,0,240,220,125,139,-175,0.25
SP1,20/09/17,La Coruna,Alaves,1,0,1,0,-110,230,350,120,-149,-0.5
SP1,20/09/17,Leganes,Girona,0,0,0,0,115,220,270,150,-192,-0.25
SP1,20/09/17,Real Madrid,Betis,0,1,0,0,-769,900,1600,-556,372,-2.75
SP1,20/09/17,Sevilla,Las Palmas,1,0,0,0,-250,375,650,-200,155,-1.25
SP1,21/09/17,Celta,Getafe,1,1,1,0,-125,260,350,-116,-106,-0.5
SP1,21/09/17,Levante,Sociedad,3,0,1,0,225,225,130,-115,-108,0.25
SP1,21/09/17,Villarreal,Espanol,0,0,0,0,-137,250,450,102,-127,-0.75
SP1,23/09/17,Alaves,Real Madrid,1,2,1,2,1600,650,-588,-294,220,2
SP1,23/09/17,Ath Madrid,Sevilla,2,0,0,0,-175,300,550,-123,100,-0.75
