Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
E0,13/09/14,Stoke,Leicester,0,1,0,0,110,240,300,145,-152,-0.25
E0,13/09/14,Sunderland,Tottenham,2,2,1,1,260,250,115,109,-111,0.5
E0,13/09/14,West Brom,Everton,0,2,0,1,250,250,120,-104,100,0.25
E0,14/09/14,Man United,QPR,4,0,3,0,-345,525,1100,-143,138,-1.5
E0,15/09/14,Hull,West Ham,2,2,1,0,115,240,275,145,-149,-0.25
E0,20/09/14,Aston Villa,Arsenal,0,3,0,3,375,260,-118,108,-105,0.5
E0,20/09/14,Burnley,Sunderland,0,0,0,0,150,230,210,132,-141,0
E0,20/09/14,Newcastle,Hull,2,2,0,0,120,230,275,126,-133,-0.25
E0,20/09/14,QPR,Stoke,2,2,1,1,180,225,180,158,-169,0
E0,20/09/14,Swansea,Southampton,0,1,0,0,150,230,210,111,-114,0
E0,20/09/14,West Ham,Liverpool,3,1,2,1,350,280,-118,-147,146,0.75
E0,21/09/14,Everton,Crystal Palace,2,3,1,1,-250,400,800,-128,128,-1
E0,21/09/14,Leicester,Man United,5,3,1,2,450,320,-149,-132,132,1
E0,21/09/14,Man City,Chelsea,1,1,0,0,138,250,210,-116,114,0
E0,21/09/14,Tottenham,West Brom,0,1,0,0,-189,333,600,-123,120,-1
E0,27/09/14,Arsenal,Tottenham,1,1,0,0,-133,290,400,-123,125,-0.75
E0,27/09/14,Chelsea,Aston Villa,3,0,1,0,-455,600,1500,-152,145,-2
E0,27/09/14,Crystal Palace,Leicester,2,0,0,0,163,240,188,114,-118,0
E0,27/09/14,Hull,Man City,2,4,2,2,550,320,-175,-110,108,1
E0,27/09/14,Liverpool,Everton,1,1,0,0,-110,275,333,-159,148,-0.5
E0,27/09/14,Man United,West Ham,2,1,2,1,-250,450,700,-200,188,-1.5
E0,27/09/14,Southampton,QPR,2,1,0,0,-227,360,750,-110,108,-1
E0,27/09/14,Sunderland,Swansea,0,0,0,0,190,230,163,128,-132,0
E0,28/09/14,West Brom,Burnley,4,0,2,0,100,250,320,127,-132,-0.5
E0,29/09/14,Stoke,Newcastle,1,0,1,0,115,240,280,131,-139,-0.25
E0,04/10/14,Aston Villa,Man City,0,2,0,0,650,350,-200,-120,120,1
E0,04/10/14,Hull,Crystal Palace,2,0,0,0,110,250,280,117,-123,-0.5
E0,04/10/14,Leicester,Burnley,2,2,2,1,-125,275,400,113,-118,-1
E0,04/10/14,Liverpool,West Brom,2,1,1,0,-227,400,650,-147,141,-1.5
E0,04/10/14,Sunderland,Stoke,3,1,2,1,155,225,210,154,-164,0
E0,04/10/14,Swansea,Newcastle,2,2,1,1,-110,270,333,108,-111,-0.5
E0,05/10/14,Chelsea,Arsenal,2,0,1,0,-149,320,425,-120,115,-1
E0,05/10/14,Man United,Everton,2,1,1,0,-149,320,425,-159,148,-1
E0,05/10/14,Tottenham,Southampton,1,0,1,0,120,250,250,100,100,-0.25
E0,05/10/14,West Ham,QPR,2,0,1,0,-110,260,350,105,-111,-0.5
E0,18/10/14,Arsenal,Hull,2,2,1,1,-250,400,800,-143,136,-1.5
E0,18/10/14,Burnley,West Ham,1,3,0,0,180,240,170,112,-116,0
E0,18/10/14,Crystal Palace,Chelsea,1,2,0,1,750,375,-227,-118,111,1.5
E0,18/10/14,Everton,Aston Villa,3,0,1,0,-167,300,550,-118,112,-1
E0,18/10/14,Man City,Tottenham,4,1,2,1,-222,375,700,-149,140,-1
E0,18/10/14,Newcastle,Leicester,1,0,0,0,125,260,230,-120,124,-0.25
E0,18/10/14,Southampton,Sunderland,8,0,3,0,-175,300,600,110,-112,-1
E0,19/10/14,QPR,Liverpool,2,3,0,0,500,320,-167,-132,130,1
E0,19/10/14,Stoke,Swansea,2,1,1,1,150,230,210,122,-130,-0.25
E0,20/10/14,West Brom,Man United,2,2,1,0,400,300,-133,-122,120,1
E0,25/10/14,Liverpool,Hull,0,0,0,0,-227,375,700,-159,148,-1.5
E0,25/10/14,Southampton,Stoke,1,0,1,0,-154,300,500,100,-104,-1
E0,25/10/14,Sunderland,Arsenal,0,2,0,1,450,280,-137,-104,103,1
E0,25/10/14,Swansea,Leicester,2,0,1,0,-105,270,320,-110,108,-0.5
E0,25/10/14,West Brom,Crystal Palace,2,2,0,2,-110,260,350,114,-119,-0.5
E0,25/10/14,West Ham,Man City,2,1,1,0,550,350,-182,-172,162,1
E0,26/10/14,Burnley,Everton,1,3,1,2,375,275,-120,-105,102,0.5
E0,26/10/14,Man United,Chelsea,1,1,0,0,188,260,150,-108,110,0
E0,26/10/14,Tottenham,Newcastle,1,2,1,0,-133,290,400,-123,122,-0.75
E0,27/10/14,QPR,Aston Villa,2,0,1,0,138,225,240,140,-143,-0.25
E0,01/11/14,Arsenal,Burnley,3,0,0,0,-400,550,1300,-167,168,-1.5
E0,01/11/14,Chelsea,QPR,2,1,1,0,-588,750,2000,-189,190,-2
E0,01/11/14,Everton,Swansea,0,0,0,0,-133,280,425,-114,112,-1
E0,01/11/14,Hull,Southampton,0,1,0,1,280,260,105,108,-114,0.5
E0,01/11/14,Leicester,West Brom,0,1,0,0,130,250,230,-105,101,-0.25
E0,01/11/14,Newcastle,Liverpool,1,0,0,0,280,275,100,-119,120,0.5
E0,01/11/14,Stoke,West Ham,2,2,1,0,138,240,225,119,-122,0
E0,02/11/14,Aston Villa,Tottenham,1,2,1,0,275,260,110,110,-106,0.5
E0,02/11/14,Man City,Man United,1,0,0,0,-110,275,333,-154,154,-0.5
E0,03/11/14,Crystal Palace,Sunderland,1,3,0,1,110,250,280,117,-123,-0.5
E0,08/11/14,Burnley,Hull,1,0,0,0,150,240,200,120,-125,-0.25
E0,08/11/14,Liverpool,Chelsea,1,2,1,1,240,240,130,-102,-103,0.25
E0,08/11/14,Man United,Crystal Palace,1,0,0,0,-333,500,1000,-167,158,-1.5
E0,08/11/14,QPR,Man City,2,2,1,1,600,375,-200,-156,153,1
E0,08/11/14,Southampton,Leicester,2,0,0,0,-227,375,700,-133,125,-1.25
E0,08/11/14,West Ham,Aston Villa,0,0,0,0,-133,275,450,104,-109,-0.75
E0,09/11/14,Sunderland,Everton,1,1,0,0,300,250,105,100,-105,0.5
E0,09/11/14,Swansea,Arsenal,2,1,0,0,275,250,110,102,-105,0.25
E0,09/11/14,Tottenham,Stoke,1,2,0,2,-143,300,450,108,-110,-1
E0,09/11/14,West Brom,Newcastle,0,2,0,1,130,250,230,110,-111,-0.25
E0,22/11/14,Arsenal,Man United,1,2,0,0,115,260,250,-130,124,-0.25
E0,22/11/14,Chelsea,West Brom,2,0,2,0,-400,550,1400,-149,148,-1.75
E0,22/11/14,Everton,West Ham,2,1,1,0,-118,280,350,-132,125,-0.5
E0,22/11/14,Leicester,Sunderland,0,0,0,0,110,250,280,111,-112,-0.5
E0,22/11/14,Man City,Swansea,2,1,1,1,-250,425,750,-182,175,-1.5
E0,22/11/14,Newcastle,QPR,1,0,0,0,-120,275,375,102,-105,-0.75
E0,22/11/14,Stoke,Burnley,1,2,1,2,-143,280,475,112,-118,-0.75
E0,23/11/14,Crystal Palace,Liverpool,3,1,1,1,333,270,-110,105,-109,0.5
E0,23/11/14,Hull,Tottenham,1,2,1,0,260,240,120,108,-112,0.25
E0,24/11/14,Aston Villa,Southampton,1,1,1,0,425,275,-133,117,-122,0.75
E0,29/11/14,Burnley,Aston Villa,1,1,0,1,115,240,275,138,-135,-0.25
E0,29/11/14,Liverpool,Stoke,1,0,0,0,-137,300,400,-104,100,-0.75
E0,29/11/14,Man United,Hull,3,0,2,0,-303,475,900,-154,156,-1.5
E0,29/11/14,QPR,Leicester,3,2,2,1,138,240,225,116,-116,-0.25
E0,29/11/14,Sunderland,Chelsea,0,0,0,0,800,400,-250,-115,116,1.5
E0,29/11/14,Swansea,Crystal Palace,1,1,1,1,-125,275,400,106,-111,-0.75
E0,29/11/14,West Brom,Arsenal,0,1,0,0,350,280,-118,-104,105,0.5
E0,29/11/14,West Ham,Newcastle,1,0,0,0,115,250,260,106,-106,-0.25
E0,30/11/14,Southampton,Man City,0,3,0,0,220,260,130,-109,103,0.25
E0,30/11/14,Tottenham,Everton,2,1,2,1,125,260,225,-116,110,-0.25
E0,02/12/14,Burnley,Newcastle,1,1,1,0,180,230,175,124,-125,0
E0,02/12/14,Crystal Palace,Aston Villa,0,1,0,1,110,240,300,131,-137,-0.5
E0,02/12/14,Leicester,Liverpool,1,3,1,1,280,260,105,-118,112,0.5
E0,02/12/14,Man United,Stoke,2,1,1,1,-222,350,750,-115,110,-1
E0,02/12/14,Swansea,QPR,2,0,0,0,-137,280,450,-105,100,-0.75
E0,02/12/14,West Brom,West Ham,1,2,1,2,150,240,200,111,-116,0
E0,03/12/14,Arsenal,Southampton,1,0,0,0,-125,275,400,-104,-101,-0.75
E0,03/12/14,Chelsea,Tottenham,3,0,2,0,-250,400,800,-133,126,-1.5
E0,03/12/14,Everton,Hull,1,1,1,0,-189,333,600,-116,110,-1
E0,03/12/14,Sunderland,Man City,1,4,1,2,650,350,-200,-147,152,1
E0,06/12/14,Hull,West Brom,0,0,0,0,145,230,220,138,-137,-0.25
E0,06/12/14,Liverpool,Sunderland,0,0,0,0,-200,350,650,-109,106,-1
E0,06/12/14,Man City,Everton,1,0,1,0,-200,375,600,-182,175,-1
E0,06/12/14,Newcastle,Chelsea,2,1,0,0,600,333,-189,100,-106,1
E0,06/12/14,QPR,Burnley,2,0,0,0,105,250,300,116,-123,-0.5
E0,06/12/14,Stoke,Arsenal,3,2,3,0,300,260,100,110,-115,0.5
E0,06/12/14,Tottenham,Crystal Palace,0,0,0,0,-167,320,500,-112,112,-1
E0,07/12/14,Aston Villa,Leicester,2,1,1,1,140,240,220,115,-120,-0.25
E0,07/12/14,West Ham,Swansea,3,1,1,1,135,240,225,113,-118,-0.25
E0,08/12/14,Southampton,Man United,1,2,1,1,180,240,170,100,-101,0
E0,13/12/14,Arsenal,Newcastle,4,1,1,0,-227,375,700,-133,128,-1.5
E0,13/12/14,Burnley,Southampton,1,0,0,0,450,275,-137,115,-122,0.75
E0,13/12/14,Chelsea,Hull,2,0,1,0,-556,700,1700,-149,145,-2
E0,13/12/14,Crystal Palace,Stoke,1,1,1,1,160,225,200,138,-147,0
E0,13/12/14,Leicester,Man City,0,1,0,1,600,375,-200,-175,175,1.25
E0,13/12/14,Sunderland,West Ham,1,1,1,1,195,240,155,110,-115,0
E0,13/12/14,West Brom,Aston Villa,1,0,0,0,115,240,280,144,-147,-0.5
E0,14/12/14,Man United,Liverpool,3,0,2,0,-125,280,375,-120,114,-0.75
E0,14/12/14,Swansea,Tottenham,1,2,0,1,150,240,200,104,-109,0
E0,15/12/14,Everton,QPR,3,1,2,0,-222,350,750,-118,112,-1
E0,20/12/14,Aston Villa,Man United,1,1,1,0,525,300,-161,101,-105,1
E0,20/12/14,Hull,Swansea,0,1,0,1,210,230,150,131,-135,0.25
E0,20/12/14,Man City,Crystal Palace,3,0,0,0,-345,500,1100,-137,142,-1.5
E0,20/12/14,QPR,West Brom,3,2,1,2,145,230,220,120,-122,-0.25
E0,20/12/14,Southampton,Everton,3,0,1,0,145,250,200,115,-118,-0.25
E0,20/12/14,Tottenham,Burnley,2,1,2,1,-200,350,650,-130,130,-1
E0,20/12/14,West Ham,Leicester,2,0,1,0,-133,290,400,-125,130,-0.75
E0,21/12/14,Liverpool,Arsenal,2,2,1,1,180,250,160,-125,120,0
E0,21/12/14,Newcastle,Sunderland,0,1,0,0,105,250,300,119,-122,-0.5
E0,22/12/14,Stoke,Chelsea,0,2,0,1,525,300,-161,113,-111,1
E0,26/12/14,Arsenal,QPR,2,1,1,0,-345,500,1200,-213,188,-1.5
E0,26/12/14,Burnley,Liverpool,0,1,0,0,375,280,-125,-116,115,0.75
E0,26/12/14,Chelsea,West Ham,2,0,1,0,-303,475,900,-145,145,-1.5
E0,26/12/14,Crystal Palace,Southampton,1,3,0,1,275,240,115,144,-145,0.25
E0,26/12/14,Everton,Stoke,0,1,0,1,-120,260,400,120,-123,-0.75
E0,26/12/14,Leicester,Tottenham,1,2,0,1,280,260,105,-115,109,0.5
E0,26/12/14,Man United,Newcastle,3,1,2,0,-250,400,800,-154,156,-1.5
E0,26/12/14,Sunderland,Hull,1,3,1,1,105,240,320,147,-147,-0.5
E0,26/12/14,Swansea,Aston Villa,1,0,1,0,-133,275,425,122,-120,-0.75
E0,26/12/14,West Brom,Man City,1,3,0,3,550,350,-189,-116,110,1
E0,28/12/14,Aston Villa,Sunderland,0,0,0,0,135,230,240,150,-149,-0.25
E0,28/12/14,Hull,Leicester,0,1,0,1,125,240,250,131,-135,-0.25
E0,28/12/14,Man City,Burnley,2,2,2,0,-556,700,1800,-200,-133,-2
E0,28/12/14,Newcastle,Everton,3,2,1,1,190,240,160,105,-108,0
E0,28/12/14,QPR,Crystal Palace,0,0,0,0,138,240,225,119,-125,-0.25
E0,28/12/14,Southampton,Chelsea,1,1,1,1,375,275,-120,120,-125,0.5
E0,28/12/14,Stoke,West Brom,2,0,0,0,-110,260,350,128,-132,-0.5
E0,28/12/14,Tottenham,Man United,0,0,0,0,225,260,130,-135,128,0.25
E0,28/12/14,West Ham,Arsenal,1,2,0,2,250,250,120,-135,130,0.25
E0,29/12/14,Liverpool,Swansea,4,1,1,0,-143,300,450,-109,104,-0.75
E0,01/01/15,Aston Villa,Crystal Palace,0,0,0,0,140,230,230,154,-154,-0.25
E0,01/01/15,Hull,Everton,2,0,2,0,240,240,130,125,-132,0.25
E0,01/01/15,Liverpool,Leicester,2,2,2,0,-250,400,800,-159,150,-1.5
E0,01/01/15,Man City,Sunderland,3,2,0,0,-455,600,1400,-189,181,-2
E0,01/01/15,Newcastle,Burnley,3,3,2,1,-120,275,375,-104,-101,-0.75
E0,01/01/15,QPR,Swansea,1,1,1,0,200,240,150,105,-110,0
E0,01/01/15,Southampton,Arsenal,2,0,1,0,190,240,160,109,-110,0
E0,01/01/15,Stoke,Man United,1,1,1,1,320,250,100,111,-116,0.5
E0,01/01/15,Tottenham,Chelsea,5,3,3,1,400,275,-125,-101,-101,0.75
E0,01/01/15,West Ham,West Brom,1,1,1,1,-118,275,350,102,-106,-0.5
E0,10/01/15,Burnley,QPR,2,1,2,1,120,240,260,114,-115,-0.25
E0,10/01/15,Chelsea,Newcastle,2,0,1,0,-500,650,1600,-164,162,-2
E0,10/01/15,Crystal Palace,Tottenham,2,1,0,0,250,250,120,119,-114,0.25
E0,10/01/15,Everton,Man City,1,1,0,0,350,275,-118,-132,128,0.5
E0,10/01/15,Leicester,Aston Villa,1,0,1,0,120,240,260,140,-147,-0.25
E0,10/01/15,Sunderland,Liverpool,0,1,0,1,350,260,-110,104,-106,0.5
E0,10/01/15,Swansea,West Ham,1,1,0,1,125,250,240,106,-103,-0.25
E0,10/01/15,West Brom,Hull,1,0,0,0,105,240,320,159,-149,-0.5
E0,11/01/15,Arsenal,Stoke,3,0,2,0,-227,375,700,-118,118,-1
E0,11/01/15,Man United,Southampton,0,1,0,0,-120,275,375,111,-108,-0.5
E0,17/01/15,Aston Villa,Liverpool,0,2,0,1,350,260,-110,120,-123,0.5
E0,17/01/15,Burnley,Crystal Palace,2,3,2,1,155,225,210,143,-147,0
E0,17/01/15,Leicester,Stoke,0,1,0,0,163,230,190,135,-143,0
E0,17/01/15,Newcastle,Southampton,1,2,1,1,230,230,138,124,-123,0.25
E0,17/01/15,QPR,Man United,0,2,0,0,500,320,-161,-118,114,1
E0,17/01/15,Swansea,Chelsea,0,5,0,4,600,320,-182,110,-109,1
E0,17/01/15,Tottenham,Sunderland,2,1,1,1,-161,320,500,-118,116,-1
E0,18/01/15,Man City,Arsenal,0,2,0,1,-125,300,350,-161,160,-0.75
E0,18/01/15,West Ham,Hull,3,0,0,0,-133,275,425,122,-125,-0.75
E0,19/01/15,Everton,West Brom,0,0,0,0,-118,260,375,114,-112,-0.5
E0,31/01/15,Chelsea,Man City,1,1,1,1,115,250,260,-101,-102,-0.5
E0,31/01/15,Crystal Palace,Everton,0,1,0,1,180,230,175,138,-143,0
E0,31/01/15,Hull,Newcastle,0,3,0,1,170,225,188,155,-159,0
E0,31/01/15,Liverpool,West Ham,2,0,0,0,-149,300,475,-125,123,-1
E0,31/01/15,Man United,Leicester,3,1,3,0,-278,450,850,-143,138,-1.5
E0,31/01/15,Stoke,QPR,3,1,2,1,-154,300,500,116,-120,-1
E0,31/01/15,Sunderland,Burnley,2,0,2,0,125,230,260,134,-143,-0.25
E0,31/01/15,West Brom,Tottenham,0,3,0,2,190,230,163,128,-133,0
E0,01/02/15,Arsenal,Aston Villa,5,0,1,0,-400,550,1400,-139,133,-1.5
E0,01/02/15,Southampton,Swansea,0,1,0,0,-167,300,550,120,-127,-1
E0,07/02/15,Aston Villa,Chelsea,1,2,0,1,900,425,-278,116,-116,1.5
E0,07/02/15,Everton,Liverpool,0,0,0,0,240,240,130,-102,-102,0.25
E0,07/02/15,Leicester,Crystal Palace,0,1,0,0,140,230,225,124,-125,0
E0,07/02/15,Man City,Hull,1,1,0,1,-556,700,1800,-156,148,-2
E0,07/02/15,QPR,Southampton,0,1,0,0,375,260,-118,115,-122,0.5
E0,07/02/15,Swansea,Sunderland,1,1,0,1,-110,250,360,138,-141,-0.5
E0,07/02/15,Tottenham,Arsenal,2,1,0,1,225,250,130,-125,120,0.25
E0,08/02/15,Burnley,West Brom,2,2,2,1,160,225,200,142,-149,0
E0,08/02/15,Newcastle,Stoke,1,1,0,0,130,240,240,122,-127,-0.25
E0,08/02/15,West Ham,Man United,1,1,0,0,320,260,-105,-103,-102,0.5
E0,10/02/15,Arsenal,Leicester,2,1,2,0,-345,500,1100,-161,164,-1.5
E0,10/02/15,Hull,Aston Villa,2,0,1,0,138,210,250,174,-185,0
E0,10/02/15,Liverpool,Tottenham,3,2,1,1,-110,280,320,-127,122,-0.5
E0,10/02/15,Sunderland,QPR,0,2,0,2,-110,260,350,123,-130,-0.5
E0,11/02/15,Chelsea,Everton,1,0,0,0,-303,450,1000,-125,122,-1.5
E0,11/02/15,Crystal Palace,Newcastle,1,1,0,1,138,230,230,138,-143,-0.25
E0,11/02/15,Man United,Burnley,3,1,2,1,-345,500,1100,-145,142,-1.5
E0,11/02/15,Southampton,West Ham,0,0,0,0,-137,290,425,101,-106,-0.75
E0,11/02/15,Stoke,Man City,1,4,1,1,475,280,-143,-103,-102,1
E0,11/02/15,West Brom,Swansea,2,0,0,0,155,225,210,145,-154,0
E0,21/02/15,Aston Villa,Stoke,1,2,1,1,170,220,190,150,-154,0
E0,21/02/15,Chelsea,Burnley,1,1,1,0,-500,650,1600,-175,175,-2
E0,21/02/15,Crystal Palace,Arsenal,1,2,0,2,375,275,-120,104,-101,0.5
E0,21/02/15,Hull,QPR,2,1,1,1,105,230,320,138,-145,-0.5
E0,21/02/15,Man City,Newcastle,5,0,3,0,-333,500,1000,-167,168,-1.5
E0,21/02/15,Sunderland,West Brom,0,0,0,0,170,220,190,162,-172,0
E0,21/02/15,Swansea,Man United,2,1,1,1,320,250,100,107,-112,0.5
E0,22/02/15,Everton,Leicester,2,2,0,0,-120,260,400,111,-108,-0.5
E0,22/02/15,Southampton,Liverpool,0,2,0,1,163,230,190,121,-125,0
E0,22/02/15,Tottenham,West Ham,2,2,0,1,-125,280,375,-130,122,-0.75
E0,28/02/15,Burnley,Swansea,0,1,0,0,163,230,190,120,-127,0
E0,28/02/15,Man United,Sunderland,2,0,0,0,-278,425,900,-115,111,-1.5
E0,28/02/15,Newcastle,Aston Villa,1,0,1,0,-105,250,350,141,-145,-0.5
E0,28/02/15,Stoke,Hull,1,0,0,0,-110,250,375,155,-154,-0.5
E0,28/02/15,West Brom,Southampton,1,0,1,0,240,220,138,160,-167,0.25
E0,28/02/15,West Ham,Crystal Palace,1,3,0,1,115,240,275,118,-125,-0.5
E0,01/03/15,Arsenal,Everton,2,0,1,0,-175,350,500,-122,116,-1
E0,01/03/15,Liverpool,Man City,2,1,1,1,210,260,138,-122,116,0.25
E0,03/03/15,Aston Villa,West Brom,2,1,1,0,188,210,188,175,-189,0
E0,03/03/15,Hull,Sunderland,1,1,1,0,115,230,290,162,-167,-0.25
E0,03/03/15,Southampton,Crystal Palace,1,0,0,0,-143,280,475,129,-135,-0.75
E0,04/03/15,Liverpool,Burnley,2,0,1,0,-278,425,900,-149,142,-1.25
E0,04/03/15,Man City,Leicester,2,0,1,0,-400,600,1200,-189,181,-1.75
E0,04/03/15,Newcastle,Man United,0,1,0,0,320,250,100,116,-119,0.5
E0,04/03/15,QPR,Arsenal,1,2,0,0,600,333,-189,-141,137,1
E0,04/03/15,Stoke,Everton,2,0,1,0,150,230,210,130,-137,-0.25
E0,04/03/15,Tottenham,Swansea,3,2,1,1,-133,280,425,-108,107,-0.75
E0,04/03/15,West Ham,Chelsea,0,1,0,1,525,300,-161,-115,108,1
E0,07/03/15,QPR,Tottenham,1,2,0,1,375,290,-125,-125,125,0.75
E0,14/03/15,Arsenal,West Ham,3,0,1,0,-250,400,800,-154,148,-1.5
E0,14/03/15,Burnley,Man City,1,0,0,0,650,400,-227,-149,148,1
E0,14/03/15,Crystal Palace,QPR,3,1,3,0,-120,275,375,114,-114,-0.75
E0,14/03/15,Leicester,Hull,0,0,0,0,120,230,275,142,-152,-0.5
E0,14/03/15,Sunderland,Aston Villa,0,4,0,4,138,225,240,160,-167,-0.25
E0,14/03/15,West Brom,Stoke,1,0,1,0,138,225,240,160,-169,-0.25
E0,15/03/15,Chelsea,Southampton,1,1,1,1,-161,300,550,115,-112,-1
E0,15/03/15,Everton,Newcastle,3,0,1,0,-120,275,375,110,-109,-0.75
E0,15/03/15,Man United,Tottenham,3,0,3,0,-110,275,333,-127,120,-0.5
E0,16/03/15,Swansea,Liverpool,0,1,0,0,300,260,100,111,-108,0.5
E0,21/03/15,Aston Villa,Swansea,0,1,0,0,150,225,180,143,-149,0
E0,21/03/15,Man City,West Brom,3,0,2,0,-333,450,750,-156,154,-1.5
E0,21/03/15,Newcastle,Arsenal,1,2,0,2,500,280,-175,-125,122,1
E0,21/03/15,Southampton,Burnley,2,0,1,0,-250,350,650,100,-103,-1
E0,21/03/15,Stoke,Crystal Palace,1,2,1,2,110,230,250,145,-154,-0.5
E0,21/03/15,Tottenham,Leicester,4,3,2,1,-189,300,500,-143,138,-1
E0,21/03/15,West Ham,Sunderland,1,0,0,0,-125,250,350,108,-114,-0.5
E0,22/03/15,Hull,Chelsea,2,3,2,2,600,333,-227,109,-112,1
E0,22/03/15,Liverpool,Man United,1,2,0,1,105,240,260,-101,-102,-0.5
E0,22/03/15,QPR,Everton,1,2,0,1,230,240,115,114,-114,0.25
E0,04/04/15,Arsenal,Liverpool,4,1,3,0,-120,275,320,-130,130,-0.75
E0,04/04/15,Chelsea,Stoke,2,1,1,1,-345,450,1000,-112,106,-1.5
E0,04/04/15,Everton,Southampton,1,0,1,0,163,220,180,130,-137,0
E0,04/04/15,Leicester,West Ham,2,1,1,1,138,230,210,-111,108,-0.25
E0,04/04/15,Man United,Aston Villa,3,1,1,0,-333,450,900,-125,119,-1.5
E0,04/04/15,Swansea,Hull,3,1,2,0,-110,250,320,148,-156,-0.5
E0,04/04/15,West Brom,QPR,1,4,0,3,-125,250,350,122,-127,-0.5
E0,05/04/15,Burnley,Tottenham,0,0,0,0,250,240,110,-118,114,0.5
E0,05/04/15,Sunderland,Newcastle,1,0,1,0,150,210,210,132,-139,0
E0,06/04/15,Crystal Palace,Man City,2,1,1,0,400,300,-149,-118,112,1
E0,07/04/15,Aston Villa,QPR,3,3,2,1,115,240,280,120,-125,-0.25
E0,11/04/15,Burnley,Arsenal,0,1,0,1,550,333,-175,-125,123,1
E0,11/04/15,Southampton,Hull,2,0,0,0,-189,320,650,130,-137,-1
E0,11/04/15,Sunderland,Crystal Palace,1,4,0,0,190,220,170,145,-154,0
E0,11/04/15,Swansea,Everton,1,1,0,1,150,230,210,120,-123,0
E0,11/04/15,Tottenham,Aston Villa,0,1,0,1,-161,320,500,-130,128,-1
E0,11/04/15,West Brom,Leicester,2,3,2,1,130,240,240,122,-120,-0.25
E0,11/04/15,West Ham,Stoke,1,1,1,0,130,240,240,119,-122,-0.25
E0,12/04/15,Man United,Man City,4,2,2,1,163,240,188,-109,108,0
E0,12/04/15,QPR,Chelsea,0,1,0,0,800,400,-250,-130,127,1.25
E0,13/04/15,Liverpool,Newcastle,2,0,1,0,-250,400,800,-132,124,-1.5
E0,18/04/15,Chelsea,Man United,1,0,1,0,100,240,333,118,-122,-0.5
