Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
E0,31/08/13,Man City,Hull,2,0,0,0,-588,750,1800,-189,180,-2
E0,31/08/13,Newcastle,Fulham,1,0,0,0,115,240,275,105,-109,-0.5
E0,31/08/13,Norwich,Southampton,1,0,0,0,200,230,155,106,-111,0
E0,31/08/13,West Ham,Stoke,0,1,0,0,100,240,333,115,-118,-0.5
E0,01/09/13,Arsenal,Tottenham,1,0,1,0,110,270,260,-132,126,-0.5
E0,01/09/13,Liverpool,Man United,1,0,1,0,163,240,188,-106,102,0
E0,01/09/13,West Brom,Swansea,0,2,0,1,170,240,180,-110,108,0
E0,14/09/13,Aston Villa,Newcastle,1,2,0,1,115,240,280,-103,100,-0.25
E0,14/09/13,Everton,Chelsea,1,0,1,0,240,230,135,112,-115,0.5
E0,14/09/13,Fulham,West Brom,1,1,1,0,115,250,260,101,-104,-0.25
E0,14/09/13,Hull,Cardiff,1,1,1,0,145,225,225,135,-139,-0.25
E0,14/09/13,Man United,Crystal Palace,2,0,1,0,-455,600,1500,-179,176,-2
E0,14/09/13,Stoke,Man City,0,0,0,0,500,300,-154,100,-104,1
E0,14/09/13,Sunderland,Arsenal,1,3,0,1,500,290,-149,100,-102,0.5
E0,14/09/13,Tottenham,Norwich,2,0,1,0,-222,375,700,-123,125,-1.5
E0,15/09/13,Southampton,West Ham,0,0,0,0,-118,260,375,111,-114,-0.5
E0,16/09/13,Swansea,Liverpool,2,2,1,2,250,250,120,108,-110,0.5
E0,21/09/13,Chelsea,Fulham,2,0,0,0,-333,475,1100,-147,140,-1.5
E0,21/09/13,Liverpool,Southampton,0,1,0,0,-167,300,550,-111,108,-1
E0,21/09/13,Newcastle,Hull,2,3,2,1,-118,250,400,118,-119,-0.75
E0,21/09/13,Norwich,Aston Villa,0,1,0,1,140,240,220,104,-102,-0.25
E0,21/09/13,West Brom,Sunderland,3,0,1,0,105,240,320,114,-114,-0.5
E0,21/09/13,West Ham,Everton,2,3,1,0,230,230,140,120,-125,0.25
E0,22/09/13,Arsenal,Stoke,3,1,2,1,-278,425,900,-133,128,-1.5
E0,22/09/13,Cardiff,Tottenham,0,1,0,0,350,260,-110,104,-109,0.5
E0,22/09/13,Crystal Palace,Swansea,0,2,0,1,250,240,125,118,-123,0.25
E0,22/09/13,Man City,Man United,4,1,2,0,120,240,260,-115,115,-0.5
E0,28/09/13,Aston Villa,Man City,3,2,0,1,550,320,-175,-128,132,1
E0,28/09/13,Fulham,Cardiff,1,2,1,1,110,240,290,112,-116,-0.25
E0,28/09/13,Hull,West Ham,1,0,1,0,138,230,230,134,-137,-0.25
E0,28/09/13,Man United,West Brom,1,2,0,0,-333,475,1100,-154,150,-1.5
E0,28/09/13,Southampton,Crystal Palace,2,0,0,0,-222,350,750,-104,102,-1
E0,28/09/13,Swansea,Arsenal,1,2,0,0,220,240,138,-116,112,0
E0,28/09/13,Tottenham,Chelsea,1,1,1,0,170,230,188,118,-122,0
E0,29/09/13,Stoke,Norwich,0,1,0,1,-105,240,350,135,-141,-0.5
E0,29/09/13,Sunderland,Liverpool,1,3,0,2,450,290,-143,104,-108,1
E0,30/09/13,Everton,Newcastle,3,2,3,0,-154,300,500,-110,106,-1
E0,05/10/13,Cardiff,Newcastle,1,2,0,2,145,240,210,108,-110,0
E0,05/10/13,Fulham,Stoke,1,0,0,0,140,230,230,126,-132,0
E0,05/10/13,Hull,Aston Villa,0,0,0,0,145,230,220,118,-123,0
E0,05/10/13,Liverpool,Crystal Palace,3,1,3,0,-500,650,1600,-167,168,-2
E0,05/10/13,Man City,Everton,3,1,2,1,-149,320,450,-132,126,-1
E0,05/10/13,Sunderland,Man United,1,2,1,0,500,300,-154,-104,100,1
E0,06/10/13,Norwich,Chelsea,1,3,0,1,550,300,-161,-104,102,1
E0,06/10/13,Southampton,Swansea,2,0,1,0,110,250,280,100,-102,-0.5
E0,06/10/13,Tottenham,West Ham,0,3,0,0,-227,375,750,-115,111,-1.5
E0,06/10/13,West Brom,Arsenal,1,1,1,0,390,300,-133,-132,130,1
E0,19/10/13,Arsenal,Norwich,4,1,1,0,-345,500,1100,-152,146,-1.5
E0,19/10/13,Chelsea,Cardiff,4,1,1,1,-400,550,1400,-164,158,-1.5
E0,19/10/13,Everton,Hull,2,1,1,1,-222,350,800,-110,106,-1
E0,19/10/13,Man United,Southampton,1,1,1,0,-175,333,550,-123,122,-1
E0,19/10/13,Newcastle,Liverpool,2,2,1,1,350,290,-120,-137,132,0.75
E0,19/10/13,Stoke,West Brom,0,0,0,0,130,230,250,133,-137,-0.25
E0,19/10/13,Swansea,Sunderland,4,0,0,0,-161,300,550,-110,106,-1
E0,19/10/13,West Ham,Man City,1,3,0,1,450,280,-137,-114,110,1
E0,20/10/13,Aston Villa,Tottenham,0,2,0,1,300,250,105,104,-106,0.5
E0,21/10/13,Crystal Palace,Fulham,1,4,1,2,175,230,180,118,-123,0
E0,26/10/13,Aston Villa,Everton,0,2,0,0,240,240,130,-105,101,0.25
E0,26/10/13,Crystal Palace,Arsenal,0,2,0,0,1000,400,-278,-149,140,1.5
E0,26/10/13,Liverpool,West Brom,4,1,2,0,-227,375,700,-161,153,-1.5
E0,26/10/13,Man United,Stoke,3,2,1,2,-303,450,1000,-127,120,-1.5
E0,26/10/13,Norwich,Cardiff,0,0,0,0,120,240,260,116,-123,-0.25
E0,26/10/13,Southampton,Fulham,2,0,2,0,-161,300,550,-105,103,-1
E0,27/10/13,Chelsea,Man City,2,1,1,0,138,240,220,-119,113,-0.25
E0,27/10/13,Sunderland,Newcastle,2,1,1,0,190,230,163,-105,105,0
E0,27/10/13,Swansea,West Ham,0,0,0,0,-133,280,425,-110,105,-0.75
E0,27/10/13,Tottenham,Hull,1,0,0,0,-227,375,700,-112,105,-1.5
E0,02/11/13,Arsenal,Liverpool,2,0,1,0,130,250,230,-139,130,-0.25
E0,02/11/13,Fulham,Man United,1,3,0,3,550,320,-175,-123,117,1
E0,02/11/13,Hull,Sunderland,1,0,1,0,115,240,280,134,-133,-0.5
E0,02/11/13,Man City,Norwich,7,0,4,0,-500,650,1700,-175,162,-2
E0,02/11/13,Newcastle,Chelsea,2,0,0,0,500,320,-161,-118,119,1
E0,02/11/13,Stoke,Southampton,1,1,1,1,230,230,140,154,-154,0.25
E0,02/11/13,West Brom,Crystal Palace,2,0,1,0,-182,320,600,-120,115,-1
E0,02/11/13,West Ham,Aston Villa,0,0,0,0,125,250,240,106,-110,-0.25
E0,03/11/13,Cardiff,Swansea,1,0,0,0,240,240,130,111,-122,0.25
E0,03/11/13,Everton,Tottenham,0,0,0,0,150,240,200,108,-112,-0.25
E0,09/11/13,Aston Villa,Cardiff,2,0,0,0,100,250,320,125,-120,-0.5
E0,09/11/13,Chelsea,West Brom,2,2,1,0,-345,500,1100,-159,150,-1.5
E0,09/11/13,Crystal Palace,Everton,0,0,0,0,550,300,-161,-106,104,1
E0,09/11/13,Liverpool,Fulham,4,0,3,0,-400,550,1400,-182,175,-1.5
E0,09/11/13,Norwich,West Ham,3,1,0,1,163,230,190,125,-128,0
E0,09/11/13,Southampton,Hull,4,1,3,0,-161,280,600,131,-137,-1
E0,10/11/13,Man United,Arsenal,1,0,1,0,135,250,220,-120,115,-0.25
E0,10/11/13,Sunderland,Man City,1,0,1,0,800,400,-250,-154,145,1.5
E0,10/11/13,Swansea,Stoke,3,3,0,2,100,240,333,132,-137,-0.5
E0,10/11/13,Tottenham,Newcastle,0,1,0,1,-175,333,550,-111,110,-1
E0,23/11/13,Arsenal,Southampton,2,0,1,0,-161,320,500,-108,103,-1
E0,23/11/13,Everton,Liverpool,3,3,1,2,200,240,150,-109,103,0
E0,23/11/13,Fulham,Swansea,1,2,0,0,230,230,138,125,-130,0.25
E0,23/11/13,Hull,Crystal Palace,0,1,0,0,-118,250,400,138,-143,-0.5
E0,23/11/13,Newcastle,Norwich,2,1,2,0,-125,280,375,-120,112,-1
E0,23/11/13,Stoke,Sunderland,2,0,1,0,115,230,290,143,-154,-0.5
E0,23/11/13,West Ham,Chelsea,0,3,0,2,500,320,-161,-109,101,1
E0,24/11/13,Cardiff,Man United,2,2,1,2,500,300,-154,-115,106,1
E0,24/11/13,Man City,Tottenham,6,0,3,0,-143,300,450,-112,110,-1
E0,25/11/13,West Brom,Aston Villa,2,2,2,0,115,240,280,107,-111,-0.5
E0,30/11/13,Aston Villa,Sunderland,0,0,0,0,100,240,333,119,-125,-0.5
E0,30/11/13,Cardiff,Arsenal,0,3,0,1,550,300,-161,-116,110,1
E0,30/11/13,Everton,Stoke,4,0,1,0,-161,300,525,110,-120,-1
E0,30/11/13,Newcastle,West Brom,2,1,1,0,105,250,300,-116,111,-0.5
E0,30/11/13,Norwich,Crystal Palace,1,0,1,0,100,240,333,116,-125,-0.5
E0,30/11/13,West Ham,Fulham,3,0,0,0,-110,250,360,104,-109,-0.5
E0,01/12/13,Chelsea,Southampton,3,1,0,1,-175,320,550,-112,105,-1
E0,01/12/13,Hull,Liverpool,3,1,1,1,550,300,-161,-104,102,1
E0,01/12/13,Man City,Swansea,3,0,1,0,-345,500,1200,-161,156,-1.5
E0,01/12/13,Tottenham,Man United,2,2,1,1,180,250,163,107,-114,0
E0,03/12/13,Crystal Palace,West Ham,1,0,1,0,225,230,140,120,-127,0
E0,04/12/13,Arsenal,Hull,2,0,1,0,-500,650,1600,-152,140,-1.5
E0,04/12/13,Fulham,Tottenham,1,2,0,0,480,290,-149,-111,104,1
E0,04/12/13,Liverpool,Norwich,5,1,3,0,-345,500,1100,-200,200,-1.5
E0,04/12/13,Man United,Everton,0,1,0,0,-137,275,450,-116,110,-1
E0,04/12/13,Southampton,Aston Villa,2,3,0,1,-143,280,475,104,-112,-0.75
E0,04/12/13,Stoke,Cardiff,0,0,0,0,110,240,300,138,-149,-0.25
E0,04/12/13,Sunderland,Chelsea,3,4,1,2,550,333,-182,-104,105,1
E0,04/12/13,Swansea,Newcastle,3,0,1,0,120,250,250,-115,108,-0.25
E0,04/12/13,West Brom,Man City,2,3,0,2,500,320,-161,-145,138,1
E0,07/12/13,Crystal Palace,Cardiff,2,0,1,0,180,230,175,142,-149,0
E0,07/12/13,Liverpool,West Ham,4,1,1,0,-345,500,1100,-172,155,-1.5
E0,07/12/13,Man United,Newcastle,0,1,0,0,-189,333,600,-137,138,-1
E0,07/12/13,Southampton,Man City,1,1,1,1,425,280,-133,-119,117,1
E0,07/12/13,Stoke,Chelsea,3,2,1,1,550,320,-175,110,-114,1
E0,07/12/13,Sunderland,Tottenham,1,2,1,1,350,260,-110,112,-120,0.5
E0,07/12/13,West Brom,Norwich,0,2,0,1,-125,275,400,-109,104,-0.5
E0,08/12/13,Arsenal,Everton,1,1,0,0,-143,280,475,-128,120,-1
E0,08/12/13,Fulham,Aston Villa,2,0,2,0,175,230,180,-105,-101,0
E0,09/12/13,Swansea,Hull,1,1,0,1,-133,275,450,123,-120,-1
E0,14/12/13,Cardiff,West Brom,1,0,0,0,163,240,188,112,-115,0
E0,14/12/13,Chelsea,Crystal Palace,2,1,2,1,-556,700,1800,-175,157,-2
E0,14/12/13,Everton,Fulham,4,1,1,0,-278,400,950,-137,141,-1.5
E0,14/12/13,Hull,Stoke,0,0,0,0,130,230,250,172,-161,-0.5
E0,14/12/13,Man City,Arsenal,6,3,2,1,-120,275,375,-133,133,-0.5
E0,14/12/13,Newcastle,Southampton,1,1,1,0,140,240,220,-103,-105,0
E0,14/12/13,West Ham,Sunderland,0,0,0,0,-105,260,333,111,-119,-0.5
E0,15/12/13,Aston Villa,Man United,0,3,0,2,425,280,-133,-109,103,1
E0,15/12/13,Norwich,Swansea,1,1,1,1,188,230,170,111,-118,0
E0,15/12/13,Tottenham,Liverpool,0,5,0,2,150,240,200,-119,112,0
E0,21/12/13,Crystal Palace,Newcastle,0,3,0,2,225,240,138,125,-133,0.25
E0,21/12/13,Fulham,Man City,2,4,0,2,850,425,-278,-189,175,1.5
E0,21/12/13,Liverpool,Cardiff,3,1,3,0,-500,650,1500,-182,180,-2
E0,21/12/13,Man United,West Ham,3,1,2,0,-278,425,900,-130,122,-1.5
E0,21/12/13,Stoke,Aston Villa,2,1,0,0,130,225,250,143,-149,-0.25
E0,21/12/13,Sunderland,Norwich,0,0,0,0,105,250,300,106,-114,-0.5
E0,21/12/13,West Brom,Hull,1,1,0,1,-105,250,350,127,-133,-0.5
E0,22/12/13,Southampton,Tottenham,2,3,1,1,155,230,200,117,-120,0
E0,22/12/13,Swansea,Everton,1,2,0,0,200,240,150,104,-110,0
E0,23/12/13,Arsenal,Chelsea,0,0,0,0,138,240,225,-116,109,-0.5
E0,26/12/13,Aston Villa,Crystal Palace,0,1,0,0,-110,250,350,126,-139,-0.5
E0,26/12/13,Cardiff,Southampton,0,3,0,3,230,230,138,126,-133,0.25
E0,26/12/13,Chelsea,Swansea,1,0,1,0,-303,450,900,-133,132,-1.5
E0,26/12/13,Everton,Sunderland,0,1,0,1,-278,425,850,-132,125,-1.5
E0,26/12/13,Hull,Man United,2,3,2,2,600,320,-182,104,-105,1
E0,26/12/13,Man City,Liverpool,2,1,2,1,-133,320,360,-200,181,-1
E0,26/12/13,Newcastle,Stoke,5,1,1,1,-133,280,425,119,-128,-0.5
E0,26/12/13,Norwich,Fulham,1,2,1,1,105,250,300,-108,101,-0.5
E0,26/12/13,Tottenham,West Brom,1,1,1,1,-189,333,600,-139,128,-1
E0,26/12/13,West Ham,Arsenal,1,3,0,0,550,300,-161,-127,118,1
E0,28/12/13,Aston Villa,Swansea,1,1,1,1,200,230,155,120,-125,0
E0,28/12/13,Cardiff,Sunderland,2,2,1,0,138,225,240,128,-139,-0.5
E0,28/12/13,Hull,Fulham,6,0,0,0,105,240,310,128,-139,-0.25
E0,28/12/13,Man City,Crystal Palace,1,0,0,0,-769,850,2800,-250,240,-2.25
E0,28/12/13,Norwich,Man United,0,1,0,0,550,320,-175,-120,111,1
E0,28/12/13,West Ham,West Brom,3,3,1,2,138,240,225,104,-110,-0.25
E0,29/12/13,Chelsea,Liverpool,2,1,2,1,120,250,250,-143,135,-0.5
E0,29/12/13,Everton,Southampton,2,1,1,0,-120,270,375,-105,103,-0.75
E0,29/12/13,Newcastle,Arsenal,0,1,0,0,300,270,100,-125,116,0.5
E0,29/12/13,Tottenham,Stoke,3,0,1,0,-227,333,700,100,-106,-1
E0,01/01/14,Arsenal,Cardiff,2,0,0,0,-345,500,1200,-149,137,-1.5
E0,01/01/14,Crystal Palace,Norwich,1,1,1,1,138,230,230,138,-149,0
E0,01/01/14,Fulham,West Ham,2,1,1,1,150,230,210,-125,119,0
E0,01/01/14,Liverpool,Hull,2,0,1,0,-333,500,1000,-167,155,-1.5
E0,01/01/14,Man United,Tottenham,1,2,0,1,-125,280,375,-125,120,-0.75
E0,01/01/14,Southampton,Chelsea,0,3,0,0,300,250,105,102,-105,0.5
E0,01/01/14,Stoke,Everton,1,1,0,0,300,230,110,116,-123,0.5
E0,01/01/14,Sunderland,Aston Villa,0,1,0,1,115,240,275,119,-125,-0.5
E0,01/01/14,Swansea,Man City,2,3,1,1,475,325,-161,-152,150,1
E0,01/01/14,West Brom,Newcastle,1,0,0,0,160,240,188,-105,104,-0.25
E0,11/01/14,Cardiff,West Ham,0,2,0,1,100,250,310,106,-109,-0.5
E0,11/01/14,Everton,Norwich,2,0,1,0,-250,400,800,-133,138,-1.5
E0,11/01/14,Fulham,Sunderland,1,4,0,2,120,230,275,-103,100,-0.5
E0,11/01/14,Hull,Chelsea,0,2,0,0,550,300,-167,118,-118,1
E0,11/01/14,Man United,Swansea,2,0,0,0,-175,300,600,-114,112,-1
E0,11/01/14,Southampton,West Brom,1,0,0,0,-120,270,375,-104,100,-0.5
E0,11/01/14,Tottenham,Crystal Palace,2,0,0,0,-278,400,900,-119,120,-1.5
E0,12/01/14,Newcastle,Man City,0,2,0,1,425,300,-143,-161,158,1
E0,12/01/14,Stoke,Liverpool,3,5,2,2,475,300,-149,-128,125,1
E0,13/01/14,Aston Villa,Arsenal,1,2,0,2,500,320,-161,-122,122,1
E0,18/01/14,Arsenal,Fulham,2,0,0,0,-455,600,1400,-200,185,-2
E0,18/01/14,Crystal Palace,Stoke,1,0,0,0,135,220,250,150,-147,-0.25
E0,18/01/14,Liverpool,Aston Villa,2,2,1,2,-455,600,1400,-200,200,-2
E0,18/01/14,Man City,Cardiff,4,2,2,1,-769,1000,2200,-250,225,-2.5
E0,18/01/14,Norwich,Hull,1,0,0,0,140,230,225,146,-149,0
E0,18/01/14,Sunderland,Southampton,2,2,1,2,220,230,145,124,-125,0
E0,18/01/14,West Ham,Newcastle,1,3,1,2,200,240,150,-108,104,0
E0,19/01/14,Chelsea,Man United,3,1,2,0,-137,280,450,105,-103,-0.5
E0,19/01/14,Swansea,Tottenham,1,3,0,1,225,240,138,103,-102,0
E0,20/01/14,West Brom,Everton,1,1,0,1,250,240,125,-101,-102,0.5
E0,28/01/14,Crystal Palace,Hull,1,0,1,0,150,220,220,175,-161,0
E0,28/01/14,Liverpool,Everton,4,0,3,0,-120,290,350,-149,150,-0.5
E0,28/01/14,Man United,Cardiff,2,0,1,0,-400,550,1400,-147,141,-1.5
E0,28/01/14,Norwich,Newcastle,0,0,0,0,170,240,180,104,-105,0
E0,28/01/14,Southampton,Arsenal,2,2,1,0,333,250,-105,-102,-102,0.5
E0,28/01/14,Swansea,Fulham,2,0,0,0,-133,275,425,-123,120,-1
E0,29/01/14,Aston Villa,West Brom,4,3,3,3,160,230,200,105,-109,0
E0,29/01/14,Chelsea,West Ham,0,0,0,0,-556,700,1800,-182,174,-2
E0,29/01/14,Sunderland,Stoke,1,0,1,0,110,240,290,138,-141,-0.5
E0,29/01/14,Tottenham,Man City,1,5,0,1,275,275,105,-154,152,0.5
E0,01/02/14,Cardiff,Norwich,2,1,0,1,130,240,240,115,-115,-0.25
E0,01/02/14,Everton,Aston Villa,2,1,0,1,-189,333,600,-122,120,-1
E0,01/02/14,Fulham,Southampton,0,3,0,0,260,240,120,-115,112,0.25
E0,01/02/14,Hull,Tottenham,1,1,1,0,300,250,105,108,-106,0.5
E0,01/02/14,Newcastle,Sunderland,0,3,0,2,-105,250,333,105,-102,-0.5
E0,01/02/14,Stoke,Man United,2,1,1,0,600,300,-175,-110,105,1
E0,01/02/14,West Ham,Swansea,2,0,2,0,190,240,160,105,-108,0
E0,02/02/14,Arsenal,Crystal Palace,2,0,0,0,-455,600,1500,-143,144,-2
E0,02/02/14,West Brom,Liverpool,1,1,0,1,475,333,-161,-159,155,1
E0,03/02/14,Man City,Chelsea,0,1,0,1,-118,280,350,-125,120,-0.5
E0,08/02/14,Aston Villa,West Ham,0,2,0,0,110,250,280,114,-111,-0.5
E0,08/02/14,Chelsea,Newcastle,3,0,2,0,-400,525,1400,-135,138,-1.5
E0,08/02/14,Crystal Palace,West Brom,3,1,2,0,160,230,200,150,-149,0
E0,08/02/14,Liverpool,Arsenal,5,1,4,0,120,260,240,-143,138,-0.25
E0,08/02/14,Norwich,Man City,0,0,0,0,800,450,-278,-189,175,1.5
E0,08/02/14,Southampton,Stoke,2,2,2,2,-182,300,650,115,-115,-1
E0,08/02/14,Sunderland,Hull,0,2,0,1,115,240,280,156,-149,-0.5
E0,08/02/14,Swansea,Cardiff,3,0,0,0,-118,260,375,114,-115,-0.5
E0,09/02/14,Man United,Fulham,2,2,0,1,-500,600,1800,-189,198,-2
E0,09/02/14,Tottenham,Everton,1,0,0,0,110,250,275,-102,100,-0.5
E0,11/02/14,Cardiff,Aston Villa,0,0,0,0,150,240,200,114,-114,0
E0,11/02/14,Hull,Southampton,0,1,0,0,200,225,160,135,-132,0
E0,11/02/14,West Brom,Chelsea,1,1,0,1,650,350,-200,-105,108,1
E0,11/02/14,West Ham,Norwich,2,0,0,0,105,250,300,104,-102,-0.5
E0,12/02/14,Arsenal,Man United,0,0,0,0,115,250,260,-111,115,-0.5
E0,12/02/14,Fulham,Liverpool,2,3,1,1,700,425,-250,-164,156,1.5
E0,12/02/14,Newcastle,Tottenham,0,4,0,1,230,250,130,101,-101,0.25
E0,12/02/14,Stoke,Swansea,1,1,1,0,170,225,190,139,-143,0
E0,22/02/14,Arsenal,Sunderland,4,1,3,0,-303,450,1000,-123,118,-1.5
E0,22/02/14,Cardiff,Hull,0,4,0,2,175,220,188,156,-161,0
E0,22/02/14,Chelsea,Everton,1,0,0,0,-175,300,600,104,-104,-1
E0,22/02/14,Crystal Palace,Man United,0,2,0,0,550,300,-167,108,-110,1
E0,22/02/14,Man City,Stoke,1,0,0,0,-556,700,1800,-213,205,-2
E0,22/02/14,West Brom,Fulham,1,1,0,1,-125,290,375,-111,110,-0.5
E0,22/02/14,West Ham,Southampton,3,1,2,1,220,240,140,114,-119,0
E0,23/02/14,Liverpool,Swansea,4,3,3,2,-333,475,1100,-189,192,-1.5
E0,23/02/14,Newcastle,Aston Villa,1,0,0,0,110,240,290,110,-115,-0.5
E0,23/02/14,Norwich,Tottenham,1,0,0,0,280,250,110,105,-109,0.5
E0,01/03/14,Everton,West Ham,1,0,0,0,-189,320,650,-118,114,-1
E0,01/03/14,Fulham,Chelsea,1,3,0,0,700,375,-222,-125,120,1
E0,01/03/14,Hull,Newcastle,1,4,0,2,145,220,230,148,-143,0
E0,01/03/14,Southampton,Liverpool,0,3,0,1,275,275,105,-154,150,0.5
E0,01/03/14,Stoke,Arsenal,1,0,0,0,450,280,-137,109,-109,1
E0,02/03/14,Aston Villa,Norwich,4,1,4,1,110,240,290,126,-130,-0.5
E0,02/03/14,Swansea,Crystal Palace,1,1,1,0,-118,250,400,122,-125,-0.5
E0,02/03/14,Tottenham,Cardiff,1,0,1,0,-303,425,1100,-127,125,-1.5
E0,08/03/14,Cardiff,Fulham,3,1,1,0,135,250,220,102,-104,-0.25
E0,08/03/14,Chelsea,Tottenham,4,0,0,0,-175,300,600,-108,108,-1
E0,08/03/14,Crystal Palace,Southampton,0,1,0,1,290,230,115,140,-145,0.5
E0,08/03/14,Norwich,Stoke,1,1,0,0,125,230,260,150,-149,-0.5
E0,08/03/14,West Brom,Man United,0,3,0,1,400,260,-120,112,-111,0.5
E0,15/03/14,Aston Villa,Chelsea,1,0,0,0,600,333,-189,104,100,1
E0,15/03/14,Everton,Cardiff,2,1,0,0,-278,400,1000,-123,120,-1.5
E0,15/03/14,Fulham,Newcastle,1,0,0,0,190,240,160,-110,110,0
E0,15/03/14,Hull,Man City,0,2,0,1,550,333,-175,-122,124,1
E0,15/03/14,Southampton,Norwich,4,2,1,0,-161,300,550,100,-104,-1
E0,15/03/14,Stoke,West Ham,3,1,1,1,125,230,260,156,-161,-0.5
E0,15/03/14,Sunderland,Crystal Palace,0,0,0,0,115,230,290,151,-149,-0.5
E0,15/03/14,Swansea,West Brom,1,2,1,0,-105,260,333,105,-110,-0.5
E0,16/03/14,Man United,Liverpool,0,3,0,1,150,260,190,-128,128,0
E0,16/03/14,Tottenham,Arsenal,0,1,0,1,210,240,145,100,100,0
E0,22/03/14,Cardiff,Liverpool,3,6,2,2,850,425,-278,-167,174,1.5
E0,22/03/14,Chelsea,Arsenal,6,0,4,0,-118,260,375,112,-116,-0.5
E0,22/03/14,Everton,Swansea,3,2,1,1,-149,290,500,-182,102,-1
E0,22/03/14,Hull,West Brom,2,0,2,0,125,230,260,143,-147,-0.25
E0,22/03/14,Man City,Fulham,5,0,1,0,-588,800,1600,-278,260,-2
E0,22/03/14,Newcastle,Crystal Palace,1,0,0,0,-118,260,375,134,-133,-0.5
E0,22/03/14,Norwich,Sunderland,2,0,2,0,120,230,275,129,-133,-0.25
E0,22/03/14,West Ham,Man United,0,2,0,2,350,260,-110,-101,-103,0.5
E0,23/03/14,Aston Villa,Stoke,1,4,1,3,120,230,275,145,-149,-0.5
E0,23/03/14,Tottenham,Southampton,3,2,1,2,125,240,250,109,-112,-0.5
E0,25/03/14,Arsenal,Swansea,2,2,0,1,-175,320,550,-118,114,-1
E0,25/03/14,Man United,Man City,0,3,0,1,250,260,115,-130,127,0.25
E0,25/03/14,Newcastle,Everton,0,3,0,1,250,240,125,104,-109,0.5
E0,26/03/14,Liverpool,Sunderland,2,1,1,0,-588,800,1800,-250,240,-2
E0,26/03/14,West Ham,Hull,2,1,1,0,140,230,230,135,-141,-0.25
E0,29/03/14,Arsenal,Man City,1,1,0,1,260,250,115,-130,125,0.25
E0,29/03/14,Crystal Palace,Chelsea,1,0,0,0,900,375,-250,114,-118,1
E0,29/03/14,Man United,Aston Villa,4,1,2,1,-222,375,700,-122,118,-1.5
E0,29/03/14,Southampton,Newcastle,4,0,1,0,-133,280,425,-112,110,-0.5
E0,29/03/14,Stoke,Hull,1,0,0,0,115,230,290,150,-154,-0.5
E0,29/03/14,Swansea,Norwich,3,0,2,0,-137,290,425,102,-106,-0.5
E0,29/03/14,West Brom,Cardiff,3,3,2,1,-120,275,375,100,-104,-1
E0,30/03/14,Fulham,Everton,1,3,0,0,400,275,-125,-112,108,0.5
E0,30/03/14,Liverpool,Tottenham,4,0,2,0,-208,375,650,-200,192,-1
E0,31/03/14,Sunderland,West Ham,1,2,0,1,130,230,250,120,-120,-0.25
E0,05/04/14,Aston Villa,Fulham,1,2,0,0,105,250,300,-116,112,-0.5
E0,05/04/14,Cardiff,Crystal Palace,0,3,0,1,145,225,225,140,-143,0
E0,05/04/14,Chelsea,Stoke,3,0,1,0,-345,500,1200,-115,112,-1.5
E0,05/04/14,Hull,Swansea,1,0,1,0,175,230,180,148,-149,0
E0,05/04/14,Man City,Southampton,4,1,3,1,-303,475,900,-200,185,-1.5
