Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
E0,25/08/2018,Liverpool,Brighton,1,0,1,0,-625,750,1800,-213,200,-2.25
E0,25/08/2018,Southampton,Leicester,1,2,0,0,145,220,225,140,-143,-0.25
E0,25/08/2018,Wolves,Man City,1,1,0,0,1000,550,-357,-169,160,2
E0,26/08/2018,Fulham,Burnley,4,2,3,2,100,240,333,131,-139,-0.25
E0,26/08/2018,Newcastle,Chelsea,1,2,0,0,475,300,-152,-105,101,1
E0,26/08/2018,Watford,Crystal Palace,2,1,0,0,160,225,200,121,-127,-0.25
E0,27/08/2018,Man United,Tottenham,0,3,0,0,162,230,190,110,-119,-0.25
E0,01/09/2018,Brighton,Fulham,2,2,0,1,130,240,240,100,-108,-0.25
E0,01/09/2018,Chelsea,Bournemouth,2,0,0,0,-333,500,1000,-222,200,-1.75
E0,01/09/2018,Crystal Palace,Southampton,0,2,0,0,100,250,320,120,-125,-0.75
E0,01/09/2018,Everton,Huddersfield,1,1,1,1,-189,320,650,115,-122,-1
E0,01/09/2018,Leicester,Liverpool,1,2,0,2,650,400,-227,-143,133,1
E0,01/09/2018,Man City,Newcastle,2,1,1,1,-909,1000,2500,-250,220,-2.5
E0,01/09/2018,West Ham,Wolves,0,1,0,0,160,240,187,-108,101,-0.25
E0,02/09/2018,Burnley,Man United,0,2,0,2,500,275,-143,121,-130,1
E0,02/09/2018,Cardiff,Arsenal,2,3,1,1,550,333,-175,-123,116,1
E0,02/09/2018,Watford,Tottenham,2,1,0,0,450,320,-156,-133,122,1
E0,15/09/2018,Bournemouth,Leicester,4,2,3,0,145,250,200,-103,105,-0.25
E0,15/09/2018,Chelsea,Cardiff,4,1,2,1,-556,700,1800,-182,165,-2
E0,15/09/2018,Huddersfield,Crystal Palace,0,1,0,1,230,210,150,150,-149,0.25
E0,15/09/2018,Man City,Fulham,3,0,2,0,-833,900,2500,-345,300,-2.5
E0,15/09/2018,Newcastle,Arsenal,1,2,0,0,320,280,-111,-132,125,0.25
E0,15/09/2018,Tottenham,Liverpool,1,2,0,1,200,260,140,-141,145,0.25
E0,15/09/2018,Watford,Man United,1,2,0,2,333,260,-105,105,-111,0.25
E0,16/09/2018,Everton,West Ham,1,3,1,2,100,275,290,-118,111,-0.75
E0,16/09/2018,Wolves,Burnley,1,0,0,0,-133,260,475,140,-145,-1
E0,17/09/2018,Southampton,Brighton,2,2,1,0,110,240,290,140,-143,-0.25
E0,22/09/2018,Brighton,Tottenham,1,2,0,1,400,300,-133,-118,110,1
E0,22/09/2018,Burnley,Bournemouth,4,0,2,0,200,240,150,110,-116,0.25
E0,22/09/2018,Cardiff,Man City,0,5,0,3,2200,700,-625,-200,188,2
E0,22/09/2018,Crystal Palace,Newcastle,0,0,0,0,114,240,275,120,-128,-0.25
E0,22/09/2018,Fulham,Watford,1,1,0,1,154,250,190,-123,114,-0.25
E0,22/09/2018,Leicester,Huddersfield,3,1,1,1,-164,300,550,130,-133,-1
E0,22/09/2018,Liverpool,Southampton,3,0,3,0,-500,650,1600,-185,175,-2
E0,22/09/2018,Man United,Wolves,1,1,1,0,-175,333,550,-110,102,-1
E0,23/09/2018,Arsenal,Everton,2,0,0,0,-227,400,650,-204,188,-1
E0,23/09/2018,West Ham,Chelsea,0,0,0,0,500,350,-175,-159,150,1
E0,29/09/2018,Arsenal,Watford,2,0,0,0,-227,410,600,-200,190,-1
E0,29/09/2018,Chelsea,Liverpool,1,1,1,0,180,260,154,-143,135,0.25
E0,29/09/2018,Everton,Fulham,3,0,0,0,-133,320,375,-154,141,-1
E0,29/09/2018,Huddersfield,Tottenham,0,2,0,2,750,350,-227,-118,113,1
E0,29/09/2018,Man City,Brighton,2,0,1,0,-1000,1100,3300,-286,265,-2.75
E0,29/09/2018,Newcastle,Leicester,0,2,0,1,160,230,200,130,-139,-0.25
E0,29/09/2018,West Ham,Man United,3,1,2,0,350,280,-118,-116,108,0.75
E0,29/09/2018,Wolves,Southampton,2,0,0,0,-125,260,425,121,-125,-1
E0,30/09/2018,Cardiff,Burnley,1,2,0,0,162,200,220,160,-159,-0.25
E0,01/10/2018,Bournemouth,Crystal Palace,2,1,1,0,125,250,240,-122,115,-0.25
E0,05/10/2018,Brighton,West Ham,1,0,1,0,170,230,187,110,-120,-0.25
E0,06/10/2018,Burnley,Huddersfield,1,1,1,0,114,210,320,171,-179,-0.25
E0,06/10/2018,Crystal Palace,Wolves,0,1,0,0,200,220,162,135,-143,0.25
E0,06/10/2018,Leicester,Everton,1,2,1,1,120,240,260,-105,100,-0.25
E0,06/10/2018,Man United,Newcastle,3,2,0,2,-227,350,800,-103,100,-1
E0,06/10/2018,Tottenham,Cardiff,1,0,1,0,-455,600,1400,-200,180,-2
E0,06/10/2018,Watford,Bournemouth,0,4,0,3,114,260,250,-123,115,-0.25
E0,07/10/2018,Fulham,Arsenal,1,5,1,1,425,333,-152,-217,200,1
E0,07/10/2018,Liverpool,Man City,0,0,0,0,154,260,180,-149,140,-0.25
E0,07/10/2018,Southampton,Chelsea,0,3,0,1,500,310,-164,-118,110,1
E0,20/10/2018,Bournemouth,Southampton,0,0,0,0,104,270,275,-118,115,-0.25
E0,20/10/2018,Cardiff,Fulham,4,2,2,2,150,250,195,-116,110,-0.25
E0,20/10/2018,Chelsea,Man United,2,2,1,0,-133,280,425,-120,115,-1
E0,20/10/2018,Huddersfield,Liverpool,0,1,0,1,1000,450,-303,-111,115,1.25
E0,20/10/2018,Man City,Burnley,5,0,1,0,-1250,1200,3300,-333,295,-3
E0,20/10/2018,Newcastle,Brighton,0,1,0,1,120,225,280,158,-167,-0.25
E0,20/10/2018,West Ham,Tottenham,0,1,0,1,310,290,-111,-143,140,0.75
E0,20/10/2018,Wolves,Watford,0,2,0,2,-133,275,425,113,-115,-1
E0,21/10/2018,Everton,Crystal Palace,2,0,0,0,-118,260,375,105,-111,-0.75
E0,22/10/2018,Arsenal,Leicester,3,1,1,1,-189,350,550,-200,175,-1
E0,27/10/2018,Brighton,Wolves,1,0,0,0,220,220,150,155,-159,0.25
E0,27/10/2018,Fulham,Bournemouth,0,3,0,1,190,275,140,-179,165,0.25
E0,27/10/2018,Leicester,West Ham,1,1,0,1,110,250,280,105,-110,-0.25
E0,27/10/2018,Liverpool,Cardiff,4,1,1,0,-909,1000,2500,-250,225,-2.5
E0,27/10/2018,Southampton,Newcastle,0,0,0,0,110,240,290,145,-152,-0.25
E0,27/10/2018,Watford,Huddersfield,3,0,2,0,-133,275,425,125,-133,-1
E0,28/10/2018,Burnley,Chelsea,0,4,0,1,1000,400,-278,-118,110,1.5
E0,28/10/2018,Crystal Palace,Arsenal,2,2,1,0,375,310,-133,-154,145,1
E0,28/10/2018,Man United,Everton,2,1,1,0,-139,290,425,-115,110,-1
E0,29/10/2018,Tottenham,Man City,0,1,0,1,375,310,-133,-161,155,1
E0,03/11/2018,Arsenal,Liverpool,1,1,0,0,290,290,-105,-175,170,0.25
E0,03/11/2018,Bournemouth,Man United,1,2,1,1,260,270,110,-132,127,0.25
E0,03/11/2018,Cardiff,Leicester,0,1,0,0,280,240,114,120,-125,0.25
E0,03/11/2018,Everton,Brighton,3,1,1,1,-164,300,550,105,-110,-1
E0,03/11/2018,Newcastle,Watford,1,0,0,0,175,225,180,135,-143,-0.25
E0,03/11/2018,West Ham,Burnley,4,2,1,1,-133,275,425,110,-114,-1
E0,03/11/2018,Wolves,Tottenham,2,3,0,2,210,240,145,103,-110,0.25
E0,04/11/2018,Chelsea,Crystal Palace,3,1,1,0,-400,575,1200,-182,170,-1.75
E0,04/11/2018,Man City,Southampton,6,1,4,1,-909,1000,2800,-286,275,-2.5
E0,05/11/2018,Huddersfield,Fulham,1,0,1,0,130,250,230,104,-109,-0.25
E0,10/11/2018,Cardiff,Brighton,2,1,1,1,160,210,210,160,-167,-0.25
E0,10/11/2018,Crystal Palace,Tottenham,0,1,0,0,350,275,-118,-125,116,0.75
E0,10/11/2018,Huddersfield,West Ham,1,1,1,0,240,225,135,135,-143,0.25
E0,10/11/2018,Leicester,Burnley,0,0,0,0,-200,333,700,-109,104,-1
E0,10/11/2018,Newcastle,Bournemouth,2,1,2,1,190,240,160,110,-111,0.25
E0,10/11/2018,Southampton,Watford,1,1,1,0,150,230,210,118,-118,-0.25
E0,11/11/2018,Arsenal,Wolves,1,1,0,1,-152,320,425,-147,140,-1
E0,11/11/2018,Chelsea,Everton,0,0,0,0,-250,425,750,-167,155,-1
E0,11/11/2018,Liverpool,Fulham,2,0,1,0,-909,1000,2500,-345,333,-2.75
E0,11/11/2018,Man City,Man United,3,1,1,0,-250,425,750,-196,180,-1.25
E0,24/11/2018,Brighton,Leicester,1,1,1,0,190,240,160,141,-149,0.25
E0,24/11/2018,Everton,Cardiff,1,0,0,0,-250,400,800,-115,110,-1
E0,24/11/2018,Fulham,Southampton,3,2,2,1,162,250,180,-105,100,-0.25
E0,24/11/2018,Man United,Crystal Palace,0,0,0,0,-250,425,700,-125,117,-1
E0,24/11/2018,Tottenham,Chelsea,3,1,2,0,180,250,160,-125,118,0.25
E0,24/11/2018,Watford,Liverpool,0,3,0,0,550,333,-182,-139,133,1
E0,24/11/2018,West Ham,Man City,0,4,0,3,1200,550,-400,-217,200,2
E0,25/11/2018,Bournemouth,Arsenal,1,2,1,1,250,275,-105,-182,175,0.25
E0,25/11/2018,Wolves,Huddersfield,0,2,0,1,-200,333,700,138,-143,-1
E0,26/11/2018,Burnley,Newcastle,1,2,1,2,190,220,175,142,-152,0.25
E0,30/11/2018,Cardiff,Wolves,2,1,0,1,280,225,120,149,-159,0.25
E0,01/12/2018,Crystal Palace,Burnley,2,0,1,0,-164,290,550,115,-125,-1
E0,01/12/2018,Huddersfield,Brighton,1,2,1,1,150,200,240,190,-200,-0.25
E0,01/12/2018,Leicester,Watford,2,0,2,0,125,230,260,110,-111,-0.25
E0,01/12/2018,Man City,Bournemouth,3,1,1,1,-909,1000,2500,-333,315,-2.5
E0,01/12/2018,Newcastle,West Ham,0,3,0,1,150,230,210,125,-132,-0.25
E0,01/12/2018,Southampton,Man United,2,2,2,2,333,260,-105,-105,100,0.75
E0,02/12/2018,Arsenal,Tottenham,4,2,1,2,162,260,175,-164,157,-0.25
E0,02/12/2018,Chelsea,Fulham,2,0,1,0,-556,700,1600,-250,240,-2
E0,02/12/2018,Liverpool,Everton,1,0,0,0,-250,400,800,-143,145,-1
E0,04/12/2018,Bournemouth,Huddersfield,2,1,2,1,-152,280,500,101,-104,-1
E0,04/12/2018,Brighton,Crystal Palace,3,1,3,0,200,210,170,155,-167,0.25
E0,04/12/2018,Watford,Man City,1,2,0,1,1000,500,-333,-182,172,1.5
E0,04/12/2018,West Ham,Cardiff,3,1,0,0,-152,300,475,-118,111,-1
E0,05/12/2018,Burnley,Liverpool,1,3,0,0,1300,475,-357,-147,140,1.5
E0,05/12/2018,Everton,Newcastle,1,1,1,1,-167,300,550,101,-110,-1
E0,05/12/2018,Fulham,Leicester,1,1,1,0,200,250,145,-118,110,0.25
E0,05/12/2018,Man United,Arsenal,2,2,1,1,145,250,200,-154,142,-0.25
E0,05/12/2018,Tottenham,Southampton,3,1,1,0,-278,425,850,-143,131,-1
E0,05/12/2018,Wolves,Chelsea,2,1,0,1,400,275,-125,-104,-103,1
E0,08/12/2018,Arsenal,Huddersfield,1,0,0,0,-357,500,1100,-167,164,-1.5
E0,08/12/2018,Bournemouth,Liverpool,0,4,0,1,475,350,-167,-149,140,1
E0,08/12/2018,Burnley,Brighton,1,0,1,0,190,220,175,150,-161,0.25
E0,08/12/2018,Cardiff,Southampton,1,0,0,0,190,225,170,123,-130,0.25
E0,08/12/2018,Chelsea,Man City,2,0,1,0,300,280,-105,-133,126,0.75
E0,08/12/2018,Leicester,Tottenham,0,2,0,1,280,275,100,-111,112,0.25
E0,08/12/2018,Man United,Fulham,4,1,3,0,-303,475,900,-164,155,-1.5
E0,08/12/2018,West Ham,Crystal Palace,3,2,0,1,130,240,240,103,-109,-0.25
E0,09/12/2018,Newcastle,Wolves,1,2,1,1,190,220,170,150,-156,0.25
E0,10/12/2018,Everton,Watford,2,2,1,0,-125,275,400,-105,100,-1
E0,15/12/2018,Crystal Palace,Leicester,1,0,1,0,162,220,200,145,-154,-0.25
E0,15/12/2018,Fulham,West Ham,0,2,0,2,190,260,150,-149,139,0.25
E0,15/12/2018,Huddersfield,Newcastle,0,1,0,0,160,210,210,173,-182,-0.25
E0,15/12/2018,Man City,Everton,3,1,1,0,-455,650,1200,-238,220,-2
E0,15/12/2018,Tottenham,Burnley,1,0,0,0,-556,700,1800,-208,190,-2
E0,15/12/2018,Watford,Cardiff,3,2,1,0,-156,290,500,101,-106,-1
E0,15/12/2018,Wolves,Bournemouth,2,0,1,0,-105,260,333,-103,100,-0.75
E0,16/12/2018,Brighton,Chelsea,1,2,0,2,650,350,-200,-110,105,1
E0,16/12/2018,Liverpool,Man United,3,1,1,1,-175,350,500,-133,125,-1
E0,16/12/2018,Southampton,Arsenal,3,2,2,1,310,290,-111,-156,142,0.75
E0,21/12/2018,Wolves,Liverpool,0,2,0,1,600,300,-175,105,-109,1
E0,22/12/2018,Arsenal,Burnley,3,1,1,0,-400,550,1400,-200,180,-1.5
E0,22/12/2018,Bournemouth,Brighton,2,0,1,0,-111,270,333,105,-109,-0.75
E0,22/12/2018,Cardiff,Man United,1,5,1,3,550,320,-175,-118,110,1
E0,22/12/2018,Chelsea,Leicester,0,1,0,0,-303,450,1000,-133,132,-1.5
E0,22/12/2018,Huddersfield,Southampton,1,3,0,2,210,210,160,152,-161,0.25
E0,22/12/2018,Man City,Crystal Palace,2,3,1,2,-714,900,2000,-250,240,-2.5
E0,22/12/2018,Newcastle,Fulham,0,0,0,0,100,260,300,100,-105,-0.25
E0,22/12/2018,West Ham,Watford,0,2,0,1,137,250,210,-125,120,-0.25
E0,23/12/2018,Everton,Tottenham,2,6,1,3,225,250,130,-122,116,0.25
E0,26/12/2018,Brighton,Arsenal,1,1,1,1,425,290,-139,-125,120,1
E0,26/12/2018,Burnley,Everton,1,5,1,3,333,250,-105,110,-116,0.75
E0,26/12/2018,Crystal Palace,Cardiff,0,0,0,0,-152,300,475,-104,100,-1
E0,26/12/2018,Fulham,Wolves,1,1,0,0,225,240,137,112,-119,0.25
E0,26/12/2018,Leicester,Man City,2,1,1,1,850,425,-278,-154,147,1.5
E0,26/12/2018,Liverpool,Newcastle,4,0,1,0,-625,750,1800,-213,205,-2
E0,26/12/2018,Man United,Huddersfield,3,1,1,0,-400,550,1400,-143,135,-1.5
E0,26/12/2018,Tottenham,Bournemouth,5,0,3,0,-278,450,800,-192,195,-1.5
E0,26/12/2018,Watford,Chelsea,1,2,1,1,425,280,-133,-125,121,1
E0,27/12/2018,Southampton,West Ham,1,2,0,0,130,250,230,-118,111,-0.25
E0,29/12/2018,Brighton,Everton,1,0,0,0,225,240,114,110,-111,0.25
E0,29/12/2018,Fulham,Huddersfield,1,0,0,0,100,240,275,140,-147,-0.25
E0,29/12/2018,Leicester,Cardiff,0,1,0,0,-182,300,500,-105,-102,-1
E0,29/12/2018,Liverpool,Arsenal,5,1,4,1,-200,350,475,-179,174,-1
E0,29/12/2018,Tottenham,Wolves,1,3,1,0,-303,400,750,-133,131,-1.5
E0,29/12/2018,Watford,Newcastle,1,1,0,1,-118,260,300,105,-111,-1
E0,30/12/2018,Burnley,West Ham,2,0,2,0,230,220,125,-105,-102,0.25
E0,30/12/2018,Crystal Palace,Chelsea,0,1,0,0,375,300,-152,-109,104,1
E0,30/12/2018,Man United,Bournemouth,4,1,3,1,-303,375,900,-175,164,-1.5
E0,30/12/2018,Southampton,Man City,1,3,1,3,900,425,-333,-167,160,1.5
E0,01/01/2019,Arsenal,Fulham,4,1,1,0,-303,475,850,-208,190,-1.5
E0,01/01/2019,Cardiff,Tottenham,0,3,0,3,650,350,-200,-141,140,1
E0,01/01/2019,Everton,Leicester,0,1,0,0,100,250,320,104,-110,-0.25
E0,02/01/2019,Bournemouth,Watford,3,3,3,3,160,260,175,-125,120,-0.25
E0,02/01/2019,Chelsea,Southampton,0,0,0,0,-357,550,1000,-182,170,-1.5
E0,02/01/2019,Huddersfield,Burnley,1,2,1,1,114,210,320,157,-167,-0.25
E0,02/01/2019,Newcastle,Man United,0,2,0,0,500,320,-164,-145,140,1
E0,02/01/2019,West Ham,Brighton,2,2,0,0,-105,275,300,-103,-103,-0.25
E0,02/01/2019,Wolves,Crystal Palace,0,2,0,0,100,240,333,131,-143,-0.25
E0,03/01/2019,Man City,Liverpool,2,1,1,0,104,280,260,-169,160,-0.25
E0,12/01/2019,Brighton,Liverpool,0,1,0,0,1000,500,-333,-128,125,1.5
E0,12/01/2019,Burnley,Fulham,2,1,2,1,140,230,225,120,-122,-0.25
E0,12/01/2019,Cardiff,Huddersfield,0,0,0,0,125,225,260,165,-161,-0.25
E0,12/01/2019,Chelsea,Newcastle,2,1,1,1,-455,600,1400,-133,135,-2
E0,12/01/2019,Crystal Palace,Watford,1,2,1,0,125,240,250,116,-123,-0.25
E0,12/01/2019,Leicester,Southampton,1,2,0,2,-105,250,333,113,-118,-0.75
E0,12/01/2019,West Ham,Arsenal,1,0,0,0,250,300,105,-182,171,0.5
E0,13/01/2019,Everton,Bournemouth,2,0,0,0,-133,300,380,-139,130,-1
E0,13/01/2019,Tottenham,Man United,0,1,0,1,105,270,275,-147,138,-0.25
E0,14/01/2019,Man City,Wolves,3,0,2,0,-556,700,1600,-196,190,-2
E0,19/01/2019,Arsenal,Chelsea,2,0,2,0,210,260,137,-141,131,0.25
E0,19/01/2019,Bournemouth,West Ham,2,0,0,0,137,270,200,-149,142,-0.25
E0,19/01/2019,Liverpool,Crystal Palace,4,3,0,1,-500,650,1600,-189,175,-2
E0,19/01/2019,Man United,Brighton,2,1,2,0,-333,475,1100,-137,129,-1.5
E0,19/01/2019,Newcastle,Cardiff,3,0,1,0,-105,240,350,140,-149,-0.25
E0,19/01/2019,Southampton,Everton,2,1,0,0,175,240,170,-105,105,-0.25
E0,19/01/2019,Watford,Burnley,0,0,0,0,-154,300,475,-111,109,-1
E0,19/01/2019,Wolves,Leicester,4,3,2,0,137,220,240,150,-156,-0.25
E0,20/01/2019,Fulham,Tottenham,1,2,1,0,425,280,-133,-105,104,1
E0,20/01/2019,Huddersfield,Man City,0,3,0,1,2000,750,-625,-189,185,2.5
E0,29/01/2019,Arsenal,Cardiff,2,1,0,0,-455,600,1400,-227,225,-2
E0,29/01/2019,Fulham,Brighton,4,2,0,2,137,230,230,131,-137,-0.25
E0,29/01/2019,Huddersfield,Everton,0,1,0,1,300,230,110,134,-143,0.75
E0,29/01/2019,Man United,Burnley,2,2,0,0,-357,500,1100,-167,155,-1.5
E0,29/01/2019,Newcastle,Man City,2,1,0,1,1800,700,-556,-200,200,2
E0,29/01/2019,Wolves,West Ham,3,0,0,0,110,250,275,102,-105,-0.25
E0,30/01/2019,Bournemouth,Chelsea,4,0,0,0,425,320,-152,-133,130,1
E0,30/01/2019,Liverpool,Leicester,1,1,1,1,-455,600,1400,-185,175,-1.5
E0,30/01/2019,Southampton,Crystal Palace,1,1,0,1,140,240,220,105,-110,-0.25
E0,30/01/2019,Tottenham,Watford,2,1,0,1,-152,300,475,-133,123,-1
E0,02/02/2019,Brighton,Watford,0,0,0,0,155,230,200,125,-133,-0.25
E0,02/02/2019,Burnley,Southampton,1,1,0,0,155,250,187,115,-123,-0.25
E0,02/02/2019,Cardiff,Bournemouth,2,0,1,0,225,250,130,101,-105,0.25
E0,02/02/2019,Chelsea,Huddersfield,5,0,2,0,-500,650,1800,-143,141,-2
E0,02/02/2019,Crystal Palace,Fulham,2,0,1,0,105,250,300,105,-109,-0.25
E0,02/02/2019,Everton,Wolves,1,3,1,2,137,240,225,116,-118,-0.25
E0,02/02/2019,Tottenham,Newcastle,1,0,0,0,-227,350,800,-109,106,-1.5
E0,03/02/2019,Leicester,Man United,0,1,0,1,260,250,115,-116,114,0.25
E0,03/02/2019,Man City,Arsenal,3,1,2,1,-303,500,800,-250,245,-2
E0,04/02/2019,West Ham,Liverpool,1,1,1,1,700,425,-250,-156,150,1.5
E0,06/02/2019,Everton,Man City,0,2,0,1,900,525,-333,-192,180,1.5
E0,09/02/2019,Brighton,Burnley,1,3,0,1,105,230,320,140,-143,-0.25
E0,09/02/2019,Crystal Palace,West Ham,1,1,0,1,110,250,275,110,-111,-0.25
E0,09/02/2019,Fulham,Man United,0,3,0,2,450,340,-164,-154,150,1
E0,09/02/2019,Huddersfield,Arsenal,1,2,0,2,475,340,-167,-115,110,1
E0,09/02/2019,Liverpool,Bournemouth,3,0,2,0,-455,650,1300,-222,215,-2
E0,09/02/2019,Southampton,Cardiff,1,2,0,0,-133,290,400,115,-120,-1
E0,09/02/2019,Watford,Everton,1,0,0,0,135,250,220,101,-104,-0.25
E0,10/02/2019,Man City,Chelsea,6,0,4,0,-200,375,600,-149,145,-1
E0,10/02/2019,Tottenham,Leicester,3,1,1,0,-143,290,450,-111,110,-1
E0,11/02/2019,Wolves,Newcastle,1,1,0,0,-143,275,475,130,-133,-1
E0,22/02/2019,Cardiff,Watford,1,5,0,1,210,240,145,115,-120,0
E0,22/02/2019,West Ham,Fulham,3,1,2,1,-105,280,300,-133,128,-1
E0,23/02/2019,Bournemouth,Wolves,1,1,1,0,187,240,162,115,-120,0.25
E0,23/02/2019,Burnley,Tottenham,2,1,0,0,475,280,-143,-125,121,1
E0,23/02/2019,Leicester,Crystal Palace,1,4,0,1,125,240,250,128,-137,-0.25
E0,23/02/2019,Newcastle,Huddersfield,2,0,0,0,-120,250,425,163,-167,-1
E0,24/02/2019,Arsenal,Southampton,2,0,2,0,-200,375,600,-154,145,-1
E0,24/02/2019,Man United,Liverpool,0,0,0,0,210,250,137,-118,112,0.25
E0,26/02/2019,Cardiff,Everton,0,3,0,1,275,240,115,117,-125,0.25
E0,26/02/2019,Huddersfield,Wolves,1,0,0,0,400,250,-118,155,-164,1
E0,26/02/2019,Leicester,Brighton,2,1,1,0,-111,250,360,130,-139,-1
E0,26/02/2019,Newcastle,Burnley,2,0,2,0,115,230,290,145,-154,-0.25
E0,27/02/2019,Arsenal,Bournemouth,5,1,2,1,-227,400,650,-179,166,-1
E0,27/02/2019,Chelsea,Tottenham,2,0,0,0,130,250,225,-111,107,-0.25
E0,27/02/2019,Crystal Palace,Man United,1,3,0,1,225,250,130,-105,101,0.25
E0,27/02/2019,Liverpool,Watford,5,0,2,0,-357,500,1100,-169,165,-1.5
E0,27/02/2019,Man City,West Ham,1,0,0,0,-625,800,1800,-250,255,-2
E0,27/02/2019,Southampton,Fulham,2,0,2,0,-111,270,333,-105,100,-0.75
E0,02/03/2019,Bournemouth,Man City,0,1,0,0,1200,650,-455,-222,220,2
E0,02/03/2019,Brighton,Huddersfield,1,0,0,0,-118,240,425,160,-167,-0.75
E0,02/03/2019,Burnley,Crystal Palace,1,3,0,1,180,230,175,120,-120,0.25
E0,02/03/2019,Man United,Southampton,3,2,0,1,-222,350,750,-133,125,-1
E0,02/03/2019,Tottenham,Arsenal,1,1,0,1,105,270,275,-152,145,-0.25
E0,02/03/2019,West Ham,Newcastle,2,0,2,0,115,250,260,105,-110,-0.25
E0,02/03/2019,Wolves,Cardiff,2,0,2,0,-200,333,700,105,-110,-1
E0,03/03/2019,Everton,Liverpool,0,0,0,0,500,320,-164,-105,100,1
E0,03/03/2019,Fulham,Chelsea,1,2,1,2,550,350,-189,-133,131,1
E0,03/03/2019,Watford,Leicester,2,1,1,0,155,230,200,105,-108,-0.25
E0,09/03/2019,Cardiff,West Ham,2,0,1,0,260,250,115,100,-105,0.25
E0,09/03/2019,Crystal Palace,Brighton,1,2,0,1,-120,260,400,125,-133,-0.75
E0,09/03/2019,Huddersfield,Bournemouth,0,2,0,1,240,230,135,133,-141,0.25
E0,09/03/2019,Leicester,Fulham,3,1,1,0,-175,350,500,-133,129,-1
E0,09/03/2019,Man City,Watford,3,1,0,0,-625,800,1800,-286,260,-2.5
E0,09/03/2019,Newcastle,Everton,3,2,0,2,180,225,180,145,-154,-0.25
E0,09/03/2019,Southampton,Tottenham,2,1,0,1,350,280,-118,-118,110,0.75
E0,10/03/2019,Arsenal,Man United,2,0,1,0,140,260,200,-143,137,-0.25
E0,10/03/2019,Chelsea,Wolves,1,1,0,0,-182,320,600,-101,100,-1
E0,10/03/2019,Liverpool,Burnley,4,2,2,1,-625,750,2000,-200,190,-2.25
E0,16/03/2019,Bournemouth,Newcastle,2,2,0,1,105,260,280,110,-114,-0.25
E0,16/03/2019,Burnley,Leicester,1,2,1,1,210,240,145,110,-112,0.25
E0,16/03/2019,West Ham,Huddersfield,4,3,1,2,-182,320,600,105,-109,-1
E0,17/03/2019,Everton,Chelsea,2,0,0,0,300,280,-105,100,-105,0.75
E0,17/03/2019,Fulham,Liverpool,1,2,0,1,1100,600,-400,-192,176,1.5
E0,30/03/2019,Brighton,Southampton,0,1,0,0,155,220,210,152,-164,0
E0,30/03/2019,Burnley,Wolves,2,0,1,0,220,225,145,140,-149,0.25
E0,30/03/2019,Crystal Palace,Huddersfield,2,0,0,0,-222,340,800,121,-128,-1
E0,30/03/2019,Fulham,Man City,0,2,0,2,2000,1000,-833,-286,275,2.5
E0,30/03/2019,Leicester,Bournemouth,2,0,1,0,-118,280,350,-141,140,-1
E0,30/03/2019,Man United,Watford,2,1,1,0,-227,375,700,-149,145,-1
