Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5
E0,30/04/11,Wigan,Everton,1,1,1,0,180,225,160,119,-125
E0,01/05/11,Arsenal,Man United,1,0,0,0,150,225,188,106,-114
E0,01/05/11,Birmingham,Wolves,1,1,1,1,110,230,260,117,-130
E0,01/05/11,Liverpool,Newcastle,3,0,1,0,-227,333,650,-122,115
E0,01/05/11,Man City,West Ham,2,1,2,1,-250,350,800,-130,128
E0,07/05/11,Aston Villa,Wigan,1,1,1,1,-125,260,350,-114,107
E0,07/05/11,Bolton,Sunderland,1,2,0,1,-120,250,350,-103,-104
E0,07/05/11,Everton,Man City,2,1,0,1,170,220,170,115,-120
E0,07/05/11,Newcastle,Birmingham,2,1,2,1,-110,240,320,103,-114
E0,07/05/11,Tottenham,Blackpool,1,1,0,0,-333,450,900,-222,210
E0,07/05/11,West Ham,Blackburn,1,1,0,1,-105,260,280,-122,112
E0,08/05/11,Man United,Chelsea,2,1,2,0,138,225,210,120,-125
E0,08/05/11,Stoke,Arsenal,3,1,2,0,450,275,-149,-110,107
E0,08/05/11,Wolves,West Brom,3,1,2,0,110,240,250,-114,107
E0,09/05/11,Fulham,Liverpool,2,5,0,3,188,225,150,119,-132
E0,10/05/11,Man City,Tottenham,1,0,1,0,-110,240,320,100,-105
E0,14/05/11,Blackburn,Man United,1,1,1,0,400,260,-137,-106,106
E0,14/05/11,Blackpool,Bolton,4,3,3,2,120,240,225,-149,137
E0,14/05/11,Sunderland,Wolves,1,3,1,1,150,225,188,116,-123
E0,14/05/11,West Brom,Everton,1,0,1,0,163,225,175,-111,106
E0,15/05/11,Arsenal,Aston Villa,1,2,0,2,-278,400,750,-161,140
E0,15/05/11,Birmingham,Fulham,0,2,0,1,120,225,240,135,-147
E0,15/05/11,Chelsea,Newcastle,2,2,1,1,-400,500,1000,-189,175
E0,15/05/11,Liverpool,Tottenham,0,2,0,1,-137,280,375,-110,112
E0,15/05/11,Wigan,West Ham,3,2,0,2,110,240,250,-114,108
E0,17/05/11,Man City,Stoke,3,0,1,0,-278,375,800,100,100
E0,22/05/11,Aston Villa,Liverpool,1,0,1,0,220,240,125,-109,102
E0,22/05/11,Bolton,Man City,0,2,0,1,400,275,-143,-133,126
E0,22/05/11,Everton,Chelsea,1,0,0,0,210,225,138,-118,108
E0,22/05/11,Fulham,Arsenal,2,2,1,1,275,260,-105,-116,110
E0,22/05/11,Man United,Blackpool,4,2,1,1,-167,300,450,-143,163
E0,22/05/11,Newcastle,West Brom,3,3,2,0,100,250,275,-139,127
E0,22/05/11,Stoke,Wigan,0,1,0,0,175,260,140,-102,-105
E0,22/05/11,Tottenham,Birmingham,2,1,0,0,-189,300,550,-147,138
E0,22/05/11,West Ham,Sunderland,0,3,0,1,100,250,275,-139,125
E0,22/05/11,Wolves,Blackburn,2,3,0,3,120,200,275,-118,109
