Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
E0,13/08/2021,20:00,Brentford,Arsenal,2,0,1,0,300,240,-105,110,-139,0.5
E0,14/08/2021,12:30,Man United,Leeds,5,1,1,0,-189,350,475,-164,130,-1
E0,14/08/2021,15:00,Burnley,Brighton,1,2,1,0,210,210,145,150,-189,0.25
E0,14/08/2021,15:00,Chelsea,Crystal Palace,3,0,2,0,-400,475,1200,-125,100,-1.5
E0,14/08/2021,15:00,Everton,Southampton,3,1,0,1,-111,250,300,100,-125,-0.5
E0,14/08/2021,15:00,Leicester,Wolves,1,0,1,0,-152,280,425,109,-119,-0.75
E0,14/08/2021,15:00,Watford,Aston Villa,3,2,2,0,210,220,137,100,-125,0.25
E0,14/08/2021,17:30,Norwich,Liverpool,0,3,0,1,800,475,-333,-189,150,1.25
E0,15/08/2021,14:00,Newcastle,West Ham,2,4,2,1,220,250,120,-101,-106,0.25
E0,15/08/2021,16:30,Tottenham,Man City,1,0,0,0,450,320,-167,-112,104,1
E0,21/08/2021,12:30,Liverpool,Burnley,2,0,1,0,-556,650,1200,-189,150,-1.75
E0,21/08/2021,15:00,Aston Villa,Newcastle,2,0,1,0,-125,275,333,-139,110,-0.5
E0,21/08/2021,15:00,Crystal Palace,Brentford,0,0,0,0,155,220,187,130,-164,0
E0,21/08/2021,15:00,Leeds,Everton,2,2,1,1,137,240,200,-139,110,-0.25
E0,21/08/2021,15:00,Man City,Norwich,5,0,2,0,-1250,1000,2500,-303,240,-2.5
E0,21/08/2021,17:30,Brighton,Watford,2,0,2,0,-143,250,475,120,-152,-0.75
E0,22/08/2021,14:00,Southampton,Man United,1,1,1,0,450,320,-175,-139,110,1
E0,22/08/2021,14:00,Wolves,Tottenham,0,1,0,1,220,220,135,120,-152,0
E0,22/08/2021,16:30,Arsenal,Chelsea,0,2,0,2,375,275,-139,110,-139,0.5
E0,23/08/2021,20:00,West Ham,Leicester,4,1,1,0,150,250,175,-125,100,-0.25
E0,28/08/2021,12:30,Man City,Arsenal,5,0,3,0,-400,500,1100,-175,137,-1.5
E0,28/08/2021,15:00,Aston Villa,Brentford,1,1,1,1,-105,260,280,-111,-111,-0.5
E0,28/08/2021,15:00,Brighton,Everton,0,2,0,1,130,220,230,120,-152,-0.25
E0,28/08/2021,15:00,Newcastle,Southampton,2,2,0,0,150,240,180,-118,105,-0.25
E0,28/08/2021,15:00,Norwich,Leicester,1,2,1,1,350,250,-118,-125,100,0.5
E0,28/08/2021,15:00,West Ham,Crystal Palace,2,2,1,0,-182,300,550,-111,-111,-1
E0,28/08/2021,17:30,Liverpool,Chelsea,1,1,1,1,145,230,190,100,-125,-0.25
E0,29/08/2021,14:00,Burnley,Leeds,1,1,0,0,210,250,125,-139,110,0.25
E0,29/08/2021,14:00,Tottenham,Watford,1,0,1,0,-278,375,800,-125,100,-1.25
E0,29/08/2021,16:30,Wolves,Man United,0,1,0,0,400,250,-133,100,-125,0.75
E0,11/09/2021,12:30,Crystal Palace,Tottenham,3,0,0,0,320,250,-111,110,-139,0.5
E0,11/09/2021,15:00,Arsenal,Norwich,1,0,0,0,-200,360,500,-139,110,-1.5
E0,11/09/2021,15:00,Brentford,Brighton,0,1,0,0,180,220,162,150,-189,0
E0,11/09/2021,15:00,Leicester,Man City,0,1,0,0,500,300,-175,-139,110,1
E0,11/09/2021,15:00,Man United,Newcastle,4,1,1,0,-556,650,1400,-227,175,-2
E0,11/09/2021,15:00,Southampton,West Ham,0,0,0,0,190,250,140,-139,110,0.25
E0,11/09/2021,15:00,Watford,Wolves,0,2,0,0,240,220,125,130,-164,0.25
E0,11/09/2021,17:30,Chelsea,Aston Villa,3,0,1,0,-357,450,1000,-125,100,-1.5
