Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbMx>2.5,BbMx<2.5,BbAHh
I1,30/08/14,Chievo,Juventus,0,1,0,1,600,300,-200,111,-112,1
I1,30/08/14,Roma,Fiorentina,2,0,1,0,-149,280,400,-110,110,-0.75
I1,31/08/14,Atalanta,Verona,0,0,0,0,105,240,260,120,-127,-0.5
I1,31/08/14,Cesena,Parma,1,0,1,0,210,220,135,147,-143,0.25
I1,31/08/14,Genoa,Napoli,1,2,1,1,290,240,-105,106,-109,0.5
I1,31/08/14,Milan,Lazio,3,1,1,0,100,240,275,110,-111,-0.5
I1,31/08/14,Palermo,Sampdoria,1,1,1,0,120,225,230,131,-133,-0.25
I1,31/08/14,Sassuolo,Cagliari,1,1,1,1,130,240,200,-130,125,0
I1,31/08/14,Torino,Inter,0,0,0,0,210,230,130,108,-114,0
I1,31/08/14,Udinese,Empoli,2,0,0,0,-125,250,350,115,-120,-0.75
I1,13/09/14,Empoli,Roma,0,1,0,1,450,275,-161,-101,-102,1
I1,13/09/14,Juventus,Udinese,2,0,1,0,-250,350,700,-109,104,-1.5
I1,14/09/14,Cagliari,Atalanta,1,2,0,1,125,240,210,-125,120,-0.25
I1,14/09/14,Fiorentina,Genoa,0,0,0,0,-175,280,500,-112,110,-1
I1,14/09/14,Inter,Sassuolo,7,0,4,0,-227,333,600,-125,120,-1
I1,14/09/14,Lazio,Cesena,3,0,1,0,-303,400,800,-101,100,-1.5
I1,14/09/14,Napoli,Chievo,0,1,0,0,-278,375,700,-119,116,-1.5
I1,14/09/14,Parma,Milan,4,5,1,3,170,220,160,108,-106,0
I1,14/09/14,Sampdoria,Torino,2,0,1,0,140,210,210,150,-152,0
I1,15/09/14,Verona,Palermo,2,1,1,1,120,230,230,109,-115,-0.25
I1,20/09/14,Cesena,Empoli,2,2,2,0,180,200,170,152,-154,0
I1,20/09/14,Milan,Juventus,0,1,0,0,220,230,125,120,-118,0.25
I1,21/09/14,Atalanta,Fiorentina,0,1,0,0,225,210,130,128,-130,0.25
I1,21/09/14,Chievo,Parma,2,3,1,0,190,210,150,147,-154,0
I1,21/09/14,Genoa,Lazio,1,0,0,0,200,200,150,135,-139,0
I1,21/09/14,Palermo,Inter,1,1,1,1,275,240,100,115,-111,0.5
I1,21/09/14,Roma,Cagliari,2,0,2,0,-333,400,1000,-167,163,-1.5
I1,21/09/14,Sassuolo,Sampdoria,0,0,0,0,163,220,170,106,-111,0
I1,21/09/14,Torino,Verona,0,1,0,0,-110,250,300,116,-118,-0.5
I1,21/09/14,Udinese,Napoli,1,0,0,0,230,225,120,107,-106,0.25
I1,23/09/14,Empoli,Milan,2,2,2,1,350,230,-118,116,-118,0.5
I1,24/09/14,Cagliari,Torino,1,2,1,2,155,230,170,-105,100,0
I1,24/09/14,Fiorentina,Sassuolo,0,0,0,0,-227,333,600,-133,135,-1
I1,24/09/14,Inter,Atalanta,2,0,1,0,-227,333,600,-111,110,-1.25
I1,24/09/14,Juventus,Cesena,3,0,1,0,-769,700,1800,-182,175,-2.5
I1,24/09/14,Napoli,Palermo,3,3,3,2,-227,333,600,-123,125,-1.25
I1,24/09/14,Parma,Roma,1,2,0,1,275,240,100,101,-102,0.5
I1,24/09/14,Sampdoria,Chievo,2,1,1,0,-110,230,320,143,-139,-0.5
I1,24/09/14,Verona,Genoa,2,2,0,1,105,240,250,116,-115,-0.25
I1,25/09/14,Lazio,Udinese,0,1,0,1,-125,250,350,110,-111,-0.5
I1,27/09/14,Atalanta,Juventus,0,3,0,1,550,280,-182,118,-125,1
I1,27/09/14,Roma,Verona,2,0,0,0,-303,400,800,-133,128,-1.5
I1,28/09/14,Cesena,Milan,1,1,1,1,450,275,-161,111,-111,1
I1,28/09/14,Chievo,Empoli,1,1,0,0,125,225,225,155,-154,-0.25
I1,28/09/14,Genoa,Sampdoria,0,1,0,0,190,200,160,142,-149,0
I1,28/09/14,Inter,Cagliari,1,4,1,4,-227,333,600,-127,128,-1.5
I1,28/09/14,Sassuolo,Napoli,0,1,0,1,350,250,-125,-105,101,0.75
I1,28/09/14,Torino,Fiorentina,1,1,0,0,188,220,150,140,-143,0
I1,29/09/14,Palermo,Lazio,0,4,0,1,190,225,140,130,-130,0
I1,29/09/14,Udinese,Parma,4,2,2,2,120,220,240,121,-125,-0.25
I1,04/10/14,Milan,Chievo,2,0,0,0,-250,375,600,-103,-102,-1.5
I1,04/10/14,Verona,Cagliari,1,0,0,0,100,230,275,-115,125,-0.5
I1,05/10/14,Empoli,Palermo,3,0,2,0,138,220,200,140,-143,-0.25
I1,05/10/14,Fiorentina,Inter,3,0,2,0,138,230,190,121,-125,0
I1,05/10/14,Juventus,Roma,3,2,2,2,-125,250,350,111,-112,-0.5
I1,05/10/14,Lazio,Sassuolo,3,2,3,1,-200,300,600,-115,114,-1
I1,05/10/14,Napoli,Torino,2,1,0,1,-200,300,600,100,-102,-1
I1,05/10/14,Parma,Genoa,1,2,0,0,-110,240,300,111,-114,-0.5
I1,05/10/14,Sampdoria,Atalanta,1,0,1,0,-120,240,350,142,-147,-0.5
I1,05/10/14,Udinese,Cesena,1,1,0,0,-222,320,650,118,-125,-1
I1,18/10/14,Roma,Chievo,3,0,3,0,-333,450,800,-130,125,-1.5
I1,18/10/14,Sassuolo,Juventus,1,1,1,1,650,350,-250,-116,115,1.25
I1,19/10/14,Atalanta,Parma,1,0,0,0,150,220,188,125,-123,0
I1,19/10/14,Cagliari,Sampdoria,2,2,0,2,150,230,175,105,-106,0
I1,19/10/14,Fiorentina,Lazio,0,2,0,1,105,230,260,128,-133,-0.5
I1,19/10/14,Inter,Napoli,2,2,0,0,150,225,180,104,-104,0
I1,19/10/14,Palermo,Cesena,2,1,1,0,-154,260,450,125,-125,-0.75
I1,19/10/14,Torino,Udinese,1,0,0,0,115,220,240,142,-139,-0.25
I1,19/10/14,Verona,Milan,1,3,0,2,240,240,110,-104,100,0.25
I1,20/10/14,Genoa,Empoli,1,1,1,0,110,230,250,138,-143,-0.25
I1,25/10/14,Empoli,Cagliari,0,4,0,4,100,240,275,100,-104,-0.5
I1,25/10/14,Parma,Sassuolo,1,3,0,2,-137,260,375,-105,104,-0.75
I1,25/10/14,Sampdoria,Roma,0,0,0,0,260,250,100,120,-118,0.5
I1,26/10/14,Cesena,Inter,0,1,0,1,550,260,-175,119,-118,1
I1,26/10/14,Chievo,Genoa,1,2,1,0,138,210,210,147,-147,-0.25
I1,26/10/14,Juventus,Palermo,2,0,1,0,-455,450,1400,-135,138,-1.75
I1,26/10/14,Lazio,Torino,2,1,1,0,-133,250,375,121,-125,-0.75
I1,26/10/14,Milan,Fiorentina,1,1,1,0,105,240,260,106,-106,-0.5
I1,26/10/14,Napoli,Verona,6,2,1,1,-250,350,700,-143,136,-1.5
I1,26/10/14,Udinese,Atalanta,2,0,2,0,-110,240,300,130,-128,-0.5
I1,28/10/14,Sassuolo,Empoli,3,1,0,1,120,225,230,120,-123,-0.25
I1,29/10/14,Atalanta,Napoli,1,1,0,0,300,240,-110,104,-109,0.5
I1,29/10/14,Cagliari,Milan,1,1,1,1,240,240,110,-127,124,0.25
I1,29/10/14,Fiorentina,Udinese,3,0,1,0,-154,260,450,118,-120,-0.75
I1,29/10/14,Genoa,Juventus,1,0,0,0,600,300,-200,111,-111,1
I1,29/10/14,Inter,Sampdoria,1,0,0,0,-125,260,333,116,-120,-0.75
I1,29/10/14,Palermo,Chievo,1,0,0,0,-110,240,300,143,-149,-0.5
I1,29/10/14,Roma,Cesena,2,0,1,0,-556,550,1400,-147,144,-2
I1,29/10/14,Torino,Parma,1,0,1,0,-120,240,333,119,-125,-0.5
I1,30/10/14,Verona,Lazio,1,1,0,1,220,230,125,-101,100,0.25
I1,01/11/14,Empoli,Juventus,0,2,0,0,650,320,-227,109,-109,1
I1,01/11/14,Napoli,Roma,2,0,1,0,140,230,190,-112,110,-0.25
I1,01/11/14,Parma,Inter,2,0,1,0,240,240,110,112,-115,0.25
I1,02/11/14,Chievo,Sassuolo,0,0,0,0,140,220,200,148,-149,0
I1,02/11/14,Milan,Palermo,0,2,0,2,-200,300,600,-112,108,-1
I1,02/11/14,Sampdoria,Fiorentina,3,1,2,1,200,220,140,130,-133,0
I1,02/11/14,Torino,Atalanta,0,0,0,0,-118,250,320,136,-139,-0.5
I1,02/11/14,Udinese,Genoa,2,4,2,2,105,230,260,130,-132,-0.5
I1,03/11/14,Cesena,Verona,1,1,1,0,188,220,150,123,-125,0
I1,03/11/14,Lazio,Cagliari,4,2,3,0,-189,280,550,-120,130,-1
I1,08/11/14,Sampdoria,Milan,2,2,1,1,160,220,170,123,-122,0.25
I1,08/11/14,Sassuolo,Atalanta,0,0,0,0,110,240,240,128,-133,-0.25
I1,09/11/14,Cagliari,Genoa,1,1,1,0,120,240,220,-118,111,-0.25
I1,09/11/14,Chievo,Cesena,2,1,0,0,-118,240,333,152,-154,-0.5
I1,09/11/14,Empoli,Lazio,2,1,0,0,275,225,105,110,-111,0.25
I1,09/11/14,Fiorentina,Napoli,0,1,0,0,150,230,175,107,-111,0
I1,09/11/14,Inter,Verona,2,2,1,1,-222,350,550,-139,131,-1
I1,09/11/14,Juventus,Parma,7,0,3,0,-500,500,1400,-133,132,-1.75
I1,09/11/14,Palermo,Udinese,1,1,1,1,115,230,240,131,-133,-0.25
I1,09/11/14,Roma,Torino,3,0,2,0,-227,333,600,-111,108,-1
I1,22/11/14,Atalanta,Roma,1,2,1,2,350,240,-120,122,-122,0.5
I1,22/11/14,Lazio,Juventus,0,3,0,1,275,240,100,105,-110,0.5
I1,23/11/14,Cesena,Sampdoria,1,1,0,0,300,230,-105,156,-159,0.5
I1,23/11/14,Milan,Inter,1,1,1,0,163,220,170,112,-118,0
I1,23/11/14,Napoli,Cagliari,3,3,2,1,-278,375,750,-172,162,-1.5
I1,23/11/14,Parma,Empoli,0,2,0,1,115,240,230,113,-109,-0.25
I1,23/11/14,Torino,Sassuolo,0,1,0,0,-120,250,333,125,-128,-0.5
I1,23/11/14,Udinese,Chievo,1,1,1,0,-118,240,333,135,-125,-0.5
I1,23/11/14,Verona,Fiorentina,1,2,1,1,240,240,110,104,-104,0.25
I1,24/11/14,Genoa,Palermo,1,1,1,1,115,230,240,145,-154,-0.25
I1,29/11/14,Chievo,Lazio,0,0,0,0,275,230,110,130,-139,0.25
I1,29/11/14,Sassuolo,Verona,2,1,0,1,100,250,260,-105,102,-0.5
