Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbMx>2.5,BbMx<2.5,BbAHh
I1,24/08/13,Sampdoria,Juventus,0,1,0,0,700,300,-222,108,-111,1
I1,24/08/13,Verona,Milan,2,1,1,1,375,260,-133,106,-109,1
I1,25/08/13,Cagliari,Atalanta,2,1,1,1,150,200,200,142,-145,0
I1,25/08/13,Inter,Genoa,2,0,0,0,-161,275,450,102,-105,-1
I1,25/08/13,Lazio,Udinese,2,1,2,0,100,240,275,112,-112,-0.5
I1,25/08/13,Livorno,Roma,0,2,0,0,260,250,100,-118,116,0.5
I1,25/08/13,Napoli,Bologna,3,0,2,0,-278,375,750,-130,122,-1.5
I1,25/08/13,Parma,Chievo,0,0,0,0,-118,250,320,130,-132,-0.25
I1,25/08/13,Torino,Sassuolo,2,0,1,0,100,230,280,130,-132,-0.25
I1,26/08/13,Fiorentina,Catania,2,1,2,1,-227,320,650,-115,109,-1
I1,31/08/13,Chievo,Napoli,2,4,2,2,375,250,-133,125,-123,0.5
I1,31/08/13,Juventus,Lazio,4,1,2,1,-278,350,800,-115,110,-1.5
I1,01/09/13,Atalanta,Torino,2,0,0,0,110,220,260,144,-154,-0.5
I1,01/09/13,Bologna,Sampdoria,2,2,1,1,120,225,230,138,-143,-0.5
I1,01/09/13,Catania,Inter,0,3,0,1,175,220,160,110,-106,0
I1,01/09/13,Genoa,Fiorentina,2,5,0,3,300,230,-105,105,-111,0.5
I1,01/09/13,Milan,Cagliari,3,1,2,1,-250,350,650,-118,114,-1.5
I1,01/09/13,Roma,Verona,3,0,0,0,-250,350,700,-133,129,-1
I1,01/09/13,Sassuolo,Livorno,1,4,0,1,-105,220,320,139,-137,-0.5
I1,01/09/13,Udinese,Parma,3,1,1,0,110,225,260,120,-125,-0.5
I1,14/09/13,Inter,Juventus,1,1,0,0,250,230,110,100,-104,0.5
I1,14/09/13,Napoli,Atalanta,2,0,0,0,-278,375,750,-123,125,-1.5
I1,14/09/13,Torino,Milan,2,2,0,0,375,260,-137,113,-115,0.5
I1,15/09/13,Fiorentina,Cagliari,1,1,0,0,-227,333,600,-137,130,-1
I1,15/09/13,Lazio,Chievo,3,0,3,0,-149,275,400,121,-122,-1
I1,15/09/13,Livorno,Catania,2,0,0,0,150,220,188,115,-115,0
I1,15/09/13,Sampdoria,Genoa,0,3,0,1,140,210,210,136,-133,-0.25
I1,15/09/13,Udinese,Bologna,1,1,0,0,-125,250,350,116,-118,-0.75
I1,15/09/13,Verona,Sassuolo,2,0,1,0,125,220,225,133,-133,-0.25
I1,16/09/13,Parma,Roma,1,3,1,0,210,230,130,-109,104,0
I1,21/09/13,Cagliari,Sampdoria,2,2,1,0,110,220,260,131,-125,-0.5
I1,21/09/13,Chievo,Udinese,2,1,2,1,175,220,160,133,-133,0.25
I1,21/09/13,Genoa,Livorno,0,0,0,0,-133,250,375,117,-118,-0.5
I1,22/09/13,Atalanta,Fiorentina,0,2,0,1,180,240,140,110,-111,0.25
I1,22/09/13,Bologna,Torino,1,2,1,2,115,220,250,130,-133,-0.5
I1,22/09/13,Catania,Parma,0,0,0,0,105,225,275,114,-115,-0.5
I1,22/09/13,Juventus,Verona,2,1,2,1,-588,600,1400,-167,160,-2
I1,22/09/13,Milan,Napoli,1,2,0,1,150,240,170,102,100,-0.25
I1,22/09/13,Roma,Lazio,2,0,0,0,110,240,240,-109,108,-0.25
I1,22/09/13,Sassuolo,Inter,0,7,0,3,350,275,-133,100,100,0.75
I1,24/09/13,Udinese,Genoa,1,0,0,0,-120,240,350,110,-118,-0.5
