Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
I1,13/08/2022,17:30,Milan,Udinese,4,2,2,2,-227,375,600,-139,110,-1.25
I1,13/08/2022,17:30,Sampdoria,Atalanta,0,2,0,1,333,290,-133,-139,110,0.75
I1,13/08/2022,19:45,Lecce,Inter,1,2,0,1,900,475,-357,-175,137,1.5
I1,13/08/2022,19:45,Monza,Torino,1,2,0,1,160,230,175,110,-139,0
I1,14/08/2022,17:30,Fiorentina,Cremonese,3,2,2,1,-278,400,750,-152,120,-1
I1,14/08/2022,17:30,Lazio,Bologna,2,1,0,1,-175,333,475,-152,120,-0.75
I1,14/08/2022,19:45,Salernitana,Roma,0,1,0,1,550,375,-227,-139,110,1.25
I1,14/08/2022,19:45,Spezia,Empoli,1,0,1,0,145,230,190,-106,-104,-0.25
I1,15/08/2022,17:30,Verona,Napoli,2,5,1,2,250,250,105,-125,100,0.5
I1,15/08/2022,19:45,Juventus,Sassuolo,3,0,2,0,-227,375,600,-189,150,-1.25
I1,20/08/2022,17:30,Torino,Lazio,0,0,0,0,200,250,130,-109,-102,0
I1,20/08/2022,17:30,Udinese,Salernitana,0,0,0,0,-133,280,350,-125,100,-0.75
I1,20/08/2022,19:45,Inter,Spezia,3,0,1,0,-625,700,1400,-333,250,-2.5
I1,20/08/2022,19:45,Sassuolo,Lecce,1,0,1,0,-133,300,320,-164,130,-0.75
I1,21/08/2022,17:30,Empoli,Fiorentina,0,0,0,0,275,280,-111,-152,120,0.25
I1,21/08/2022,17:30,Napoli,Monza,4,0,2,0,-303,450,700,-200,162,-1.75
I1,21/08/2022,19:45,Atalanta,Milan,1,1,1,0,175,250,150,-139,110,0.25
I1,21/08/2022,19:45,Bologna,Verona,1,1,1,1,115,250,230,-118,105,-0.5
I1,22/08/2022,17:30,Roma,Cremonese,1,0,0,0,-400,550,1000,-164,130,-1.75
I1,22/08/2022,19:45,Sampdoria,Juventus,0,0,0,0,475,300,-167,-112,101,0.75
I1,26/08/2022,17:30,Monza,Udinese,1,2,1,1,210,240,130,-114,102,0.25
I1,26/08/2022,19:45,Lazio,Inter,3,1,1,0,300,280,-120,-152,120,0.5
I1,27/08/2022,17:30,Cremonese,Torino,1,2,0,1,220,240,125,103,-115,0.25
