Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,B365>2.5,B365<2.5,AHCh
I1,23/08/2025,17:30,Genoa,Lecce,0,0,0,0,-111,230,350,138,-175,-0.75
I1,23/08/2025,17:30,Sassuolo,Napoli,0,2,0,1,500,300,-175,-102,-114,0.75
I1,23/08/2025,19:45,Milan,Cremonese,1,2,1,1,-303,425,800,-149,120,-1.5
I1,23/08/2025,19:45,Roma,Bologna,1,0,0,0,110,230,250,110,-137,-0.25
I1,24/08/2025,17:30,Cagliari,Fiorentina,1,1,0,0,225,230,125,110,-137,0.25
I1,24/08/2025,17:30,Como,Lazio,2,0,0,0,140,225,200,103,-120,-0.25
I1,24/08/2025,19:45,Atalanta,Pisa,1,1,0,1,-250,400,600,-149,120,-1.25
I1,24/08/2025,19:45,Juventus,Parma,2,0,0,0,-238,375,650,-137,110,-1.25
I1,25/08/2025,17:30,Udinese,Verona,1,1,0,0,-105,230,310,120,-149,-0.5
I1,25/08/2025,19:45,Inter,Torino,5,0,2,0,-238,375,650,-137,110,-1.5
I1,29/08/2025,17:30,Cremonese,Sassuolo,3,2,2,0,160,220,175,110,-137,0
I1,29/08/2025,19:45,Lecce,Milan,0,2,0,0,500,290,-175,100,-118,1
I1,30/08/2025,17:30,Bologna,Como,1,0,0,0,145,210,210,130,-161,0
I1,30/08/2025,17:30,Parma,Atalanta,1,1,0,0,310,250,-110,-108,-108,0.75
I1,30/08/2025,19:45,Napoli,Cagliari,1,0,0,0,-333,400,1000,-118,100,-1.25
I1,30/08/2025,19:45,Pisa,Roma,0,1,0,0,425,260,-143,103,-120,0.75
I1,31/08/2025,17:30,Genoa,Juventus,0,1,0,0,350,240,-118,130,-161,0.5
I1,31/08/2025,17:30,Torino,Fiorentina,0,0,0,0,220,210,140,130,-161,0.25
I1,31/08/2025,19:45,Inter,Udinese,1,2,1,2,-333,425,850,-161,130,-1.5
I1,31/08/2025,19:45,Lazio,Verona,4,0,3,0,-208,333,600,-108,-108,-1
I1,13/09/2025,14:00,Cagliari,Parma,2,0,1,0,115,220,260,120,-149,-0.25
I1,13/09/2025,17:00,Juventus,Inter,4,3,2,1,175,200,175,120,-149,0
I1,13/09/2025,19:45,Fiorentina,Napoli,1,3,0,2,250,210,125,138,-175,0.5
I1,14/09/2025,11:30,Roma,Torino,0,1,0,0,-200,310,600,105,-125,-1
I1,14/09/2025,14:00,Atalanta,Lecce,4,1,1,0,-250,350,750,-125,100,-1.25
I1,14/09/2025,14:00,Pisa,Udinese,0,1,0,1,175,210,175,130,-161,0
I1,14/09/2025,17:00,Sassuolo,Lazio,1,0,0,0,250,260,105,-111,-105,0.5
I1,14/09/2025,19:45,Milan,Bologna,1,0,0,0,-110,240,320,100,-118,-0.75
I1,15/09/2025,17:30,Verona,Cremonese,0,0,0,0,138,210,220,130,-161,0
I1,15/09/2025,19:45,Como,Genoa,1,1,1,0,-161,275,500,110,-137,-0.75
I1,19/09/2025,19:45,Lecce,Cagliari,1,2,1,1,188,190,175,150,-189,0
I1,20/09/2025,14:00,Bologna,Genoa,2,1,0,0,-120,220,425,150,-189,-0.5
I1,20/09/2025,17:00,Verona,Juventus,1,1,1,1,550,290,-182,120,-149,1
I1,20/09/2025,19:45,Udinese,Milan,0,3,0,1,333,260,-120,110,-137,0.75
I1,21/09/2025,11:30,Lazio,Roma,0,1,0,1,180,210,163,130,-161,0
I1,21/09/2025,14:00,Cremonese,Parma,0,0,0,0,155,220,188,120,-149,0
I1,21/09/2025,14:00,Torino,Atalanta,0,3,0,3,225,240,120,120,-149,0.5
I1,21/09/2025,17:00,Fiorentina,Como,1,2,1,0,160,220,180,110,-137,0
I1,21/09/2025,19:45,Inter,Sassuolo,2,1,1,0,-345,450,1100,-175,138,-1.5
I1,22/09/2025,19:45,Napoli,Pisa,3,2,1,0,-370,475,1100,-120,103,-1.5
I1,27/09/2025,14:00,Como,Cremonese,1,1,1,0,-222,333,700,-114,-102,-1.25
I1,27/09/2025,17:00,Juventus,Atalanta,1,1,0,1,-118,260,320,103,-120,-0.5
I1,27/09/2025,19:45,Cagliari,Inter,0,2,0,1,500,320,-189,-125,100,1
I1,28/09/2025,11:30,Sassuolo,Udinese,3,1,2,0,130,220,230,110,-137,-0.25
I1,28/09/2025,14:00,Pisa,Fiorentina,0,0,0,0,230,225,125,120,-149,0.25
I1,28/09/2025,14:00,Roma,Verona,2,0,1,0,-238,320,750,110,-137,-1.25
I1,28/09/2025,17:00,Lecce,Bologna,2,2,1,1,320,200,105,150,-189,0.75
I1,28/09/2025,19:45,Milan,Napoli,2,1,2,0,135,210,220,110,-137,-0.5
I1,29/09/2025,17:30,Parma,Torino,2,1,1,0,130,210,240,120,-149,-0.25
I1,29/09/2025,19:45,Genoa,Lazio,0,3,0,2,200,200,160,130,-161,0
I1,03/10/2025,19:45,Verona,Sassuolo,0,1,0,0,150,210,200,130,-161,-0.25
I1,04/10/2025,14:00,Lazio,Torino,3,3,2,1,-143,260,425,110,-137,-0.5
I1,04/10/2025,14:00,Parma,Lecce,0,1,0,1,-118,270,310,120,-149,-0.5
I1,04/10/2025,17:00,Inter,Cremonese,4,1,2,0,-500,550,1400,-200,163,-2
I1,04/10/2025,19:45,Atalanta,Como,1,1,1,1,120,240,225,-137,110,-0.25
I1,05/10/2025,11:30,Udinese,Cagliari,1,1,0,1,115,220,260,130,-161,-0.5
I1,05/10/2025,14:00,Bologna,Pisa,4,0,3,0,-167,290,475,120,-149,-0.75
I1,05/10/2025,14:00,Fiorentina,Roma,1,2,1,2,200,230,140,100,-125,0
I1,05/10/2025,17:00,Napoli,Genoa,2,1,0,1,-208,300,700,120,-149,-1
I1,05/10/2025,19:45,Juventus,Milan,0,0,0,0,170,220,170,110,-137,0
I1,18/10/2025,14:00,Lecce,Sassuolo,0,0,0,0,190,220,150,120,-149,0
I1,18/10/2025,14:00,Pisa,Verona,0,0,0,0,155,210,190,138,-175,0
I1,18/10/2025,17:00,Torino,Napoli,1,0,1,0,425,230,-125,120,-149,0.5
I1,18/10/2025,19:45,Roma,Inter,0,1,0,1,230,225,125,110,-137,0.25
I1,19/10/2025,11:30,Como,Juventus,2,0,1,0,188,225,150,110,-137,0.25
I1,19/10/2025,14:00,Cagliari,Bologna,0,2,0,1,260,230,110,130,-161,0.5
I1,19/10/2025,14:00,Genoa,Parma,0,0,0,0,110,200,300,150,-189,-0.25
I1,19/10/2025,17:00,Atalanta,Lazio,0,0,0,0,-137,300,350,-125,100,-0.5
I1,19/10/2025,19:45,Milan,Fiorentina,2,1,0,0,-200,333,550,-114,-102,-0.75
I1,20/10/2025,19:45,Cremonese,Udinese,1,1,1,0,200,225,140,120,-149,0.25
I1,24/10/2025,19:45,Milan,Pisa,2,2,1,0,-333,450,900,-125,105,-1.5
I1,25/10/2025,14:00,Parma,Como,0,0,0,0,290,250,-105,105,-133,0.5
I1,25/10/2025,14:00,Udinese,Lecce,3,2,2,0,-125,240,375,120,-149,-0.5
I1,25/10/2025,17:00,Napoli,Inter,3,1,1,0,200,210,140,110,-137,0.25
I1,25/10/2025,19:45,Cremonese,Atalanta,1,1,0,0,400,320,-161,-114,-102,1.25
I1,26/10/2025,11:30,Torino,Genoa,2,1,0,1,125,190,250,175,-227,-0.25
I1,26/10/2025,14:00,Sassuolo,Roma,0,1,0,1,350,250,-118,110,-137,0.5
I1,26/10/2025,14:00,Verona,Cagliari,2,2,1,0,125,200,260,150,-189,-0.5
I1,26/10/2025,17:00,Fiorentina,Bologna,2,2,0,1,170,210,175,120,-149,0
I1,26/10/2025,19:45,Lazio,Juventus,1,0,1,0,220,225,130,120,-149,0.25
I1,28/10/2025,17:30,Lecce,Napoli,0,1,0,0,550,275,-182,120,-149,1
I1,28/10/2025,19:45,Atalanta,Milan,1,1,1,1,163,220,175,100,-118,0
I1,29/10/2025,17:30,Como,Verona,3,1,1,1,-167,260,550,110,-137,-1
I1,29/10/2025,17:30,Juventus,Udinese,3,1,1,1,-227,310,750,-102,-114,-1.25
I1,29/10/2025,17:30,Roma,Parma,2,1,0,0,-189,275,650,110,-137,-1
I1,29/10/2025,19:45,Bologna,Torino,0,0,0,0,-133,250,400,120,-149,-0.5
I1,29/10/2025,19:45,Genoa,Cremonese,0,2,0,1,-118,225,375,150,-189,-0.75
I1,29/10/2025,19:45,Inter,Fiorentina,3,0,0,0,-263,350,750,-137,110,-1.5
I1,30/10/2025,17:30,Cagliari,Sassuolo,1,2,0,0,160,210,188,120,-149,0
I1,30/10/2025,19:45,Pisa,Lazio,0,0,0,0,270,225,110,120,-149,0.25
I1,01/11/2025,14:00,Udinese,Atalanta,1,0,1,0,350,260,-125,-118,100,0.75
I1,01/11/2025,17:00,Napoli,Como,0,0,0,0,-105,210,350,120,-149,-0.5
I1,01/11/2025,19:45,Cremonese,Juventus,1,2,0,1,550,333,-200,-102,-114,1
I1,02/11/2025,11:30,Verona,Inter,1,2,1,1,650,350,-238,-125,100,1.25
I1,02/11/2025,14:00,Fiorentina,Lecce,0,1,0,1,-161,280,475,120,-149,-0.75
I1,02/11/2025,14:00,Torino,Pisa,2,2,2,2,-105,225,333,130,-161,-0.5
I1,02/11/2025,17:00,Parma,Bologna,1,3,1,1,320,200,105,150,-189,0.5
I1,02/11/2025,19:45,Milan,Roma,1,0,1,0,120,200,270,120,-149,-0.25
I1,03/11/2025,17:30,Sassuolo,Genoa,1,2,0,1,145,200,220,150,-189,-0.25
I1,03/11/2025,19:45,Lazio,Cagliari,2,0,0,0,-189,280,600,-102,-114,-0.75
I1,07/11/2025,19:45,Pisa,Cremonese,1,0,0,0,125,210,240,138,-175,-0.25
I1,08/11/2025,14:00,Como,Cagliari,0,0,0,0,-208,350,550,-111,-105,-1
I1,08/11/2025,14:00,Lecce,Verona,0,0,0,0,175,190,190,163,-200,0
I1,08/11/2025,17:00,Juventus,Torino,0,0,0,0,-200,310,600,105,-125,-1
I1,08/11/2025,19:45,Parma,Milan,2,2,1,2,475,300,-175,110,-137,1
I1,09/11/2025,11:30,Atalanta,Sassuolo,0,3,0,1,-227,350,600,-149,120,-1.25
I1,09/11/2025,14:00,Bologna,Napoli,2,0,0,0,200,210,155,150,-189,0
I1,09/11/2025,14:00,Genoa,Fiorentina,2,2,1,1,175,200,175,150,-189,0
I1,09/11/2025,17:00,Roma,Udinese,2,0,1,0,-182,300,525,103,-120,-1
I1,09/11/2025,19:45,Inter,Lazio,2,0,1,0,-278,400,700,-149,120,-1.5
