Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbMx>2.5,BbMx<2.5,BbAHh
I1,28/08/10,Roma,Cesena,0,0,0,0,-345,375,1200,-119,110,-1.25
I1,28/08/10,Udinese,Genoa,0,1,0,0,140,210,210,102,-108,0
I1,29/08/10,Bari,Juventus,1,0,1,0,333,225,-110,125,-133,0
I1,29/08/10,Chievo,Catania,2,1,1,1,120,210,250,133,-139,0
I1,29/08/10,Fiorentina,Napoli,1,1,0,1,130,210,230,111,-122,0
I1,29/08/10,Milan,Lecce,4,0,3,0,-303,350,1000,-106,-101,0
I1,29/08/10,Palermo,Cagliari,0,0,0,0,-137,225,450,102,-109,0
I1,29/08/10,Parma,Brescia,2,0,2,0,-120,225,375,120,-132,0
I1,29/08/10,Sampdoria,Lazio,2,0,0,0,110,210,275,117,-120,0
I1,30/08/10,Bologna,Inter,0,0,0,0,525,250,-161,106,-114,0
I1,11/09/10,Cagliari,Roma,5,1,3,1,225,210,130,-110,102,0
I1,11/09/10,Cesena,Milan,2,0,2,0,600,275,-189,100,-108,1
I1,11/09/10,Inter,Udinese,2,1,1,1,-250,333,750,-116,109,-1.25
I1,12/09/10,Brescia,Palermo,3,2,3,1,225,210,130,104,-112,0
I1,12/09/10,Catania,Parma,2,1,1,0,125,210,240,120,-133,0
I1,12/09/10,Genoa,Chievo,1,3,1,1,-143,250,425,100,-105,0
I1,12/09/10,Juventus,Sampdoria,3,3,1,1,-125,250,350,107,-112,-0.75
I1,12/09/10,Lazio,Bologna,3,1,0,0,-137,240,425,122,-133,-0.75
I1,12/09/10,Lecce,Fiorentina,1,0,1,0,250,210,120,120,-128,0
I1,12/09/10,Napoli,Bari,2,2,1,1,-137,240,425,105,-116,-0.75
I1,18/09/10,Fiorentina,Lazio,1,2,1,1,105,225,275,126,-133,0
I1,18/09/10,Milan,Catania,1,1,1,1,-333,375,1000,-120,114,-1.5
I1,19/09/10,Bari,Cagliari,0,0,0,0,-105,230,300,110,-120,0
I1,19/09/10,Cesena,Lecce,1,0,0,0,100,225,290,115,-128,-0.5
I1,19/09/10,Chievo,Brescia,0,1,0,1,-110,230,320,125,-132,-0.5
I1,19/09/10,Palermo,Inter,1,2,1,0,230,225,120,105,-112,0
I1,19/09/10,Parma,Genoa,1,1,0,1,135,220,210,110,-116,0
I1,19/09/10,Roma,Bologna,2,2,1,0,-250,333,700,-118,107,-1.25
I1,19/09/10,Sampdoria,Napoli,1,2,0,0,125,220,225,120,-132,0
I1,19/09/10,Udinese,Juventus,0,4,0,3,200,220,140,102,-105,0
I1,22/09/10,Bologna,Udinese,2,1,1,1,150,210,190,110,-111,0
I1,22/09/10,Brescia,Roma,2,1,1,0,260,220,110,-119,111,0
I1,22/09/10,Cagliari,Sampdoria,0,0,0,0,140,210,210,107,-112,0
I1,22/09/10,Catania,Cesena,2,0,1,0,105,210,290,125,-137,-0.5
I1,22/09/10,Genoa,Fiorentina,1,1,1,1,120,210,240,103,-112,0
I1,22/09/10,Inter,Bari,4,0,1,0,-250,350,650,-118,112,0
I1,22/09/10,Lazio,Milan,1,1,0,0,250,210,120,111,-120,0
I1,22/09/10,Lecce,Parma,1,1,1,0,150,200,200,121,-128,0
I1,22/09/10,Napoli,Chievo,1,3,1,1,-149,240,475,118,-128,-0.75
I1,23/09/10,Juventus,Palermo,1,3,0,1,-137,250,400,-125,116,-0.75
I1,25/09/10,Milan,Genoa,1,0,0,0,-149,250,450,-102,100,-0.75
I1,25/09/10,Roma,Inter,1,0,0,0,240,220,120,-103,-101,0
I1,26/09/10,Bari,Brescia,2,1,1,1,-110,220,333,125,-132,-0.5
I1,26/09/10,Catania,Bologna,1,1,0,1,-110,225,333,123,-133,-0.5
I1,26/09/10,Cesena,Napoli,1,4,0,0,200,200,150,122,-133,0
I1,26/09/10,Chievo,Lazio,0,1,0,0,150,200,200,122,-122,0
I1,26/09/10,Fiorentina,Parma,2,0,0,0,-105,220,320,109,-120,-0.5
I1,26/09/10,Juventus,Cagliari,4,2,2,1,-167,260,500,-119,108,0
I1,26/09/10,Palermo,Lecce,2,2,0,1,-189,250,550,-110,104,-1
I1,26/09/10,Sampdoria,Udinese,0,0,0,0,-133,230,350,-116,108,-0.5
I1,02/10/10,Parma,Milan,0,1,0,1,280,230,100,110,-120,0
I1,02/10/10,Udinese,Cesena,1,0,0,0,-133,250,375,119,-127,-0.75
I1,03/10/10,Bologna,Sampdoria,1,1,0,1,160,210,180,120,-132,0
I1,03/10/10,Chievo,Cagliari,0,0,0,0,125,210,240,120,-130,0
I1,03/10/10,Fiorentina,Palermo,1,2,0,2,100,225,290,105,-114,-0.5
I1,03/10/10,Genoa,Bari,2,1,1,0,-110,225,333,110,-115,-0.5
I1,03/10/10,Inter,Juventus,0,0,0,0,-133,240,400,-104,104,0
I1,03/10/10,Lazio,Brescia,1,0,1,0,-149,250,450,105,-111,-0.75
I1,03/10/10,Lecce,Catania,1,0,1,0,138,210,210,135,-147,0
I1,03/10/10,Napoli,Roma,2,0,0,0,140,210,210,-106,100,0
I1,16/10/10,Milan,Chievo,3,1,2,0,-227,300,700,105,-114,-1
I1,16/10/10,Roma,Genoa,2,1,1,0,-110,225,333,-110,105,-0.5
I1,17/10/10,Bari,Lazio,0,2,0,0,170,200,180,125,-127,0
I1,17/10/10,Brescia,Udinese,0,1,0,0,170,200,180,103,-110,0
I1,17/10/10,Cagliari,Inter,0,1,0,1,300,220,100,118,-116,0.5
I1,17/10/10,Catania,Napoli,1,1,0,1,188,200,163,128,-139,0
I1,17/10/10,Cesena,Parma,1,1,1,1,150,200,200,142,-154,0
I1,17/10/10,Juventus,Lecce,4,0,3,0,-278,350,800,-130,123,-1.25
I1,17/10/10,Palermo,Bologna,4,1,2,0,-161,260,500,-108,102,-0.75
I1,17/10/10,Sampdoria,Fiorentina,2,1,0,1,110,220,260,125,-133,0
I1,23/10/10,Fiorentina,Bari,2,1,1,0,-133,240,400,125,-137,-0.75
I1,24/10/10,Bologna,Juventus,0,0,0,0,320,250,-118,-102,-103,0.5
I1,24/10/10,Chievo,Cesena,2,1,1,1,-118,225,360,143,-161,-0.5
