Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,B365H,B365D,B365A,BbMx>2.5,BbMx<2.5,BbAHh
I1,20/08/16,Juventus,Fiorentina,2,1,1,0,-200,320,600,111,-115,-1
I1,20/08/16,Roma,Udinese,4,0,0,0,-227,350,650,-120,114,-1.5
I1,21/08/16,Atalanta,Lazio,3,4,0,3,210,225,140,133,-147,0.25
I1,21/08/16,Bologna,Crotone,1,0,0,0,-118,250,400,156,-167,-0.5
I1,21/08/16,Chievo,Inter,2,0,0,0,275,230,110,140,-154,0.25
I1,21/08/16,Empoli,Sampdoria,0,1,0,1,130,220,230,136,-145,-0.25
I1,21/08/16,Genoa,Cagliari,3,1,0,0,105,230,280,110,-114,-0.5
I1,21/08/16,Milan,Torino,3,2,1,0,-118,250,333,116,-120,-0.5
I1,21/08/16,Palermo,Sassuolo,0,1,0,1,200,220,150,135,-143,0.25
I1,21/08/16,Pescara,Napoli,2,2,2,0,650,350,-227,-130,123,1
I1,27/08/16,Lazio,Juventus,0,1,0,0,375,250,-125,135,-147,1
I1,27/08/16,Napoli,Milan,4,2,2,0,-149,300,400,-130,119,-1
I1,28/08/16,Cagliari,Roma,2,2,0,1,375,275,-143,-123,114,0.75
I1,28/08/16,Crotone,Genoa,1,3,1,0,300,240,-110,131,-147,0.5
I1,28/08/16,Fiorentina,Chievo,1,0,1,0,-149,275,450,126,-132,-1
I1,28/08/16,Inter,Palermo,1,1,0,0,-303,375,900,-135,126,-1.5
I1,28/08/16,Sampdoria,Atalanta,2,1,2,1,125,220,240,128,-139,-0.25
I1,28/08/16,Sassuolo,Pescara,0,3,,,-161,275,500,107,-111,-1
I1,28/08/16,Torino,Bologna,5,1,2,1,-118,250,350,134,-143,-0.5
I1,28/08/16,Udinese,Empoli,2,0,1,0,105,240,275,137,-152,-0.5
I1,10/09/16,Juventus,Sassuolo,3,1,3,1,-333,400,1100,110,-116,-1.5
